[00:00:00.229 --> 00:00:01.151]  Welcome to GCN.
[02:49:25.976 --> 02:49:34.659]  A photograph the media pounced all over in the days following the raid, reportedly of Bin Laden's body, was also shown to be a manipulated fake.
[02:49:35.339 --> 02:49:38.160]  Multiple books were also released following the raid.
[02:49:38.640 --> 02:49:46.602]  The latest one published by a Navy SEAL who claimed his work was a first-hand, boots-on-the-ground account, and that he witnessed Bin Laden's death with his own eyes.
[02:49:47.303 --> 02:49:50.804]  The publisher even claimed the book was not vetted by the Pentagon.
[02:49:51.684 --> 02:50:00.311]  But as we witnessed with the arrest and detainment of Brandon Robb, release of an unapproved book of this magnitude would garner a full-scale assault on its author.
[02:50:01.592 --> 02:50:02.432]  So let's recap.
[02:50:02.512 --> 02:50:10.699]  Ten years later, and the greatest manhunt in history as the movie puts it, and we finally caught and killed the man responsible for one of the greatest crimes ever committed on U.S.
[02:50:10.739 --> 02:50:14.962]  soil, and yet we have no valid photographs and no conclusive proof.
[02:50:16.405 --> 02:50:20.627]  If you want a conspiracy theory to exist, that's how you start it.
[02:50:22.267 --> 02:50:28.810]  The most elusive character on the face of the planet, the most elusive human being, the Bigfoot of people.
[02:50:29.610 --> 02:50:36.953]  And you catch him and kill him, but yeah, we chucked him in the drink right away, because we didn't want any more problems.
[02:50:37.369 --> 02:50:50.501]  The latest news to break on the Bin Laden raid came a few weeks ago, when heavily redacted emails obtained through an Associated Press FOIA request revealed that no American sailors aboard the USS Carl Vinton had witnessed Bin Laden's sea burial.
[02:50:51.061 --> 02:50:57.607]  Another email from the Public Affairs Officer claimed that only a small group of the ship's leadership were even informed of the burial.
[02:50:58.137 --> 02:51:12.476]  Though the release of Zero Dark Thirty was delayed until after the presidential election, supposedly to ward off accusations of a political agenda, with a mountain of evidence showing we've never been given the full story here, it's hard to think this movie has anything but a political agenda.
[02:51:13.391 --> 02:51:17.935]  So much propaganda was released following the Bin Laden raid, it's unclear what really happened.
[02:51:18.375 --> 02:51:26.281]  But saying this movie is based on a true story is a lot like saying Winnie the Pooh is based on a real life bear named Winifred and a real life little boy named Christopher Robin.
[02:51:26.681 --> 02:51:29.784]  And yet, I've never seen one talking tiger in real life.
[02:51:30.364 --> 02:51:32.666]  For InfoWars Nightly News, I'm Melissa Melton.
[02:51:35.208 --> 02:51:36.469]  Alright, great job Melissa.
[02:51:39.690 --> 02:51:42.412]  You know, it's even worse than what she says, though.
[02:51:42.812 --> 02:51:44.433]  And that's what happens every time I do a report.
[02:51:44.693 --> 02:51:47.395]  It's always much worse than what we can even add to it.
[02:51:48.515 --> 02:51:49.796]  That's what's so terrible about it.
[02:51:50.256 --> 02:51:51.397]  People think I exaggerate.
[02:51:51.417 --> 02:51:53.138]  Most of the time, it's not exaggeration.
[02:51:53.618 --> 02:51:54.959]  It's that I'm underestimating.
[02:51:56.200 --> 02:52:03.765]  Because the White House is on record being involved in giving classified information, classified baloney.
[02:52:04.605 --> 02:52:09.108]  Advisors, the Pentagon, this is the most integrated film
[02:52:10.786 --> 02:52:11.266]  We're good to go.
[02:52:40.114 --> 02:52:43.316]  But they're not that slick where Nazi Germany did that with films.
[02:52:43.476 --> 02:52:47.238]  Hitler was a master and Joseph Goebbels of having the films push the regime.
[02:52:48.659 --> 02:52:51.701]  Product placement, propaganda placement, they call it behavior placement.
[02:52:51.761 --> 02:52:55.483]  I coined the term propaganda placement 15 years ago when there was no term.
[02:52:57.064 --> 02:53:01.747]  And you add all the rest over 10 billion a year that we know about for paying the media.
[02:53:02.748 --> 02:53:03.749]  It's one of the biggest secrets.
[02:53:03.789 --> 02:53:10.113]  A lot of big talk stations on radio and TV have sponsored news, and you're never told that.
[02:53:10.193 --> 02:53:11.314]  We don't have sponsored news.
[02:53:11.614 --> 02:53:13.295]  Sometimes we have sponsors on, occasionally.
[02:53:13.795 --> 02:53:20.160]  Pretty much rarely, but, you know, where they have some info we want, and it's like 90% of it's not an infomercial, but there is some of that in it.
[02:53:20.220 --> 02:53:22.261]  We don't do infomercials for more than a few minutes.
[02:53:22.281 --> 02:53:28.165]  All radio does that, but, you know, when you're like an hour and it's a sponsor, it's because they're an interesting person, and then they're a little bit about their thing at the end.
[02:53:28.325 --> 02:53:29.666]  But we're transparent about that.
[02:53:29.706 --> 02:53:30.246]  It's obvious.
[02:53:30.627 --> 02:53:31.828]  I always say, this is our sponsor.
[02:53:33.028 --> 02:53:42.172]  Uh, they'll announce when News Corp reports on a Fox, you know, story or something, or when Fox reports on that, they'll tell people, we're reporting on our parent company.
[02:53:42.472 --> 02:53:47.655]  But when the government is involved paying off radio hosts, TV hosts, it's all come out.
[02:53:48.195 --> 02:53:50.296]  Just unbelievable amounts of money.
[02:53:50.996 --> 02:53:52.337]  And they were keeping it secret.
[02:53:54.062 --> 02:53:59.415]  Remember when it came out with Bush paying half a million to this guy, two hundred and forty something thousand to that guy?
[02:54:00.116 --> 02:54:03.243]  But the media only focused on personalities being paid.
[02:54:06.601 --> 02:54:07.422]  Let's shift gears.
[02:54:07.942 --> 02:54:26.821]  We've been trying to feature stories here where police do the right thing, where cops, you know, buy a guy a pair of shoes and it's not a PR stunt, or where, because we know it's not a PR stunt with the case in Albany, New York, with our reporters going up there, our auxiliary reporter Jason Burmess, and they tell, you know, the cop to throw him out, and he goes, well, he's not interfering.
[02:54:27.041 --> 02:54:27.842]  Well, give me his license.
[02:54:27.862 --> 02:54:29.484]  Well, I can if he isn't doing something wrong.
[02:54:32.348 --> 02:54:34.830]  And by the way, that police officer did not get reprimanded.
[02:54:34.850 --> 02:54:36.511]  He got commended by that Sheriff's Department.
[02:54:36.531 --> 02:54:38.052]  That sounds like a pretty good Sheriff's Department.
[02:54:38.873 --> 02:54:44.756]  I mean, look, just don't treat law-abiding citizens like scum and tell us we're in North Korea and can't do stuff when you're not interfering.
[02:54:45.257 --> 02:54:48.859]  Sure, you can't go back in the checkpoint and get into what they're doing, but you can be back there filming.
[02:54:48.879 --> 02:54:49.600]  They're filming you.
[02:54:51.281 --> 02:54:55.003]  So we try, and we're looking for good things police are doing, okay?
[02:54:55.023 --> 02:55:01.628]  Because we want to model good behavior and not just be one-sided bashing police here because that compacts cops more into their gang culture.
[02:55:03.166 --> 02:55:15.103]  But I've seen countless videos and I've done reports on this before going to people's houses where cops busted in a no-knock raid for marijuana or whatever and didn't find it in one case I covered.
[02:55:15.484 --> 02:55:17.266]  The lab is in the kitchen.
[02:55:18.419 --> 02:55:18.799]  Chained
[02:55:35.726 --> 02:55:38.708]  You know, a hostage call or something, and they're gonna kill my Chihuahua?
[02:55:38.728 --> 02:55:39.888]  They'll kill my French Bulldogs?
[02:55:40.188 --> 02:55:42.049]  I know they'll kill French Bulldogs, because they look scary.
[02:55:43.010 --> 02:55:44.210]  That's a joke, but it's not.
[02:55:44.450 --> 02:55:47.132]  People on hike and bike trail, you know, they weigh like 25-30 pounds.
[02:55:47.552 --> 02:55:47.652]  Oh!
[02:55:47.852 --> 02:55:48.953]  They just see a bulldog.
[02:55:49.713 --> 02:55:51.234]  And this was a bull terrier.
[02:55:51.294 --> 02:55:52.154]  Really sweet dog.
[02:55:52.194 --> 02:55:52.794]  It did live.
[02:55:52.834 --> 02:55:53.495]  It's out of the vet.
[02:55:54.335 --> 02:55:57.177]  The police admit the dog walked out behind the guy when they were giving him a ticket.
[02:55:57.357 --> 02:56:00.238]  And when they shot his dog, they still gave him the ticket in Chicago.
[02:56:00.518 --> 02:56:01.459]  But here's the big story.
[02:56:02.583 --> 02:56:08.606]  Now, and this is a Fox piece we're about to play a clip of here, now the police came to try to intimidate the owner.
[02:56:09.027 --> 02:56:10.107]  Here's a clip of that right now.
[02:56:10.127 --> 02:56:14.250]  He was covered in blood and he said, the cop shot the dog.
[02:56:15.996 --> 02:56:17.577]  A Fox 32 exclusive tonight.
[02:56:17.637 --> 02:56:22.139]  A Northside family furious over what they claim was an unjustified police shooting.
[02:56:22.439 --> 02:56:23.119]  Good evening, everyone.
[02:56:23.159 --> 02:56:24.059]  I'm Robin Robinson.
[02:56:24.199 --> 02:56:25.020]  And I'm Bob Sarat.
[02:56:25.140 --> 02:56:28.161]  The shooting happened Saturday in a quiet residential neighborhood.
[02:56:28.301 --> 02:56:31.843]  The dog was off the leash, but its owners say it never posed a threat.
[02:56:32.183 --> 02:56:35.944]  Now the owners say they are getting heat from police for telling us their story.
[02:56:36.305 --> 02:56:39.386]  Fox 32's Larry Yellin is here with exclusive details tonight.
[02:56:39.426 --> 02:56:39.626]  Larry?
[02:56:39.986 --> 02:56:55.332]  Bob and Robin, residents of the Northside Buena Park neighborhood are still upset tonight, not just because police shot the puppy they all knew as the Colonel, but also because the shooting occurred not far from a preschool on a street where pedestrians, including children, could have been hurt.
[02:56:57.788 --> 02:57:06.917]  Meet Colonel Phillips, a seven-month-old miniature bull terrier whose father was a champion show dog and whose owners hoped one day would be a show dog himself.
[02:57:07.277 --> 02:57:09.099]  They look like Spuds Mackenzie.
[02:57:09.839 --> 02:57:10.980]  You see in a Target ad?
[02:57:11.661 --> 02:57:12.102]  One of those.
[02:57:12.742 --> 02:57:13.463]  But they're miniatures.
[02:57:13.643 --> 02:57:17.266]  But on Saturday afternoon, the colonel became a target himself.
[02:57:17.346 --> 02:57:23.290]  He was shot by a Chicago police officer in front of his owner's gated north side home.
[02:57:23.330 --> 02:57:30.056]  Police were writing a parking ticket for a van belonging to Al Phillips, the dog's owner, so Phillips came out to move the vehicle.
[02:57:30.376 --> 02:57:33.118]  My little bull terrier followed me out.
[02:57:34.139 --> 02:57:36.841]  Boom, boom, two shots.
[02:57:39.215 --> 02:57:40.015]  You shot the dog.
[02:57:40.355 --> 02:57:48.398]  One eyewitness, Charlene Dezagle, told us she heard the officer warn Phillips about the dog being loose, but the officer never sounded like he was in danger.
[02:57:48.578 --> 02:57:51.679]  All of a sudden I heard him say, get your dog!
[02:57:51.859 --> 02:57:54.580]  And then the next statement was, get your dog.
[02:57:55.180 --> 02:57:57.941]  And then he just pulled out his gun and shot twice.
[02:57:58.341 --> 02:58:01.962]  Morgan Phillips, Al's daughter, rushed the dog to an emergency vet.
[02:58:02.364 --> 02:58:03.905]  He needed a five-hour surgery.
[02:58:03.925 --> 02:58:06.647]  They took shrapnel out of his stomach.
[02:58:07.127 --> 02:58:09.549]  He had a shell casing in his leg.
[02:58:09.569 --> 02:58:12.030]  It lacerated the muscle.
[02:58:12.390 --> 02:58:14.272]  We were going to show him, but we can't now.
[02:58:14.552 --> 02:58:18.494]  While I interviewed the dog's owners, I saw two police officers drive by.
[02:58:18.735 --> 02:58:23.738]  Ninety minutes later, they were back, asking Phillips why he had contacted the media.
[02:58:24.238 --> 02:58:27.981]  And then giving Phillips a ticket for not keeping the Colonel on a leash.
[02:58:28.121 --> 02:58:28.841]  Unbelievable.
[02:58:29.022 --> 02:58:30.222]  That's enough, folks.
[02:58:30.443 --> 02:58:32.004]  This is the mafia thuggism.
[02:58:32.344 --> 02:58:33.084]  Hey, bud!
[02:58:33.325 --> 02:58:35.526]  Hey, Mac, why'd you call the media when we killed your dog?
[02:58:35.866 --> 02:58:40.730]  You're not just getting a ticket for the car, you're getting a ticket now for the dog off a leash.
[02:58:41.150 --> 02:58:42.951]  You understand that, you little American?
[02:58:43.192 --> 02:58:43.992]  We own you!
[02:58:44.032 --> 02:58:49.376]  Thank you for listening to GCN.
[02:58:51.037 --> 02:58:53.159]  Visit GCNlive.com today.
[02:58:57.978 --> 02:59:05.664]  If you want an American company with American products made by Americans, here is the Cal Ben Soap Company.
[02:59:06.104 --> 02:59:09.727]  Alex and his staff have used these pure soap products for years.
[02:59:10.167 --> 02:59:16.992]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
