[00:00:00.209 --> 00:00:01.229]  Mainstream media.
[02:41:25.792 --> 02:41:30.154]  But we know for a fact that somebody like, you know, let's talk about Dennis Kucinich.
[02:41:30.534 --> 02:41:46.643]  How come Dennis Kucinich runs as an anti-war Democrat, you know, for the last two times, but, you know, he won't primary Obama now, even though, like you say, Obama is prosecuting at least nine different fronts of war right now, the U.S.
[02:41:46.703 --> 02:41:47.524]  war of terror.
[02:41:47.944 --> 02:41:55.892]  How come somebody like Denis Kucinich isn't standing up and saying that, you know, the Democratic Party needs an anti-war voice?
[02:41:56.773 --> 02:41:59.315]  Yeah, and his silence has definitely been notable.
[02:41:59.395 --> 02:42:01.658]  I would assume there's probably been pressure behind the scenes.
[02:42:02.018 --> 02:42:06.743]  I know he did speak out on the Libyan front of the war and received a lot of flack from it.
[02:42:06.883 --> 02:42:11.828]  I know from inside the Bilderberg circle they were saying that damn Kucinich is making this art for us.
[02:42:12.168 --> 02:42:21.413]  I interviewed him for my show, Cindy Sheehan for Fox, and he said that what Obama did in Libya was an impeachable offense.
[02:42:22.014 --> 02:42:27.677]  And I said, well, okay, Dennis, why aren't you running for president?
[02:42:27.717 --> 02:42:30.659]  He said, well, I think someone says that I'm not going to.
[02:42:31.599 --> 02:42:32.360]  So I don't know.
[02:42:32.420 --> 02:42:37.843]  It seems like somebody who's already run for president two times in a row and has a base
[02:42:38.780 --> 02:42:46.426]  Could be more of a challenger than, you know, somebody just coming from nowhere to challenge Obama as a Democrat.
[02:42:47.768 --> 02:42:52.752]  Okay, we've got some callers waiting even before I gave out the number, but if you want to join us, it is 1-800-259-9231.
[02:42:53.132 --> 02:42:57.556]  Let's see what Matthew in Tennessee brings to the table.
[02:42:59.297 --> 02:42:59.958]  Are you there, Matthew?
[02:43:00.798 --> 02:43:01.119]  I'm here.
[02:43:02.190 --> 02:43:05.632]  Mr. Shahan, I would like you to do a small piece of investigation for me.
[02:43:06.213 --> 02:43:08.995]  I want you to look at pictures of Karl Marx.
[02:43:09.575 --> 02:43:12.417]  He will put his right hand in his jacket to conceal it.
[02:43:12.958 --> 02:43:15.039]  This is a sign of Masonic allegiance.
[02:43:15.920 --> 02:43:28.008]  I want you to consider, Mr. Shahan, that perhaps the most effective thing to do is not to avoid taxes, but to ask the Marine Corps of the United States of America to not turn their weapons on American citizens.
[02:43:28.669 --> 02:43:32.672]  But rather, turn their weapons on the people who give them the order to do so.
[02:43:33.112 --> 02:43:33.833]  Thank you very much.
[02:43:44.170 --> 02:43:59.703]  I don't like to talk about weapons being turned on anybody, but I think that certainly the military who follows orders, even illegal and immoral orders, are part of the problem.
[02:44:00.383 --> 02:44:09.769]  And, you know, talk about Obama persecuting me, Obama's persecuting Bradley Manning, who took that seriously.
[02:44:09.869 --> 02:44:17.453]  He took that seriously, that, you know, soldiers are not required to follow illegal orders.
[02:44:17.673 --> 02:44:19.174]  And look where he is.
[02:44:19.594 --> 02:44:24.037]  You know, he was in Quantico for a year and a half being tortured.
[02:44:24.577 --> 02:44:27.504]  And now he's on trial, literally, for his lies.
[02:44:28.005 --> 02:44:34.360]  You know, so of course I think that the troops that follow these illegal immoral orders are part of the problem.
[02:44:35.785 --> 02:44:38.747]  Well, it's kind of an escalation of evil as well.
[02:44:38.827 --> 02:44:43.829]  First, there's a justification that it's okay to kill civilians, but it's not just in the military component.
[02:44:43.849 --> 02:44:51.053]  We've seen our rights stripped away under the TSA, but now everyone's reordering the mission to somehow the homeland people are the threat.
[02:44:51.673 --> 02:44:52.954]  And it's just scary what they're doing.
[02:44:52.974 --> 02:44:58.536]  And they are talking about coming after Americans and trying to convince the military people that's somehow acceptable.
[02:44:58.977 --> 02:45:00.678]  I know a lot of them aren't going to go along with it.
[02:45:00.698 --> 02:45:02.278]  I hope that proves to be the case.
[02:45:02.298 --> 02:45:04.740]  Let's see what John in North Carolina brings to the table.
[02:45:04.980 --> 02:45:05.480]  John, are you there?
[02:45:06.153 --> 02:45:07.275]  Hello, Cindy Sheehan.
[02:45:07.375 --> 02:45:09.077]  Thank you very much for everything you're doing.
[02:45:09.117 --> 02:45:21.834]  I'm so sorry for your loss, but you are a true American patriot, and I'm glad that you pointed out that most of the people that were backing you weren't really backing the anti-war effort, but they were just against Bush.
[02:45:22.555 --> 02:45:33.160]  And I might say that I thoroughly agree with the grassroots movements that you've made, and there's a grassroots movement around right now that might help to bring out the truth about things.
[02:45:33.220 --> 02:45:40.823]  And one of those affronts to freedom that happened recently was all the voter fraud that went in on the main GOP in the caucuses.
[02:45:40.863 --> 02:45:45.945]  And if I may, I'd like to read a very quick opening to this.
[02:45:46.345 --> 02:45:47.686]  Anyway, I'll just do it.
[02:45:48.506 --> 02:45:55.370]  The blatant voter fraud committed by the Maine GOP in the 2012 caucus is an affront to the freedom of the American people.
[02:45:55.870 --> 02:46:07.477]  Their manipulation of the true results and disingenuous response of correcting their mistakes on March 10th, four days after Super Tuesday, represents obvious censorship and will not be tolerated.
[02:46:07.957 --> 02:46:15.882]  Therefore, we are calling for a boycott of all things Maine unless the Maine GOP reports the true and full results of the caucus before March 6, 2012.
[02:46:17.683 --> 02:46:24.854]  This correction must be reported with the same fanfare and national exposure as the original fraudulent caucus results were presented to the nation.
[02:46:25.455 --> 02:46:33.666]  As Maine businesses profit from their association with the state of Maine, their products and services will be boycotted until this travesty of justice is rectified.
[02:46:34.247 --> 02:46:41.568]  Due to the time constraints, the boycott will begin with the following Maine-associated businesses, however, will not be limited to L.L.
[02:46:41.608 --> 02:46:48.530]  Bean Incorporated, Poland Springs Water, Division of Nestle Waters North America, McCain Foods USA, Kennebunk Technologies.
[02:46:49.210 --> 02:47:00.132]  Americans who are against voter fraud and censorship should contact these companies, along with Governor LePage, GOP leader Charlie Webster, Maine Tourism Bureau, Frank McGinty, and the Maine Chamber of Commerce.
[02:47:03.175 --> 02:47:08.241]  Boycott Maine for voter fraud and censorship on YouTube.
[02:47:08.282 --> 02:47:12.447]  That's Boycott Maine for voter fraud and censorship on YouTube.
[02:47:12.967 --> 02:47:14.910]  I think we can really make a dent with this.
[02:47:17.847 --> 02:47:22.391]  Well, there's been undeniable voter fraud in Maine as well as in Nevada, Iowa.
[02:47:22.431 --> 02:47:26.315]  They threw out the official results as well, but it's also a delegate's race.
[02:47:27.116 --> 02:47:34.703]  Cindy Sheehan, isn't it time to tear down the false veil of left and right and really look at people who are trying to fix the system itself?
[02:47:35.646 --> 02:47:51.677]  Well, you know, that's one of the reasons that I think that a tax revolt would be far more effective than getting, you know, sucked into the stress pool of federal electoral politics because, you know, voter fraud is not
[02:47:53.579 --> 02:47:54.820]  It's not a surprise.
[02:47:55.300 --> 02:47:56.221]  It's the rule.
[02:47:56.321 --> 02:47:59.223]  It's been happening ever since voting has started.
[02:47:59.303 --> 02:48:01.245]  But now it's more sophisticated.
[02:48:01.605 --> 02:48:03.086]  There's not only voter fraud.
[02:48:03.106 --> 02:48:04.868]  There's manipulation.
[02:48:04.928 --> 02:48:06.709]  There's propaganda.
[02:48:06.909 --> 02:48:11.172]  There's Madison Avenue selling us the candidates.
[02:48:11.292 --> 02:48:15.075]  So I really think that instead of being...
[02:48:16.076 --> 02:48:25.479]  Support a candidate, vote for a candidate, but I think we should really be concentrating on, you know, solutions outside of the establishment.
[02:48:25.879 --> 02:48:28.379]  Not inside of the establishment, because guess what?
[02:48:28.699 --> 02:48:33.861]  The establishment, they own the voting machines, they count the votes.
[02:48:34.441 --> 02:48:41.790]  They're the ones that control the whole process.
[02:48:42.231 --> 02:48:45.395]  So why are we allowing ourselves to get sucked into it?
[02:48:45.755 --> 02:48:53.745]  What we need to do is think of creative ways to oppose the establishment, not want to be part of the establishment.
[02:48:54.278 --> 02:49:00.900]  Well, we can have that conversation as long as it's not about throwing out the Constitution and Bill of Rights, because I don't know if I'm going to agree with all of your solutions.
[02:49:00.920 --> 02:49:02.361]  Let's get one more call here.
[02:49:02.381 --> 02:49:05.161]  I never said to throw out the Constitution or Bill of Rights.
[02:49:05.862 --> 02:49:11.944]  What has happened is that it essentially is meaningless to the robber class.
[02:49:12.024 --> 02:49:14.284]  They have already thrown those things out.
[02:49:17.433 --> 02:49:20.574]  So they only apply to us then.
[02:49:20.614 --> 02:49:22.715]  There's two systems of justice.
[02:49:22.855 --> 02:49:24.915]  One for the rich and one for the poor.
[02:49:24.935 --> 02:49:33.918]  So, you know, the Constitution and the Bill of Rights have essentially been rendered meaningless by the establishment.
[02:49:34.770 --> 02:49:37.753]  So we need to reclaim our rights.
[02:49:38.173 --> 02:49:42.096]  We don't have to have our rights written on a piece of paper to know that we have our rights.
[02:49:42.617 --> 02:49:59.552]  You know, but people, excuse me, they allow themselves to be sucked into all this propaganda and all this establishment hoo-ha when, you know, we have solutions that are based right in our own communities.
[02:50:01.141 --> 02:50:02.061]  Well, you've got a point there.
[02:50:02.121 --> 02:50:06.023]  Certainly our rights are God-given, and we need some decentralized answers.
[02:50:06.043 --> 02:50:09.824]  Let's hear from Lyndon in Texas before we go to break, and we'll be back in the last segment.
[02:50:11.145 --> 02:50:11.425]  Hello?
[02:50:11.705 --> 02:50:11.965]  Hello.
[02:50:12.765 --> 02:50:14.506]  Yeah, how you doing, Aaron?
[02:50:14.566 --> 02:50:15.726]  I think you're a good host.
[02:50:15.766 --> 02:50:19.448]  I like the calmness about you, and I think Alex Jones is an angel.
[02:50:19.468 --> 02:50:22.849]  He was sent to Earth to save lives, and I like what he's doing.
[02:50:23.269 --> 02:50:24.350]  I like the tang and tangerine.
[02:50:24.410 --> 02:50:25.630]  I'm all in that diet plan.
[02:50:26.150 --> 02:50:30.872]  And to send this in, your son, he lost his life in vain because
[02:50:31.659 --> 02:50:36.681]  Uh, if they would have told him they were going to sign an NDAA, I don't think he would have went to the army and fought in Iraq.
[02:50:37.262 --> 02:50:41.584]  And I think it's a shame that our soldiers are dying for Obama just to take over our land.
[02:50:41.604 --> 02:50:41.864]  I agree.
[02:50:41.904 --> 02:50:42.864]  We're going back to the break.
[02:50:42.904 --> 02:50:43.665]  We'll come back to you.
[02:50:43.705 --> 02:50:46.166]  Why has there been so much silence on NDAA?
[02:50:46.226 --> 02:50:48.047]  Everyone was outraged about the Patriot Act.
