[00:00:00.009 --> 00:00:01.980]  Visit GCNLive.com today!
[02:41:58.379 --> 02:42:04.465]  Thousands of children, this is on History Channel, with electroshock torture and drugs, can make him do whatever he wanted.
[02:42:04.505 --> 02:42:05.346]  Total program.
[02:42:05.847 --> 02:42:06.107]  Right.
[02:42:06.928 --> 02:42:13.654]  The CIA name for it was MKUltra, but it was Monarch Project and a lot of other names.
[02:42:13.734 --> 02:42:14.856]  It's gone by a lot of names.
[02:42:15.496 --> 02:42:18.078]  Basically, it's trauma-based mind control.
[02:42:18.338 --> 02:42:22.900]  There was a Charles Bronson movie, Telefon, which shows the end result of this.
[02:42:23.841 --> 02:42:27.483]  And I've actually watched all of this and it actually happened.
[02:42:27.943 --> 02:42:38.409]  People I was working with to help deprogram them, I've stood there and listened to the little nursery rhyme ditties that they would come over the phone and say to try to get these people to do things.
[02:42:39.029 --> 02:42:39.810]  I've heard it myself.
[02:42:39.870 --> 02:42:40.750]  I've seen it firsthand.
[02:42:40.810 --> 02:42:42.411]  It's not just a movie to me.
[02:42:42.731 --> 02:42:43.211]  But in the
[02:42:44.772 --> 02:42:53.240]  This Charles Bronson movie, they call up this woman, just give her a little ditty, she goes out and blows up the military base.
[02:42:53.560 --> 02:42:54.501]  And that's the way it works.
[02:42:54.741 --> 02:42:56.102]  I've sat there and watched it.
[02:42:56.623 --> 02:42:58.805]  Well, how dumb do they think we are?
[02:42:59.465 --> 02:43:05.711]  Jolion West, number two mind control in congressional hearings, and then he becomes the main doctor for McVeigh.
[02:43:06.906 --> 02:43:09.307]  I mean, how obvious does this have to get?
[02:43:10.188 --> 02:43:10.828]  It's obvious.
[02:43:10.908 --> 02:43:15.751]  It's right there out in front of our face, and yet people are in denial about what's happening.
[02:43:16.031 --> 02:43:20.033]  Hey, we should grab that off Netflix or something to play at Club of Anonymous Nightly News.
[02:43:20.373 --> 02:43:22.434]  Charles Bronson's Telethon.
[02:43:22.654 --> 02:43:23.715]  That's a good movie, too.
[02:43:23.935 --> 02:43:24.175]  Yeah.
[02:43:24.655 --> 02:43:27.196]  And there's the guy chasing him around trying to stop it from happening?
[02:43:27.757 --> 02:43:28.237]  Exactly.
[02:43:28.537 --> 02:43:29.438]  Yeah.
[02:43:29.658 --> 02:43:31.519]  There's been a whole series of movies.
[02:43:32.279 --> 02:43:34.101]  Yeah, and that's the old trauma base.
[02:43:34.221 --> 02:43:38.104]  I've been reading, well, 20 years ago they had remote control cockroaches with one chip.
[02:43:38.124 --> 02:43:38.825]  Right, right.
[02:43:38.845 --> 02:43:40.106]  20 years ago they had robo-rat.
[02:43:40.126 --> 02:43:41.367]  They have them now, or you can buy them.
[02:43:41.667 --> 02:43:45.371]  A real rat, if you're government, and it goes into like rubble and stuff, it has a chip in the brain.
[02:43:45.771 --> 02:43:46.812]  With a camera on its head.
[02:43:46.912 --> 02:43:47.092]  Right.
[02:43:47.172 --> 02:43:48.974]  So they've now moved on to that.
[02:43:49.254 --> 02:43:52.157]  I mean, they, listen, my dad was like top of his class dentist.
[02:43:53.661 --> 02:43:55.983]  And DARPA in the mid-eighties tried to hire him.
[02:43:56.003 --> 02:43:57.964]  And he said they were hiring a bunch of Dallas dentists.
[02:43:58.244 --> 02:43:59.645]  And he said, yeah, we've moved to Maryland.
[02:43:59.665 --> 02:44:00.426]  I can't talk about it.
[02:44:00.446 --> 02:44:01.947]  It's about three times what I'm making.
[02:44:02.167 --> 02:44:03.488]  And he owns some dental offices then.
[02:44:03.928 --> 02:44:05.129]  They wanted him to go train.
[02:44:05.149 --> 02:44:09.452]  Well, he wasn't allowed to say everything and he didn't meet with them much.
[02:44:09.812 --> 02:44:15.376]  But the Department of Defense under DARPA tried to hire my dad to quote, go underground.
[02:44:15.436 --> 02:44:16.357]  And I said, well, what does that mean?
[02:44:16.377 --> 02:44:17.578]  I remember around the kitchen table.
[02:44:18.078 --> 02:44:19.398]  It was even before my sister came along.
[02:44:19.758 --> 02:44:20.939]  She's 14 years younger than me.
[02:44:21.279 --> 02:44:22.839]  He's like, yeah, I don't think I want to do that.
[02:44:22.879 --> 02:44:29.500]  And he just said, well, they want me because I know how to fuse metal and things into bone.
[02:44:29.520 --> 02:44:33.501]  And he said, they won't tell me, but it's probably hiding things inside spies.
[02:44:33.921 --> 02:44:35.801]  He said, he said, it's it's cyber.
[02:44:35.821 --> 02:44:37.841]  I don't know what cybernetics was when I was like eight years old.
[02:44:38.161 --> 02:44:40.202]  He says like cybernetics or cyborgs.
[02:44:40.442 --> 02:44:41.582]  You know what those are, son?
[02:44:41.602 --> 02:44:45.263]  And I remember later asking him, well, was it just you?
[02:44:45.303 --> 02:44:47.183]  No, they were trying to hire a bunch of dentists.
[02:44:47.483 --> 02:44:47.783]  Right.
[02:44:48.503 --> 02:44:59.247]  We had one victim of mind control that came up to Oregon back in the nineties, and she was trying to get help for her implants that she had.
[02:44:59.307 --> 02:45:14.571]  She came back to Texas, to Dallas, was in an anechoic chamber, managed to get the proof that signals were being sent into her, and then managed to extract one of the little implants that they were using to try to control her.
[02:45:15.051 --> 02:45:16.112]  So yeah, this
[02:45:17.720 --> 02:45:20.402]  And so, exactly what you're saying is happening.
[02:45:21.162 --> 02:45:24.424]  But again, it's not like, ooh, my dad got visited by them.
[02:45:26.005 --> 02:45:28.867]  They were trying to hire all the top dentists that were doing implants.
[02:45:28.887 --> 02:45:34.130]  Of course, implants weren't real new then, and he was taking all the classes and pioneering doing implants.
[02:45:34.150 --> 02:45:37.792]  You know, now everybody gets implants, but I guess that was one reason.
[02:45:38.333 --> 02:45:38.533]  Right.
[02:45:39.224 --> 02:45:45.592]  So there are newer techniques, probably, that go beyond the trauma-based mind control that they're using on top of it.
[02:45:46.033 --> 02:45:50.098]  But I've been watching, and they're still using the trauma-based mind control.
[02:45:50.138 --> 02:45:54.063]  That seems to be like the foundation, and then they add these other things.
[02:45:55.184 --> 02:45:56.385]  And a lot of it's sexual.
[02:45:57.286 --> 02:45:59.528]  Tell us about the Sandusky situation, all that.
[02:45:59.568 --> 02:46:01.169]  You've exposed the abuse of children.
[02:46:02.130 --> 02:46:09.936]  John DeCamp, like ten years ago or more, had said on air that the football program at Penn State was doing this, and I shut him down because I didn't want to get sued.
[02:46:10.437 --> 02:46:11.838]  And it turns out that's all true.
[02:46:12.098 --> 02:46:17.923]  Now they've hired the former head of Penn State in a national security function so secret we can't be told.
[02:46:19.588 --> 02:46:26.761]  Yeah, like they were using Boys Home to get the young boys for the politicians.
[02:46:26.781 --> 02:46:28.123]  Yeah, it was Boys Town, that came out, yep.
[02:46:29.405 --> 02:46:34.570]  And so, there's no end to where they can find these children to abuse.
[02:46:35.270 --> 02:46:39.614]  And people ask me, well, how do they get the children to do this?
[02:46:40.375 --> 02:46:41.736]  Well, it's everywhere.
[02:46:42.837 --> 02:46:44.938]  The answer is so... Kids disappear all the time!
[02:46:45.399 --> 02:46:55.007]  Yeah, and like Cisco, when we went out in the countryside, she was showing me some of the routes that they use to move the children and so forth.
[02:46:56.388 --> 02:47:00.830]  Yeah, again, it's something that I've been able to track and I know it's happening.
[02:47:00.890 --> 02:47:02.890]  How many do they mind control versus kills?
[02:47:02.910 --> 02:47:04.111]  They like to torture kids, too.
[02:47:04.131 --> 02:47:04.771]  That's their favorite.
[02:47:05.131 --> 02:47:05.971]  Yeah.
[02:47:06.151 --> 02:47:12.934]  What's the ratio of ones that live to those that die during the programming?
[02:47:13.434 --> 02:47:13.774]  I don't know.
[02:47:13.814 --> 02:47:15.854]  It's probably at least a 50-50 ratio.
[02:47:15.915 --> 02:47:16.695]  It may be worse.
[02:47:17.615 --> 02:47:18.916]  Why did they come after you?
[02:47:19.016 --> 02:47:24.938]  Because, you know, back at the time, I was just starting to learn eight, nine years ago when they set you up that, wow, this stuff's real.
[02:47:24.978 --> 02:47:26.219]  They really are Transylvanian.
[02:47:26.459 --> 02:47:27.219]  Now that's admitted.
[02:47:27.259 --> 02:47:30.841]  He, you know, he run, you know, all this crazy stuff is real.
[02:47:31.361 --> 02:47:35.843]  And I remember talking to you when I first started interviewing you, Sam, and I figured out, wow, you weren't making this up.
[02:47:36.543 --> 02:47:44.113]  It was in the news, like, they were rating you, saying, oh, he has anti-government literature, they were trying to say you had marijuana, they were... And then suddenly they get you for a bank robbery.
[02:47:44.373 --> 02:47:48.298]  No criminal record, West Point, out of the blue, now you're a bank robber.
[02:47:48.758 --> 02:47:50.621]  I mean, I guess you just stepped on the wrong toes.
[02:47:52.307 --> 02:48:06.611]  And my attorney that went into court with me, when I had like my first or second meeting with him, I took one of those Bloodlines books and I was across the desk from him and I started to hand it to him because I wanted him to get to know who his client was.
[02:48:06.871 --> 02:48:09.031]  His eyes got big and he goes, am I in that?
[02:48:09.532 --> 02:48:10.392]  Did you write about me?
[02:48:11.812 --> 02:48:17.876]  But he told me that they had been trying to put me in prison for a long time for what I was doing.
[02:48:18.216 --> 02:48:27.281]  And he basically, more or less in different words, he said, they're after you because of what you've done.
[02:48:27.581 --> 02:48:33.845]  And let's just be clear, no criminal record, West Point, you know, Ben Amish, all of this stuff.
[02:48:35.157 --> 02:48:35.838]  No M.O.
[02:48:35.858 --> 02:48:36.598]  for this stuff.
[02:48:37.719 --> 02:48:41.482]  Selling tens of thousands of books, speaking to crowds of two, three thousand people.
[02:48:42.123 --> 02:48:44.765]  I mean, just in demand everywhere, and then you go rob a bank.
[02:48:45.145 --> 02:48:47.507]  And then who do they have but some informant saying that?
[02:48:48.137 --> 02:48:51.799]  Well, yeah, and technically they didn't say I robbed a bank.
[02:48:52.139 --> 02:49:08.608]  They were saying that I knew about this bank robbery, and they had three witnesses that came in to testify, but they were only testifying hearsay, and actually what went down in the courtroom was very nebulous.
[02:49:11.230 --> 02:49:15.412]  A person that didn't believe in the government would not have found me guilty.
[02:49:16.570 --> 02:49:18.872]  Because they didn't really present any evidence.
[02:49:18.892 --> 02:49:26.917]  Hey, they tried to put Joe Bannister, you know, top of his class, CPA, Treasury agent, in jail twice!
[02:49:27.418 --> 02:49:30.640]  Just for speaking out and saying, hey, this money goes to the Federal Reserve.
[02:49:30.660 --> 02:49:32.781]  I mean, they're trying to put him in jail!
[02:49:33.302 --> 02:49:37.625]  Well, they did send him to a federal prison off of California for a while, until he won his case.
[02:49:37.665 --> 02:49:39.006]  Yeah, no, but that's what I mean.
[02:49:39.086 --> 02:49:41.788]  I mean, people need to understand, they set people up.
[02:49:42.088 --> 02:49:43.209]  They've tried to set me up.
[02:49:43.973 --> 02:49:46.774]  Yeah, and I was watching out here in the studio.
[02:49:46.814 --> 02:49:48.115]  You have a great crew here.
[02:49:48.195 --> 02:49:49.575]  I want to mention that.
[02:49:49.996 --> 02:50:07.523]  I've been really impressed with what your setup here, but I also was observing that, you know, you have this normal, oh, it's like there's monkey wrenches thrown into the system that you have to constantly overcome to be able to give people the show that you do.
[02:50:08.414 --> 02:50:14.517]  Um, and, and so people are always asking me, why doesn't Alex Jones get any opposition?
[02:50:14.577 --> 02:50:16.358]  Well, you do get your share of opposition.
[02:50:17.379 --> 02:50:18.859]  Well, we just don't spend all day on it.
[02:50:19.160 --> 02:50:19.440]  Right.
[02:50:20.080 --> 02:50:20.300]  Right.
[02:50:21.201 --> 02:50:21.961]  People only knew.
[02:50:25.823 --> 02:50:27.164]  I used to get a lot more opposition.
[02:50:27.204 --> 02:50:29.425]  They figured out I'm not going to, I mean, I'm not backing off.
[02:50:30.005 --> 02:50:35.348]  And I think I've hit that threshold where we are big enough now where they're like, if they destroy me wrong,
[02:50:36.462 --> 02:50:38.964]  And I live a pretty boring life, so there's not much to set me up for.
[02:50:39.524 --> 02:50:42.366]  If they destroy me wrong, it'll backfire on them.
[02:50:42.386 --> 02:50:42.566]  Right.
[02:50:43.326 --> 02:50:44.407]  Let's finish up with Mind Control.
