[00:02:32.947 --> 00:02:33.527]  Pull this over.
[03:42:22.998 --> 03:42:24.598]  How could any- Oh, I got it!
[03:42:25.447 --> 03:42:27.849]  Swallow Chuckie Schumer's crap!
[03:42:30.692 --> 03:42:40.821]  Sympathy for the favorite nation facilitating the illusion of an imaginary common interest in cases where no real common interests exist.
[03:42:41.761 --> 03:42:51.210]  And infusing into one enmities of another betrays the former into participation in quarrels and wars.
[03:42:52.975 --> 03:42:54.998]  Got it, Chucky boy.
[03:43:12.318 --> 03:43:27.023]  I just want to thank listeners and viewers for your last year's support and want to encourage you now more than ever to spread the word about the broadcast, to pray for the broadcast, to take clips and share it from the broadcast, and to buy products that enrich your life at InfoWarsaw.com.
[03:43:27.363 --> 03:43:33.665]  We have the signed or unsigned copy of my new book, The Great Awakening, The Plan to Defeat the Globalist and Launch the Second Renaissance.
[03:43:34.125 --> 03:43:35.725]  Twice as long as my last book.
[03:43:36.026 --> 03:43:37.006]  Incredibly powerful.
[03:43:37.066 --> 03:43:37.886]  Signed or unsigned.
[03:43:38.246 --> 03:43:39.346]  InfoWarsTore.com.
[03:43:39.747 --> 03:43:42.567]  And we have X2 finally back in stock after over a year.
[03:43:42.887 --> 03:43:43.848]  InfoWarsTore.com.
[03:43:44.068 --> 03:43:46.868]  We have TurboForce, 10-hour clean energy, back in stock.
[03:43:47.189 --> 03:43:49.269]  And a bunch of other great products as well.
[03:43:49.549 --> 03:43:53.310]  So please visit InfoWarsTore.com and do your Christmas shopping there.
[03:43:53.590 --> 03:43:56.091]  Fund the InfoWar and get great products all at the same time.
[03:43:57.526 --> 03:44:00.449]  Have you tried taking the Real Red Pill?
[03:44:00.629 --> 03:44:06.496]  A one-of-a-kind heart and brain formula designed exclusively for InfoWarsStore.com.
[03:44:06.676 --> 03:44:11.361]  One of the most powerful ingredients in Real Red Pill Plus is Pregnanolone.
[03:44:11.581 --> 03:44:19.510]  Pregnanolone levels decrease with age, and low levels are associated with fatigue, low brain function, and unhealthy aging.
[03:44:19.730 --> 03:44:27.678]  The Real Red Pill Plus also provides essential trace minerals such as vitamin B12, calcium, copper, and zinc.
[03:44:27.898 --> 03:44:40.832]  Featuring naturally occurring L-theanine, caffeine, and theobromine, the energy blend inside the Real Red Pill Plus provides an extra pick-me-up for your day that goes beyond the second cup of coffee.
[03:44:41.132 --> 03:44:48.838]  So visit infowarsstore.com, go down the rabbit hole, and try taking the real red pill.
[03:44:49.118 --> 03:44:53.361]  Now 25% off for a limited time at infowarsstore.com.
[03:44:56.483 --> 03:44:59.606]  When I say this, I mean it from the very bottom of my heart.
[03:45:00.751 --> 03:45:04.875]  I want to say thank you to all the viewers and listeners for supporting the broadcast over the years.
[03:45:05.356 --> 03:45:11.842]  We together have changed the world at an incredible level and I want to salute the crew as well and all of our sponsors and supporters.
[03:45:12.283 --> 03:45:16.287]  Ladies and gentlemen, wow, the fight has really been joined with a globalist.
[03:45:17.322 --> 03:45:24.849]  And as we go into 2024, the most important election in world history, it is now more important than ever to get around the censors and override the globalists.
[03:45:24.869 --> 03:45:26.530]  So keep spreading the word about the broadcast.
[03:45:26.971 --> 03:45:28.132]  Keep sharing the articles and videos.
[03:45:28.532 --> 03:45:31.414]  Keep praying for the broadcast and our reporters and the crew.
[03:45:31.795 --> 03:45:38.961]  And shop at infowarestore.com, where for Christmas, we have the biggest sales of the year, double patriot points, storewide free shipping,
[03:45:39.401 --> 03:45:42.384]  Where were you when humanity was fighting for its life?
[03:46:01.314 --> 03:46:05.858]  Where were you when the globalists were caught trafficking millions of children for sex slavery worldwide?
[03:46:06.498 --> 03:46:09.421]  Where were you when the New World Order was starting World War III with Russia?
[03:46:09.941 --> 03:46:10.622]  Well, I know where you are.
[03:46:11.022 --> 03:46:14.985]  You're watching and listening to Infowars.com right now, and I salute you and thank you.
[03:46:15.486 --> 03:46:21.371]  And I want to encourage all of you who've been in this fight so long to realize we've reached the critical juncture in the battle now.
[03:46:22.091 --> 03:46:28.676]  And a key tool in that fight is the Great Awakening, defeating the globalists and launching the next great renaissance.
[03:46:29.097 --> 03:46:32.319]  This is my second book, part two of The Great Recent and War for the World.
[03:46:32.739 --> 03:46:37.283]  It's a longer book, quite frankly a more powerful book, and just like the last book,
[03:46:37.583 --> 03:46:40.064]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones!
[03:47:16.636 --> 03:47:18.657]  Waging war on corruption.
[03:47:18.997 --> 03:47:21.178]  It's Gerald Solente.
[03:47:21.759 --> 03:47:24.700]  You're listening to the Alex Jones Show.
[03:47:25.021 --> 03:47:29.683]  Hey, great being on the Alex Jones Show.
[03:47:29.783 --> 03:47:36.447]  And again, do everything you can to support InfoWars because they're doing everything they can to support you with the information they're putting out.
[03:47:37.362 --> 03:47:40.244]  And they got this great Christmas sale coming up.
[03:47:40.985 --> 03:47:42.946]  And so you take advantage of the sale.
[03:47:43.006 --> 03:47:44.447]  It's a 360 win.
[03:47:44.988 --> 03:47:48.270]  You get these great products and you get a lot off.
[03:47:48.290 --> 03:47:49.711]  It helps you and it helps them.
[03:47:49.731 --> 03:47:55.635]  Again, 60% off plus free shipping storewide, double Patriot points.
[03:47:56.296 --> 03:47:57.957]  And again, it's Christmas time.
[03:47:58.237 --> 03:48:03.841]  So let's celebrate the holiday season and do everything you can to support InfoWars.
[03:48:03.861 --> 03:48:05.182]  So instead of getting your family
[03:48:05.540 --> 03:48:13.482]  You know, these lousy gifts that they're selling in these chains, you know, give them things that they could use.
[03:48:14.042 --> 03:48:18.083]  Give them gear, preparation supplies, supplements, things they want.
[03:48:18.824 --> 03:48:22.805]  And again, they have these powerhouse formulas of their products.
[03:48:22.845 --> 03:48:26.046]  You get 60% off and it doesn't stop there.
[03:48:26.606 --> 03:48:29.727]  You get free shipping and double Patriot Points.
[03:48:29.747 --> 03:48:31.467]  This is just some of the things they have.
[03:48:32.022 --> 03:48:43.990]  They have Turbo Force Plus, 25% off, 25% off Survival Shield, X2, 40% off Asobe, 40% off Bodies, 40% off Vitamin Renal Fusion, 40% off DNA Force Plus, 40% off Ultra 12, 50% off Real Red Pill Plus, 50% off Down and Out Sleep Support, and 60% off Brain Force Plus and Brain Force
[03:49:02.099 --> 03:49:02.419]  Ultra.
[03:49:02.800 --> 03:49:03.380]  And a lot more.
[03:49:03.400 --> 03:49:04.441]  A lot, lot more.
[03:49:05.141 --> 03:49:12.707]  So again, don't go to these big box stores, these ugly joints that sell crap, or the big tech stores.
[03:49:13.347 --> 03:49:16.870]  You know, take your support where it counts, and support InfoWars.
[03:49:18.110 --> 03:49:24.255]  You're in a fight against tyranny, and it's a double win.
[03:49:25.536 --> 03:49:30.079]  Fighting against tyranny, and you're getting great products for a lot less dough.
[03:49:31.733 --> 03:49:32.353]  See, he got it.
[03:49:32.474 --> 03:49:33.474]  InfoWars Christmas.
[03:49:35.335 --> 03:49:37.496]  Get it now, while they last.
[03:49:39.758 --> 03:49:40.238]  Okay.
[03:49:40.638 --> 03:49:42.860]  InfoWarsStore.com.
[03:49:43.680 --> 03:49:44.421]  Got it all there.
[03:49:45.101 --> 03:49:53.686]  See, you know, by the way, hardly made the news at all of the United States censoring, vetoing a ceasefire resolution.
[03:49:53.726 --> 03:49:54.326]  Isn't that nice?
[03:49:55.607 --> 03:50:00.090]  United States... The United Nations is a joke.
[03:50:00.754 --> 03:50:06.075]  By the way, this is the same United Nations that declared that Israel is a state.
[03:50:06.776 --> 03:50:07.016]  Yeah.
[03:50:09.396 --> 03:50:15.958]  So the United States is the only country to vote against a ceasefire.
[03:50:16.878 --> 03:50:17.058]  Yep.
[03:50:17.838 --> 03:50:28.961]  And then the next day, this is how it was reported in Associated Press, going around Congress, the Biden administration said Saturday,
[03:50:29.531 --> 03:50:47.407]  He has approved the emergency sale to Israel, emergency sale of 14,000 rounds of tank ammunition worth more than a hundred and six million dollars as Israel intensifies its military operations in the southern Gaza Strip.
[03:50:51.070 --> 03:50:55.454]  So the United States vetoes it and gives
[03:50:56.147 --> 03:51:02.933]  Steals our money to give to the military-industrial complex to keep slaughtering innocent Palestinians.
[03:51:03.573 --> 03:51:09.098]  The number now is around 19,000.
[03:51:09.658 --> 03:51:12.540]  70% of which are women and children.
[03:51:12.560 --> 03:51:14.622]  40% children, 30% women.
[03:51:15.943 --> 03:51:17.324]  Bypassing Congress.
[03:51:17.985 --> 03:51:19.826]  Screw the Constitution.
[03:51:21.067 --> 03:51:21.948]  We don't need it.
[03:51:22.894 --> 03:51:23.895]  I'm in charge!
[03:51:24.015 --> 03:51:26.737]  I'm the dictator of America here!
[03:51:27.338 --> 03:51:28.419]  I'm in charge!
[03:51:29.800 --> 03:51:30.000]  Yep.
[03:51:35.024 --> 03:51:36.025]  Isn't that wonderful, huh?
[03:51:36.646 --> 03:51:38.167]  Anyway, now we're going to the economy.
[03:51:42.431 --> 03:51:44.052]  You gotta look at what's going on.
[03:51:44.793 --> 03:51:46.014]  The luxury shopping.
[03:51:46.674 --> 03:51:47.695]  It's going way down.
[03:51:47.715 --> 03:51:50.037]  This is important, we write about it.
[03:51:53.920 --> 03:51:58.441]  Even people with dough can't afford, it's going down.
[03:51:59.161 --> 03:52:01.162]  The markets are artificially propped up.
[03:52:02.182 --> 03:52:02.802]  It's a game.
[03:52:03.342 --> 03:52:09.724]  You got 1% that controls 54% of all the equities, 10% control 90% of it.
[03:52:09.744 --> 03:52:19.606]  So it's the private equity groups, it's the venture capitalists, it's the hedge funds, things that did not exist when I was a young guy.
[03:52:25.765 --> 03:52:31.468]  Wednesday, the Fed is going to decide whether or not they're going to raise interest rates.
[03:52:32.149 --> 03:52:33.129]  We say they're not.
[03:52:33.189 --> 03:52:34.470]  Wall Street says they're not.
[03:52:35.991 --> 03:52:39.073]  The guests on Wall Street, they're going to start lowering them in May.
[03:52:39.253 --> 03:52:44.676]  We say they're going to start lowering them in March.
[03:52:47.658 --> 03:52:51.860]  And in the run up to the presidential reality show to keep the clowns in power and power.
[03:52:53.081 --> 03:52:55.162]  Again, Janet Yellen, the Fed head,
[03:52:56.687 --> 03:52:59.070]  Former Fed Head is now our Treasury Secretary.
[03:52:59.110 --> 03:53:00.211]  They want to keep it like that.
[03:53:00.972 --> 03:53:10.161]  So they're going to hold off on lowering them, but they're going to start lowering them.
[03:53:10.542 --> 03:53:13.044]  When they lower them, the dollar is still strong.
[03:53:13.084 --> 03:53:14.746]  That's why gold's still taking a hit.
[03:53:14.766 --> 03:53:16.188]  It's way down.
[03:53:16.208 --> 03:53:17.109]  It's down $100 from its high.
[03:53:20.055 --> 03:53:27.521]  And I would have never thought it was gone down this low, but it is, but it's going to go back up when they start lowering interest rates.
[03:53:27.541 --> 03:53:28.462]  It's as simple as that.
[03:53:29.463 --> 03:53:32.225]  The dollar is only strong because of high interest rates.
[03:53:32.945 --> 03:53:37.749]  Germany's industrial production contraction piles up industry woes.
[03:53:38.730 --> 03:53:39.070]  All right?
[03:53:41.672 --> 03:53:45.615]  Compared with the same month a year ago, industrial production slumped 3.5% and it was down a year ago.
[03:53:48.559 --> 03:53:51.721]  I'm mentioning this because this is the fourth largest economy in the world.
[03:53:52.802 --> 03:53:54.563]  It's the largest economy in Europe.
[03:53:54.903 --> 03:54:07.671]  So you're only getting the news about what's going on in the United States and you're not seeing how the rest of the world is going down really, really by the numbers into recession.
[03:54:07.751 --> 03:54:10.473]  And Germany is officially in a recession.
[03:54:12.414 --> 03:54:15.776]  By now, pay later upswing stokes fears.
[03:54:15.816 --> 03:54:17.317]  This is Financial Times.
[03:54:18.203 --> 03:54:25.306]  That the buy now pay later hit an all-time high this holiday season.
[03:54:25.326 --> 03:54:31.349]  $10.1 billion up 17% from last year according to Adobe Analytics.
[03:54:33.470 --> 03:54:38.973]  EU mortgage markets set for the slowest growth at 1.5% compared with 4.9% last year.
[03:54:49.053 --> 03:54:52.015]  So what is going to happen to the housing?
[03:54:52.876 --> 03:55:07.928]  We don't see actually the prices going down much, but we see the banking crisis exploding next year when you have, let's see, roughly $6.5 trillion of retail debt.
[03:55:13.786 --> 03:55:20.370]  So now you have a 49.5% occupancy rate of buildings, office buildings.
[03:55:21.450 --> 03:55:24.492]  You have around a 20% vacancy rate.
[03:55:25.272 --> 03:55:28.954]  They're not going to be able to pay off their loans.
[03:55:30.535 --> 03:55:33.617]  And this is going to bring down the small and medium-sized banks.
[03:55:34.857 --> 03:55:37.499]  So we may have a little rush of the markets now.
[03:55:38.334 --> 03:55:44.338]  We're forecasting a collapse like we've never seen before and virtually no one is talking about this.
[03:55:45.839 --> 03:55:56.886]  Americans running out of savings, JPMorgan Chase, is likely that only the top 1% of consumers by incomes will be better off than before the pandemic.
