[00:00:05.739 --> 00:00:07.340]  Hitler took the guns.
[03:31:18.575 --> 03:31:18.935]  I think so.
[03:31:35.882 --> 03:31:37.743]  I want to thank you all for your support.
[03:31:37.743 --> 03:31:45.488]  This is next level information and it's a great way to not just support the broadcast, but inform yourself to the next level and share the book with friends and family.
[03:31:45.488 --> 03:31:52.072]  So whether you want one copy or multiple copies, go now to InfoWarsTore.com and get The Great Awakening.
[03:31:52.072 --> 03:31:53.573]  This is going to go to number one.
[03:31:53.573 --> 03:31:54.794]  I want to thank you for your support.
[03:31:54.794 --> 03:31:55.834]  It's a powerful book.
[03:31:55.834 --> 03:31:56.375]  Get yours now.
[03:31:57.463 --> 03:32:17.157]  Normally Christmas is our biggest sale of the year, but because of supply chain breakdowns and other issues, this is our biggest sale because finally almost all of our best-selling products are finally back in stock, including, sold out for more than a year, X2, the only true nascent iodine out there, is finally back.
[03:32:17.157 --> 03:32:21.741]  What it does for your immune system, your body, all your cells, is miraculous.
[03:32:21.741 --> 03:32:23.662]  It's discounted at footworship.com.
[03:32:23.662 --> 03:32:25.724]  Double patriot points, free shipping,
[03:32:26.244 --> 03:32:29.166]  Biggest sale, hands down, of 2023.
[03:32:29.166 --> 03:32:31.928]  I'm sure Christmas will have a big sale, but we'll be sold out of most of this.
[03:32:31.928 --> 03:32:33.809]  So, Christmas has come early.
[03:32:33.809 --> 03:32:35.350]  Black Friday's come early.
[03:32:35.350 --> 03:32:36.711]  And it funds the InfoWar.
[03:32:36.711 --> 03:32:37.912]  Get X2.
[03:32:37.912 --> 03:32:39.794]  Get VazoBeats back in stock.
[03:32:39.794 --> 03:32:45.017]  Get all the other great products at InfoWarStore.com right now.
[03:32:45.017 --> 03:32:45.357]  But again,
[03:32:46.318 --> 03:32:49.101]  Our fan favorite, my favorite, is X2.
[03:32:49.101 --> 03:32:50.582]  Sold out for over a year.
[03:32:50.582 --> 03:32:52.424]  Could be our last run if we're shut down.
[03:32:52.424 --> 03:32:53.505]  Get it while you can.
[03:32:53.505 --> 03:32:54.245]  X2.
[03:32:54.245 --> 03:32:58.449]  Discount info or store.com.
[03:32:58.449 --> 03:33:03.073]  Leading a frontal assault on the lies of the New World Order.
[03:33:03.073 --> 03:33:04.355]  It's Alex Jones.
[03:33:12.637 --> 03:33:19.363]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[03:33:19.363 --> 03:33:29.152]  Alright, Trennis Evans has, other than the Gateway Pundit who's given the most attention to it, they've really run circles around us, which I'm glad they're there.
[03:33:29.152 --> 03:33:34.197]  Trennis Evans, every time you turn around, it's his organization, his group, he's a former political president himself of this.
[03:33:36.405 --> 03:33:40.166]  Who has got contact with the people and stayed in contact.
[03:33:40.166 --> 03:33:44.408]  I've talked to a bunch of lawyers, not just Joe Biggs lawyer, not just some of the other lawyers.
[03:33:44.408 --> 03:33:54.051]  I mean, I've been behind the scenes and a lot of listeners criticized me during the last few years and said, why aren't you having them on?
[03:33:54.051 --> 03:33:56.531]  Why aren't you talking about it?
[03:33:56.531 --> 03:34:04.374]  Because when we have them on, they would then go put them in solitary confinement in 55 degrees in their underwear and torture them.
[03:34:05.168 --> 03:34:08.052]  They did a bunch of bad stuff to Owen.
[03:34:08.052 --> 03:34:10.534]  And see, I'm already slipping up here.
[03:34:10.534 --> 03:34:15.360]  And I was asked, I was filled in, and said, don't talk about it.
[03:34:15.360 --> 03:34:16.341]  In fact, I just did.
[03:34:16.341 --> 03:34:21.528]  See, they torture them when you talk about them.
[03:34:21.528 --> 03:34:22.929]  Now, enough congressional pressure.
[03:34:23.936 --> 03:34:27.899]  With Congressman Biggs, no relation to Joe, happened and the show.
[03:34:27.899 --> 03:34:34.985]  So then they said, okay, we'll quit driving around every day and putting him in box handcuffs 16 hours a day and not feeding him for two, three days.
[03:34:34.985 --> 03:34:36.546]  And Joe was literally crying.
[03:34:36.546 --> 03:34:41.610]  He finally got a hold of his lawyer and I talked to him, he's my lawyer, and he was just crying.
[03:34:41.610 --> 03:34:43.071]  He said, oh my God, I got vegetables.
[03:34:43.071 --> 03:34:43.651]  I got meat.
[03:34:43.651 --> 03:34:45.193]  I actually have clothes.
[03:34:45.193 --> 03:34:47.294]  I'm not in a concrete cell.
[03:34:47.294 --> 03:34:48.955]  They're not doing this to me.
[03:34:49.716 --> 03:34:51.897]  And spitting on me and calling me a terrorist.
[03:34:51.897 --> 03:34:53.338]  And people are like, well, don't go fully there.
[03:34:53.338 --> 03:34:54.399]  They might torture him again.
[03:34:54.399 --> 03:34:57.221]  And it's the same thing with what's going on with Owen.
[03:34:57.221 --> 03:34:58.682]  It's not like that, but it's like...
[03:34:59.718 --> 03:35:11.160]  It's like, well, don't tell people, you know, so just say Owen's okay, you know, because we finally got to hear from him after a month in prison and just, and so you're sitting here and the listeners are like, why aren't you talking about this?
[03:35:11.160 --> 03:35:18.622]  Because the Justice Department's watching the show and they've got them as prisoners and they take it out on them when we do.
[03:35:18.622 --> 03:35:22.503]  But I want to be 100% clear on all this.
[03:35:22.503 --> 03:35:27.624]  As soon as Joe was ready to come on, as lawyers were, after the sentencing, we had him on.
[03:35:29.201 --> 03:35:30.342]  He said, I love America.
[03:35:30.342 --> 03:35:31.003]  I love you all.
[03:35:31.003 --> 03:35:33.926]  Most of the jails on my side, the guards know what's wrong.
[03:35:33.926 --> 03:35:34.687]  I love my daughter.
[03:35:34.687 --> 03:35:36.469]  I love my family.
[03:35:36.469 --> 03:35:44.097]  And they walked into his cell the next day and they said, buddy, solitary confinement in your underwear.
[03:35:44.097 --> 03:35:50.644]  And they drove him over to 17 different locations the next month and a half and tortured him almost to death.
[03:35:51.491 --> 03:35:53.972]  So that's your government, folks.
[03:35:53.972 --> 03:35:57.214]  Taking veterans with no previous criminal record who shook a fence.
[03:35:57.214 --> 03:35:58.494]  That was called terrorism.
[03:35:58.494 --> 03:36:01.716]  So listeners sometimes are like, why don't you do this or that?
[03:36:01.716 --> 03:36:06.018]  Because I'm bound to what people are asking me to do.
[03:36:06.018 --> 03:36:10.680]  Now in hindsight, I can tell you, I'm like, told his lawyer, I said, I'm sick of this.
[03:36:10.680 --> 03:36:12.641]  Listeners don't know why they're not on.
[03:36:12.641 --> 03:36:13.702]  I'm not going to get him on.
[03:36:13.702 --> 03:36:14.382]  Okay, fine.
[03:36:14.382 --> 03:36:15.282]  Maybe now's the time.
[03:36:15.282 --> 03:36:16.803]  I'd ask a hundred times.
[03:36:16.803 --> 03:36:20.565]  They got him on and they tortured the hell out of him for a month and a half.
[03:36:23.194 --> 03:36:32.363]  So understand sometimes, folks, when I'm not telling you something or doing something, it's because I have to follow other people's wishes, despite the fact I don't like it.
[03:36:32.363 --> 03:36:35.045]  But this time I was like, OK, I'm not going to pressure.
[03:36:35.045 --> 03:36:39.009]  I'm not going to tell people what's going on with Owen since that's his wish.
[03:36:39.009 --> 03:36:40.170]  And so and I get it.
[03:36:40.170 --> 03:36:41.151]  He's in their control.
[03:36:41.151 --> 03:36:42.993]  He's literally kidnapped by them.
[03:36:42.993 --> 03:36:44.074]  And I want to say this very slowly.
[03:36:45.179 --> 03:36:46.320]  Because I didn't tell the crew before.
[03:36:46.320 --> 03:36:48.822]  We showed it like five or six times months ago.
[03:36:48.822 --> 03:36:52.806]  But after the charging document, then they countered his response.
[03:36:52.806 --> 03:36:54.428]  I'm a journalist with Alex Jones.
[03:36:54.428 --> 03:36:55.128]  I host a show.
[03:36:55.128 --> 03:36:55.509]  I was there.
[03:36:55.509 --> 03:36:56.750]  I told people not to go in.
[03:36:56.750 --> 03:36:58.692]  Here's the body cam footage.
[03:36:58.692 --> 03:36:59.913]  They didn't give that to the judge.
[03:36:59.913 --> 03:37:01.755]  The judges believed them.
[03:37:01.755 --> 03:37:03.676]  And they said, Your Honor, he doesn't work there.
[03:37:03.676 --> 03:37:04.277]  He's a liar.
[03:37:04.277 --> 03:37:05.178]  We recommend charges.
[03:37:05.178 --> 03:37:05.878]  This is perjury.
[03:37:06.795 --> 03:37:08.516]  He's never been associated with Infowars.
[03:37:08.516 --> 03:37:09.456]  He's not a talk show host.
[03:37:09.456 --> 03:37:12.097]  Now, that's like saying the sun didn't come up this morning.
[03:37:12.097 --> 03:37:14.318]  As a listener, you're like really insulted by that.
[03:37:14.318 --> 03:37:21.981]  You're like, Ben Owens has been on the air years before he even worked here, and he's been on the air here seven years.
[03:37:21.981 --> 03:37:23.061]  You're like, that's ridiculous.
[03:37:23.061 --> 03:37:30.844]  It's like saying Roger Stalback wasn't with the Dallas Cowboys, or Terry Brideshaw wasn't with the Pittsburgh Steelers.
[03:37:34.560 --> 03:37:37.302]  But, but if you don't know football, you'd believe that.
[03:37:37.302 --> 03:37:46.128]  If you tell some woman that's into football, hey, uh, let me think, uh, just think of some other football player that's famous.
[03:37:46.128 --> 03:37:48.630]  Like, Pat Brady never played for the New England Patriots.
[03:37:48.630 --> 03:37:51.753]  And she'll be like, I don't know who Pat Brady is, but imagine a federal document.
[03:37:51.753 --> 03:37:56.916]  And, and, and Pat Brady, you know, there's some attack at a stadium ten years ago, hypothetical, and he's like, I wasn't part of it.
[03:37:56.916 --> 03:38:01.280]  I was on the field playing for the New England Patriots as quarterback when the bomb went off.
[03:38:02.130 --> 03:38:02.910]  And then the feds followed.
[03:38:02.910 --> 03:38:05.931]  No, Pat Brady was never a quarterback.
[03:38:05.931 --> 03:38:08.152]  And you're like, it's the New England Patriots.
[03:38:08.152 --> 03:38:08.952]  He was on the field.
[03:38:08.952 --> 03:38:12.154]  He won the Super Bowl.
[03:38:12.154 --> 03:38:17.716]  But you read that, the federal filing, you go, these people are beyond criminal.
[03:38:17.716 --> 03:38:21.637]  They know the truth, and they're literally lying to the world, and the judge knows it's a lie.
[03:38:23.530 --> 03:38:28.293]  So if you think I'm being screwed or Trump's being screwed, they want to screw all you the same way.
[03:38:28.293 --> 03:38:34.697]  And they've somehow gotten most of the judges and most of the feds to literally just go along with this.
[03:38:34.697 --> 03:38:48.966]  So I'm ranting here, but just imagine the nerve, the balls in multiple federal filings to say, Owen never worked here.
[03:38:48.966 --> 03:38:51.208]  He's perjuring himself, your honor.
[03:38:52.642 --> 03:38:55.064]  Hell, I'm surprised the judge didn't give him 10 years for perjury.
[03:38:55.064 --> 03:38:55.924]  You never worked there.
[03:38:55.924 --> 03:38:57.325]  Doesn't matter how much footage we got.
[03:38:57.325 --> 03:39:01.888]  Doesn't matter you all know he's been a host.
[03:39:01.888 --> 03:39:05.591]  Doesn't matter to them because they're there to murder truth.
[03:39:05.591 --> 03:39:07.973]  These are crazy people.
[03:39:07.973 --> 03:39:08.673]  Like, what?
[03:39:08.673 --> 03:39:10.494]  Imagine the feds following orders.
[03:39:10.494 --> 03:39:13.697]  You want to live in a country when you got kids?
[03:39:13.697 --> 03:39:15.078]  In a country like this?
[03:39:16.790 --> 03:39:26.775]  And then again, as I said, the charging document, the feds went and tattled like it was a secret and said, your honor, here's three examples in the date where he said the election was stolen.
