[00:00:00.970 --> 00:00:02.570]  150 billion for Ukraine.
[02:49:03.596 --> 02:49:08.799]  And they were able to free themselves of that stranglehold in East Germany.
[02:49:09.280 --> 02:49:10.941]  Harold, how did they do it?
[02:49:11.041 --> 02:49:12.562]  They formed these small groups.
[02:49:12.642 --> 02:49:22.948]  They would have a spokesman from the group go and meet with another group, but not everybody in the group knew who the other group was because they wanted to keep that compartmentalized, which was very, very smart.
[02:49:23.408 --> 02:49:28.932]  They set up fake events to expose the infiltrators within the group because we know how many of them are.
[02:49:28.992 --> 02:49:29.892]  They're un-American.
[02:49:29.932 --> 02:49:32.174]  The FBI and the CIA, very, very un-American.
[02:49:32.333 --> 02:49:34.873]  and will act against their own citizenry.
[02:49:34.873 --> 02:49:36.653]  So you have to expose them.
[02:49:36.653 --> 02:49:38.033]  And they're total nimrods anyway.
[02:49:38.033 --> 02:49:40.193]  I don't think that's gonna be that hard to do.
[02:49:40.193 --> 02:49:48.672]   And then what did these small groups then do to create the situation that they never talk about
[02:49:48.672 --> 02:49:49.913]  in ending East Germany?
[02:49:49.913 --> 02:49:52.433]  'Cause it was the power of the people.
[02:49:52.433 --> 02:49:56.552]   Yeah, they don't want people to know that they have power, right?
[02:49:56.552 --> 02:50:00.712]   So what started was when the groups, and again, I have to say,
[02:50:00.712 --> 02:50:03.473]  I wasn't there when that really went off.
[02:50:03.473 --> 02:50:07.113]   I was already out of the country, but I still had connections
[02:50:07.113 --> 02:50:09.753]  and we watched what was going on.
[02:50:09.634 --> 02:50:26.904]   So what started was that when they had enough groups in the city, they would just come together Monday evening, would like In some cities, you had several churches.
[02:50:26.924 --> 02:50:28.805]  They would just march around every church.
[02:50:28.845 --> 02:50:38.708]  You would have three or four or five of these marching around the church and scandalizing the slogan, We are the people.
[02:50:39.728 --> 02:50:40.788]  We are the people.
[02:50:41.309 --> 02:50:47.110]  We are the people over and over and over again for sometimes for two hours.
[02:50:49.816 --> 02:50:59.023]  And when the first of those events happened in several cities at the same time, this German Stasi was completely shocked.
[02:50:59.763 --> 02:51:07.309]  They had no idea that that was growing and that suddenly like an explosion came up.
[02:51:09.045 --> 02:51:25.138]  Then they tried to infiltrate again using the youth pastors, which were especially, many of the youth pastors were actually coming out of the government controlled universities, were actually heavily in favor of communism.
[02:51:25.278 --> 02:51:30.233]   I don't know how you can do that, combining the Bible with communism, but They were.
[02:51:30.813 --> 02:51:40.977]  And they always said, we have to be in agreement with the socialistic agenda here, because it is the right way for the people to do and things like that.
[02:51:41.597 --> 02:51:46.319]  So they tried to stop these kinds of events, but that was too late.
[02:51:46.899 --> 02:51:48.019]  At this time, it was too late.
[02:51:48.780 --> 02:52:06.567]   If you have already, let's say, in a 50,000 people city, 1,000, 1,200 people who would go to an event like this, Within weeks of these events, 5,000, 6,000, 7,000 people would march around the church.
[02:52:07.247 --> 02:52:15.487]   And at the end when that all imploded, so in late summer, early fall of 1989,
[02:52:15.487 --> 02:52:28.447]   there were 4,000 towns or cities, whatever the best name would be, in all over East Germany.
[02:52:28.447 --> 02:52:34.766]   So when you say 4,000 towns, this is probably even a small village with 500 people,
[02:52:34.766 --> 02:52:39.646]   where people would walk around the church and would have delight and say, "We are the people."
[02:52:40.625 --> 02:52:44.807]  And in late summer, early fall 1989, that turned into a different slogan.
[02:52:44.686 --> 02:52:54.387]   fall of 1989 that turned into a different slogan. We are one people. And that was actually
[02:52:54.387 --> 02:52:59.346]   the beginning of the end because that was the demand for unification of Germany.
[02:52:59.346 --> 02:53:09.346]  [BLANK_AUDIO]
[02:53:00.708 --> 02:53:07.870]  And the Communist Party had no tool to stop that other than a military event.
[02:53:08.630 --> 02:53:20.472]  And they actually ordered, there are books out there, you can buy them, unfortunately only in German, but you can get them if you are able to read or if you want to use a translator to translate this.
[02:53:22.574 --> 02:53:35.745]  Two parachute battalions were ordered to Leipzig, which was the center of the protests with the largest demonstrations around two churches.
[02:53:35.905 --> 02:53:39.909]  About 25,000 people every night would march around the churches there.
[02:53:40.850 --> 02:53:48.216]  And they were sent over there and it was planned to shoot down the protesters and disperse them.
[02:53:48.956 --> 02:53:52.698]  They had the order to do that from the political leadership.
[02:53:53.698 --> 02:54:01.542]  And the commander of the paratrooper troops declined to execute that command and sent his troops home.
[02:54:02.643 --> 02:54:03.383]  And that was the end.
[02:54:04.204 --> 02:54:10.167]  So there is a ton of power in the masses if they do it right.
[02:54:11.338 --> 02:54:23.746]  And you cannot, I always wonder about people who are sitting in, you know, presenting a video on Facebook, presenting their rifle and say, yeah, they should come, they should come, I will show them.
[02:54:24.107 --> 02:54:26.648]  Yeah, they will come for you, single guy, anytime.
[02:54:27.429 --> 02:54:31.331]  But consider that you have, let's say, what do you have?
[02:54:31.351 --> 02:54:35.134]  80 million voters for President Trump last election, which was faked.
[02:54:36.134 --> 02:54:36.515]  Right?
[02:54:36.595 --> 02:54:36.835]  Right.
[02:54:37.635 --> 02:54:44.301]   So let's say half of them are not able to do anything for, you know, health reasons.
[02:54:45.181 --> 02:54:45.882]  They just can't.
[02:54:46.542 --> 02:54:48.283]  We still have 40 million, right?
[02:54:48.844 --> 02:54:59.371]  Now, out of this 40 million, whatever, half of them can't do anything, but they may be able to support a movement, right?
[02:55:00.192 --> 02:55:11.782]   So the other 20 million can be, they can go out, they can camp in front of a Capitol with 25 30,000 people surrounding the capital of Colombo.
[02:55:13.282 --> 02:55:13.523]  Right.
[02:55:14.303 --> 02:55:15.123]  And here's the thing.
[02:55:15.263 --> 02:55:18.165]  If you had 10 people marching around the churches, right?
[02:55:18.965 --> 02:55:21.247]  Wouldn't you be then wanting to go be part of that?
[02:55:21.267 --> 02:55:26.869]  I mean, look what just happened with what happened in Kentucky with the youth.
[02:55:27.050 --> 02:55:28.430]  You would want to be part of that.
[02:55:28.470 --> 02:55:29.911]  That's very exciting to be part of it.
[02:55:29.971 --> 02:55:30.691]  And here's the deal.
[02:55:31.172 --> 02:55:37.095]  When we went to the capital, they used our anger as a nation, the majority of us, against us.
[02:55:37.595 --> 02:55:47.489]  You guys were going to the churches and this was not something where they could use the anger against you because you were just literally walking around the church.
[02:55:47.589 --> 02:55:50.473]  The people were walking around the churches saying, we are the people.
[02:55:50.753 --> 02:55:51.955]  There's nothing angry about.
[02:55:51.975 --> 02:55:53.497]  They can't use it to their advantage.
[02:55:54.415 --> 02:55:54.636]  Right.
[02:55:54.796 --> 02:56:07.313]  And I think if you go ahead and let's say you have 20,000 people who can camp out around the Capitol, just don't go there on Sunday or Saturday.
[02:56:07.413 --> 02:56:09.897]  They don't care about what you do on a Saturday or Sunday.
[02:56:10.669 --> 02:56:15.030]  Make it for them impossible to go further on with their agenda.
[02:56:15.170 --> 02:56:16.931]  And that means they cannot work.
[02:56:16.951 --> 02:56:18.952]  They cannot do what they want to do.
[02:56:19.572 --> 02:56:22.973]  And the other 20 million people can support those who can do that.
[02:56:23.513 --> 02:56:23.753]  Right?
[02:56:24.433 --> 02:56:25.133]  That should work.
[02:56:25.634 --> 02:56:27.074]  But we have to get them together.
[02:56:27.454 --> 02:56:31.495]  We have to throw away all these conceptions we have.
[02:56:31.635 --> 02:56:37.424]   Oh, yeah, this guy is a I don't know, it's a Lutheran, and this guy is a Catholic, and this guy is that.
[02:56:37.544 --> 02:56:38.705]  No, I can't do with them.
[02:56:39.325 --> 02:56:41.986]  Oh, he wants to have flat tax.
[02:56:42.046 --> 02:56:43.447]  No, I can't work with these guys.
[02:56:43.527 --> 02:56:45.587]  No, and this guy don't want this.
[02:56:46.688 --> 02:56:47.608]  Throw that away.
[02:56:47.648 --> 02:56:59.152]  There is one single goal, for my opinion, one single goal the United States should have, and that is get the United States on the basis of the Constitution again.
[02:56:59.812 --> 02:57:01.273]  Throw out the banksters.
[02:57:02.173 --> 02:57:04.175]  Get rid of the Federal Reserve.
[02:57:04.195 --> 02:57:05.557]  Get rid of the IRS.
[02:57:07.138 --> 02:57:10.622]  If you throw out the banksters, this country will survive.
[02:57:10.862 --> 02:57:12.324]  But if you don't, you won't.
[02:57:16.562 --> 02:57:16.802]  Right?
[02:57:16.882 --> 02:57:19.804]  We've got to stop looking for a leader to do it, to guide us.
[02:57:19.844 --> 02:57:20.785]  There's no leader.
[02:57:20.805 --> 02:57:23.286]  In the small groups, they didn't have a leader.
[02:57:23.346 --> 02:57:24.867]  They just had the will to do it.
[02:57:25.167 --> 02:57:26.648]  We only have a couple of seconds left.
[02:57:27.029 --> 02:57:30.090]  Harold Zeger, the book is Freedom's Nightmare.
[02:57:30.110 --> 02:57:34.773]  You can get it on Amazon, bookstores like Barnes & Noble, or you can email him and get a signed copy.
[02:57:34.813 --> 02:57:35.594]  What's the email address?
[02:57:35.654 --> 02:57:36.094]  Real fast.
[02:57:37.655 --> 02:57:42.038]  H-Zeger, Z-I-E-G-E-R, at protonmail.com.
[02:57:43.362 --> 02:57:44.223]  You gotta get this book.
[02:57:44.363 --> 02:57:44.984]  I'm not joking.
[02:57:45.104 --> 02:57:54.132]  This is an important book because there's so many details that can help us as a populace right now gain the will and strength to go on a quest for our own liberty, which is what we need to do.
[02:57:54.412 --> 02:57:56.434]  I'm Kate Daly, your guest host for Alex Jones.
[02:57:56.894 --> 02:57:58.296]  Thank you so much for tuning in.
[02:57:58.856 --> 02:58:00.017]  This has been an important hour.
[02:58:00.297 --> 02:58:01.297]  Thank you.
[02:58:01.297 --> 02:58:15.297]  Thank you.
[02:58:15.751 --> 02:58:20.817]  And we fund our operation with viewers and listeners' support while selling you great products at the same time.
[02:58:21.197 --> 02:58:25.582]  So I want to thank all the viewers and listeners who have supported us over the years by spreading the word.
[02:58:26.203 --> 02:58:27.264]  I'm praying for the broadcast.
[02:58:27.324 --> 02:58:28.025]  I'm buying product.
[02:58:28.305 --> 02:58:45.061]  But I really want to encourage those of you that have been on the fence, that have never actually gone to Infowarshore.com to go there and get the great books and films and supplements and survival gear that's there that won't just empower you and enrich your life, but again will keep this broadcast transmitting.
