[00:00:00.229 --> 00:00:01.190]  Ukraine's losing.
[02:56:05.453 --> 02:56:06.253]  They're getting Christ-pilled.
[02:56:06.273 --> 02:56:06.913]  They're getting God-pilled.
[02:56:06.953 --> 02:56:08.153]  They're like, well, that's in the Bible?
[02:56:08.533 --> 02:56:09.174]  Yeah, man.
[02:56:09.634 --> 02:56:10.374]  It is, dude.
[02:56:10.614 --> 02:56:15.335]  And we've been trying to warn people for decades, but maybe now you're awake because you want your evidence?
[02:56:16.856 --> 02:56:18.436]  You want to see to believe?
[02:56:18.916 --> 02:56:28.119]  Go read Romans chapter 1, and then go relive, okay, Pride Month 2023, and come back and tell me that God doesn't exist and is not speaking through the Word of God.
[02:56:28.459 --> 02:56:28.739]  All right?
[02:56:29.798 --> 02:56:30.399]  Well, there you go.
[02:56:31.299 --> 02:56:31.900]  There you go.
[02:56:33.661 --> 02:56:38.265]  So pedophile month gets amplified to the next level, right?
[02:56:38.926 --> 02:56:43.009]  Pedophile month gets amplified to the next level in 2023.
[02:56:44.010 --> 02:56:48.354]  And then you got this movie Sound of Freedom that's going to drop that they've been trying to suppress for years.
[02:56:49.034 --> 02:56:50.516]  I just think the timing is interesting.
[02:56:50.556 --> 02:56:52.738]  These sequence of events, right?
[02:56:53.478 --> 02:56:55.460]  See this rise in pedophilia and grooming.
[02:56:56.127 --> 02:57:00.689]  These homosexuals trying to normalize it, add that P to the LGBTQ, whatever, right?
[02:57:00.709 --> 02:57:04.951]  And then the sound of freedom drops, July 4th, Patriot Month.
[02:57:06.371 --> 02:57:08.792]  And the sequence of events is astounding.
[02:57:08.832 --> 02:57:13.674]  It's truly astounding to see the normalization of pedophilia has gone into overdrive, you guys.
[02:57:13.714 --> 02:57:14.574]  It truly has.
[02:57:15.215 --> 02:57:18.316]  Like, this stuff is accelerating, and it's accelerating fast.
[02:57:18.656 --> 02:57:21.077]  Because you could tell by the way that they respond to it.
[02:57:21.843 --> 02:57:25.406]  They're trying to normalize pedophilia at these groomer rallies, these groomer marches.
[02:57:25.786 --> 02:57:30.349]  In the United States of America, the homosexuals just walking around naked with their penises hanging out in front of children.
[02:57:30.690 --> 02:57:31.050]  Alright?
[02:57:31.070 --> 02:57:32.211]  That's what it is, man.
[02:57:32.551 --> 02:57:38.596]  You got- Oh, and by the way, Tim Cass, when they covered also in New York, you got all the homosexuals running around saying, We're here!
[02:57:38.656 --> 02:57:39.116]  We're queer!
[02:57:39.156 --> 02:57:40.397]  We're coming for your children!
[02:57:40.577 --> 02:57:40.997]  We're here!
[02:57:41.178 --> 02:57:41.658]  We're queer!
[02:57:41.798 --> 02:57:42.999]  We're coming for your children!
[02:57:43.219 --> 02:57:44.240]  Just out in the open.
[02:57:45.788 --> 02:57:54.595]  And then in California, they literally legislated that if you don't, if you don't accept your child's self-identifying pronouns, then we will take your child.
[02:57:54.635 --> 02:57:55.576]  That's child abuse.
[02:57:55.796 --> 02:57:56.917]  This is accelerating.
[02:57:57.398 --> 02:57:59.960]  In the month of June, this is just, just stay with me, all right?
[02:58:00.240 --> 02:58:00.680]  Stay with me.
[02:58:01.341 --> 02:58:03.042]  Sequence, sequence, sequence.
[02:58:04.003 --> 02:58:06.085]  Then I find it interesting that Sound of Freedom drops.
[02:58:07.246 --> 02:58:07.927]  Damn, man.
[02:58:08.087 --> 02:58:08.347]  Wow.
[02:58:09.741 --> 02:58:17.226]  You see Rolling Stone, you see The Guardian, you see that news publication Jezebel, they're all calling it QAnon adjacent.
[02:58:18.107 --> 02:58:23.650]  They're calling it like a, you know, just a total conspiracy.
[02:58:24.111 --> 02:58:25.332]  None of it has any validity.
[02:58:26.332 --> 02:58:28.013]  It's all tied to QAnon.
[02:58:28.033 --> 02:58:30.195]  They try to discredit Jim Caviezel.
[02:58:30.993 --> 02:58:33.474]  They try to discredit the producers, the directors.
[02:58:34.054 --> 02:58:46.997]  They try to discredit the actual guy that the movie's made about that does this, that has been doing this for decades, fighting against child sex trafficking, exposing pedophile rings, elites, low-level people.
[02:58:47.298 --> 02:58:50.118]  But why does it always end up being the elites involved with pedophilia?
[02:58:50.138 --> 02:58:50.738]  You want to know why?
[02:58:51.239 --> 02:58:53.319]  Because they're the ones that could truly afford this kind of stuff.
[02:58:54.019 --> 02:58:54.960]  There's a reason for that.
[02:58:55.440 --> 02:58:57.120]  It's not cheap, alright?
[02:58:57.460 --> 02:58:58.721]  Child sex trafficking is not cheap.
[02:59:00.393 --> 02:59:04.676]  To just go purchase an 8-year-old boy and sodomize the hell out of him for however long you want.
[02:59:05.496 --> 02:59:07.197]  This is not cheap stuff, you guys.
[02:59:07.217 --> 02:59:11.740]  This is a multi-billion dollar, daily, multi-billion dollar industry.
[02:59:12.240 --> 02:59:12.600]  Alright?
[02:59:12.920 --> 02:59:23.947]  So there's a reason why the elites are more typically involved with this kind of stuff because they can fork up the cash like it's nothing, baby, and they also can fork up the cash to make it all go away if they need to.
[02:59:25.087 --> 02:59:26.088]  Blackmail whoever they need to.
[02:59:26.328 --> 02:59:28.749]  Anyways, the response has been astounding.
[02:59:28.769 --> 02:59:29.610]  It truly has been.
[02:59:30.689 --> 02:59:34.532]  You see the pedophile occult media try to discredit all these news publications.
[02:59:34.592 --> 02:59:37.614]  It's QAnon, QAnon adjacent, QAnon conspiracy.
[02:59:38.054 --> 02:59:39.115]  Did you guys see that guy?
[02:59:39.135 --> 02:59:42.397]  I think it was Mike Rothschild of all last names.
[02:59:43.538 --> 02:59:45.940]  Mike Rothschild on CNN.
[02:59:46.660 --> 02:59:55.587]  He literally said that the Sound of Freedom movie, okay, it's made these kind of movies are made off of bogus statistics.
[02:59:56.773 --> 02:59:57.833]  Moral panics?
[02:59:57.873 --> 02:59:58.794]  What's a moral panic?
[02:59:58.974 --> 03:00:05.816]  Shouldn't we be morally panicked to want to do something to save children that are being child sex trafficked?
[03:00:06.096 --> 03:00:08.736]  That absolutely warrants a moral panic!
[03:00:08.896 --> 03:00:10.357]  We should all be doing something!
[03:00:10.657 --> 03:00:10.977]  Alert!
[03:00:12.517 --> 03:00:13.117]  Society!
[03:00:13.358 --> 03:00:14.158]  Civilization!
[03:00:14.398 --> 03:00:15.758]  The babies are being targeted!
[03:00:15.958 --> 03:00:17.199]  The babies are being raped!
[03:00:17.419 --> 03:00:18.959]  The babies are being sex trafficked!
[03:00:19.219 --> 03:00:19.539]  Alert!
[03:00:19.799 --> 03:00:20.139]  Alert!
[03:00:20.379 --> 03:00:21.320]  State emergency!
[03:00:21.560 --> 03:00:23.301]   We must Do something!
[03:00:23.481 --> 03:00:24.422]  Who are the perpetrators?
[03:00:24.582 --> 03:00:25.303]  Who are the criminals?
[03:00:25.483 --> 03:00:26.384]  Who needs to go down?
[03:00:26.564 --> 03:00:29.688]  Who needs to be legally and lawfully executed according to the laws of the land?
[03:00:29.908 --> 03:00:30.148]  Who?
[03:00:31.189 --> 03:00:32.431]  Who is doing this to the babies?
[03:00:33.812 --> 03:00:40.019]  Oh, but a moral panic is a bad thing, according to the CNN talking head, Mike Rothschild, of all people.
[03:00:40.699 --> 03:00:41.080]  Wild.
[03:00:43.758 --> 03:00:44.498]  Oh yeah, there he is.
[03:00:44.798 --> 03:00:46.219]  Mike Roth, of all people.
[03:00:46.619 --> 03:00:51.320]  You got a Rothschild telling you that Sound of Freedom is based off of bogus statistics.
[03:00:51.360 --> 03:00:53.301]  Yeah, I'll believe that, sure.
[03:00:53.861 --> 03:00:56.362]  Sure, I'll believe a Rothschild any day of the week!
[03:00:57.902 --> 03:00:59.583]  Any day of the week, just tell me, Daddy.
[03:00:59.843 --> 03:01:00.963]  Tell me, Daddy Rothschild.
[03:01:01.003 --> 03:01:01.563]  Tell me, Daddy.
[03:01:01.583 --> 03:01:02.684]  What do you want me to believe today?
[03:01:03.404 --> 03:01:04.784]  Oh, Daddy, just dictate me.
[03:01:04.864 --> 03:01:06.285]  Daddy, dictate me, baby.
[03:01:06.365 --> 03:01:07.645]  I just want to be dictated.
[03:01:08.286 --> 03:01:09.646]  Propagate my mind, Daddy.
[03:01:11.138 --> 03:01:11.498]  Wild.
[03:01:11.538 --> 03:01:11.678]  Yeah.
[03:01:11.718 --> 03:01:20.623]  He said it's based off of moral panic, bogus statistics, and fear and fear.
[03:01:21.243 --> 03:01:23.124]  You know, it's just, it's so wild.
[03:01:23.184 --> 03:01:31.728]  Like all of the things that warrant, you know, to mobilize us into action, to put a stop to something should not be Republican.
[03:01:31.748 --> 03:01:32.948]  This should not be Democrat.
[03:01:32.988 --> 03:01:36.230]  This should not be political outside of the sphere.
[03:01:37.276 --> 03:01:40.337]  Of only legislating to put a stop to this damn stuff.
[03:01:40.377 --> 03:01:44.939]  Like, there should be death penalties for all pedophiles, child sex traffickers, all this stuff, dude.
[03:01:45.259 --> 03:01:46.119]  I'm totally for that.
[03:01:46.340 --> 03:01:49.121]  That's how you send a message to society that you are not going to touch children.
[03:01:49.341 --> 03:01:51.121]  You are not going to sex traffic children.
[03:01:51.301 --> 03:01:52.602]  You are not going to rape children.
[03:01:52.862 --> 03:01:54.022]  If you do, you die.
[03:01:54.183 --> 03:01:55.343]  If you do, torture!
[03:01:55.523 --> 03:01:55.943]  Torture!
[03:01:57.324 --> 03:01:57.724]  Torture!
[03:01:58.686 --> 03:02:00.611]  Because that's what they're doing to the kids!
[03:02:01.232 --> 03:02:02.556]  They're torturing the kids!
[03:02:03.137 --> 03:02:04.901]  They're torturing them psychologically!
[03:02:05.102 --> 03:02:06.545]  They're torturing them physically!
[03:02:06.726 --> 03:02:08.269]  They're torturing them sexually!
[03:02:09.509 --> 03:02:10.650]  Eye for an eye, baby!
[03:02:10.990 --> 03:02:12.131]  You wanna torture kids?
[03:02:12.291 --> 03:02:13.452]  Well then you're gonna get it too!
[03:02:13.692 --> 03:02:15.374]  That's how we should be in society!
[03:02:15.714 --> 03:02:22.959]  That's how you send a message to society, to criminals, and pedophiles, and child sex traffickers, that this will be your fate!
[03:02:23.380 --> 03:02:24.420]  This will be your fate!
[03:02:24.661 --> 03:02:27.343]  If you go after the innocent children, this will be your fate!
[03:02:27.603 --> 03:02:30.265]  If you decide to go down that path, this will be your fate!
[03:02:30.525 --> 03:02:32.186]  If you decide to disobey!
[03:02:34.088 --> 03:02:40.462]   But, we live in a cucked out society where You know, you'll see conservatives get all triggered based off of what I said.
[03:02:40.602 --> 03:02:41.462]  Oh, really?
[03:02:42.283 --> 03:02:42.963]  What, really?
[03:02:43.043 --> 03:02:44.164]  Yeah, really, baby!
[03:02:44.244 --> 03:02:44.604]  Yes!
[03:02:45.104 --> 03:02:45.504]  Really!
[03:02:45.624 --> 03:02:46.424]  Yes, really!
[03:02:47.365 --> 03:02:48.665]  Because this stuff is real!
[03:02:49.826 --> 03:02:54.868]  But I just find how the occult, satanic, pedophile media is running cover.
[03:02:55.996 --> 03:02:57.959]  Trying to act like this stuff don't exist.
[03:02:58.440 --> 03:03:02.786]  We've been seeing this develop the last couple days, and then there's more of the sequence.
[03:03:03.166 --> 03:03:04.808]  I'll tell you about that when we come back from the break.
[03:03:04.949 --> 03:03:05.890]  Do not go anywhere.
[03:03:05.950 --> 03:03:06.731]  Blast all the links.
[03:03:06.791 --> 03:03:07.212]  Do it now.
[03:03:07.272 --> 03:03:07.873]  We'll be right back.
[03:03:07.893 --> 03:03:09.815]  Alright guys, you are now...
[03:03:10.689 --> 03:03:12.851]  Watching the fourth hour of the Alex Jones Show.
[03:03:12.931 --> 03:03:14.672]  I am your guest host, Drew Hernandez.
[03:03:14.692 --> 03:03:15.993]  I want to thank you guys for tuning in.
[03:03:16.073 --> 03:03:18.735]  MFA Warriors Worldwide, do me a huge favor.
[03:03:18.755 --> 03:03:20.796]  Go subscribe to my channel on Rumble.
[03:03:21.236 --> 03:03:23.998]  Just go to Rumble.com backslash Drew Hernandez.
[03:03:24.498 --> 03:03:26.540]  Or follow me on Twitter at DrewHLive.
[03:03:26.580 --> 03:03:27.541]  Get our Truth Social.
[03:03:27.601 --> 03:03:28.261]  It's all the same.
[03:03:28.321 --> 03:03:29.442]  Click the link in my bio.
[03:03:29.462 --> 03:03:30.823]  You can find all the transmissions.
[03:03:31.443 --> 03:03:34.644]  I love to go live every single night, Monday through Friday at 7 p.m.
[03:03:34.684 --> 03:03:35.624]  Pacific, 10 p.m.
[03:03:35.744 --> 03:03:36.144]  Eastern.
[03:03:36.724 --> 03:03:38.304]  Drew Hernandez live on Rumble.
[03:03:38.825 --> 03:03:39.805]  Thank you guys for the support.
[03:03:39.825 --> 03:03:42.825]  And like I always say, go support InfoWarStory.com.
[03:03:43.245 --> 03:03:44.026]  Go get a product.
[03:03:44.046 --> 03:03:45.066]  Go get your brain force.
[03:03:45.186 --> 03:03:47.566]  Go get a product that is fit for you.
[03:03:47.626 --> 03:03:48.626]  Or just go get a t-shirt!
[03:03:49.107 --> 03:03:50.227]  Support the broadcast, guys.
[03:03:50.267 --> 03:03:51.427]  We love every single one of you guys.
[03:03:51.467 --> 03:03:52.867]  This is how you support free speech.
