[00:00:00.089 --> 00:00:00.789]  We need your prayers.
[02:58:00.554 --> 02:58:07.539]  The other thing we've been doing, I've got a post here that I put up on Instagram, Facebook and Twitter, is I've been taking the mickey out of them.
[02:58:07.579 --> 02:58:08.580]  I've been ridiculing them.
[02:58:09.061 --> 02:58:17.387]  For example, there's a post I put up yesterday about a plexiglass screen between a cashier and a supermarket checkout.
[02:58:18.854 --> 02:58:24.278]  Dear Plexiglas, thank you for protecting me from the cashier who just touched every single item I'll be taking home with me.
[02:58:24.918 --> 02:58:28.701]  So, you know, this period in history will be known as the dumb ages.
[02:58:29.001 --> 02:58:30.322]  We've got to ridicule these things.
[02:58:30.402 --> 02:58:32.944]  When we get to ridiculing, ridiculing the World Economic Forum.
[02:58:33.404 --> 02:58:36.226]  You know, recently we saw there are so many good news stories.
[02:58:36.726 --> 02:58:39.228]  Recently we saw streets burning in Paris.
[02:58:39.898 --> 02:58:40.959]  Where were they protesting?
[02:58:41.019 --> 02:58:43.402]  They were protesting at the front of Blackrock offices.
[02:58:43.722 --> 02:58:44.863]  The people are waking up.
[02:58:45.284 --> 02:58:52.831]  We saw on The Weeknd, the only Australian national daily paper we have is The Weeknd Australian.
[02:58:52.851 --> 02:58:59.158]  The front page headline across the whole of the paper was about the Covid scam.
[02:59:00.799 --> 02:59:12.312]  Dr Cadillac, a former Assistant Secretary for Preparedness and Response at the US Department of Health, admitted gain of function, which has been illegal, was funded by the United States in Wuhan.
[02:59:12.693 --> 02:59:16.477]  He said, quote, we think vaccine research resulted in the pandemic.
[02:59:16.537 --> 02:59:19.260]  It's not a pandemic, but anyway, that's what he said, the pandemic.
[02:59:19.520 --> 02:59:21.723]  That vaccine research was the proximate cause.
[02:59:22.685 --> 02:59:25.647]  The huge resources used to suppress the truth have been overcome.
[02:59:25.687 --> 02:59:30.849]  We've got the members of the administration now outing people like Fauci, who's a genocidal maniac, in my opinion.
[02:59:31.930 --> 02:59:34.111]  We've got Davos being ridiculed last January.
[02:59:34.131 --> 02:59:36.612]  We've got the World Economic Forum naming one nation.
[02:59:36.652 --> 02:59:41.175]  We've got the World Health Organization's international health regulations being outed.
[02:59:41.254 --> 02:59:43.534]  We have protests at Blackrock.
[02:59:43.534 --> 02:59:46.134]  We have Ivermectin now approved again.
[02:59:46.134 --> 02:59:48.093]  Bit by bit, they are starting to come out.
[02:59:48.093 --> 02:59:51.574]  We have a network of members of Parliament globally.
[02:59:51.574 --> 02:59:56.173]   Bridgen in the UK, Christine Anderson and others in the European Union,
[02:59:56.173 --> 03:00:00.933]   Ron Johnson in the United States, you have RFK Junior,
[03:00:00.933 --> 03:00:03.174]  you have Rand Paul.
[03:00:03.334 --> 03:00:06.857]  We've got some fabulous people around the world and they're starting to connect.
[03:00:07.098 --> 03:00:20.270]  We've introduced ourselves to each other and so what we need to do also is for the people to jump on and speak up, share what we do and if you haven't seen my videos, go and watch some of them and please share them.
[03:00:20.390 --> 03:00:21.351]  We've got to spread the news.
[03:00:21.691 --> 03:00:25.954]   But there are so many people now who are waking up, Maria, who understand what we're talking about.
[03:00:26.034 --> 03:00:35.060]  We need people who've done their own research to share that research with their friends, their colleagues, their workmates, their church group, their social group.
[03:00:36.221 --> 03:00:38.702]  Then we need to celebrate people like Dr Philip Altman.
[03:00:38.963 --> 03:00:55.170]   Philip Altman was working for Big Pharma for 40 years and working with the TGA, our equivalent of the Therapeutic Goods Administration in this country, And we needed support for a doctor who was getting an application for ivermectin and other drugs to be used against COVID.
[03:00:55.711 --> 03:00:56.934]  And Philip got involved.
[03:01:00.282 --> 03:01:01.943]  I think we've just lost Senator Roberts again.
[03:01:01.983 --> 03:01:03.863]  The connection's a bit unstable.
[03:01:03.903 --> 03:01:05.684]  We are on the other side of the world.
[03:01:06.204 --> 03:01:07.785]  He's talking about Dr Philip Altman.
[03:01:07.805 --> 03:01:13.527]  If you watch our last week's broadcast on Zero Time, we're talking about retribution for COVID crimes.
[03:01:13.547 --> 03:01:24.310]  We've got a major lawsuit that's been lodged here in Australia, focusing on the fact that the regulator did not declare to people that this was genetically, a genetically modified organism.
[03:01:24.691 --> 03:01:30.173]   And we actually interviewed Dr Altman as well, who gives a very, very stark warning We're back with Senator Roberts.
[03:01:30.213 --> 03:01:31.114]  Please go on, Senator.
[03:01:31.994 --> 03:01:37.098]  So we've got ivermectin now being approved, being re-approved in this country.
[03:01:37.458 --> 03:01:44.303]  We've got, under my questioning of Senate estimates, we've got the head of the Therapeutic Goods Administration admitting to me that they did no testing.
[03:01:44.563 --> 03:01:55.190]  But then he said, oh, but that's OK, because what we did was relied upon the Food and Drug Administration in America, because they have a budget of $8 billion a year and 15,000 employees, which we haven't got in this country.
[03:01:56.141 --> 03:01:58.924]  The Food and Drug Administration admitted it didn't do any testing either.
[03:01:58.944 --> 03:01:59.785]  It relied on Pfizer.
[03:01:59.965 --> 03:02:01.447]  But this is starting to come out now.
[03:02:01.507 --> 03:02:02.908]  We've got Scarrett resigned.
[03:02:03.249 --> 03:02:05.611]  We've got the head of the Health Department resigned.
[03:02:05.651 --> 03:02:08.134]  We've got the Health Minister resigned last year.
[03:02:09.918 --> 03:02:16.165]  We've now got the Liberal National Party starting to want to see the contract, and they're comfortable with exposing the contract.
[03:02:16.185 --> 03:02:19.089]  When government fires a contract, in government they wouldn't do it.
[03:02:19.509 --> 03:02:26.217]  So there's so many things that are happening, and agencies are getting nervous, as some of us are putting pressure on them.
[03:02:26.597 --> 03:02:28.458]  And the people are putting pressure on them as well.
[03:02:28.498 --> 03:02:34.002]  So what we can see is it's very, very important to get behind politicians who are telling the truth and speaking up.
[03:02:34.362 --> 03:02:38.245]  It's very, very important to stop paying for the mouthpiece media, the Big Brother media.
[03:02:38.565 --> 03:02:44.169]  They're owned by the same people that control your government in the United States, New Zealand, Canada, Britain, Australia.
[03:02:45.457 --> 03:02:46.318]  It's a control media.
[03:02:46.378 --> 03:02:56.964]  Go to people like Infowars, go to people like Maria Z. These things, the private, independent, truth-seeking, freedom-loving, people's media, that's what I call it.
[03:02:57.444 --> 03:02:58.705]  And that's what we've got to do.
[03:02:58.805 --> 03:03:11.588]   Start, you know, Speaking up at school meetings as well, because principals have had the power to run schools removed and they're now controlled by the bureaucrats who have been infiltrated by the United Nations.
[03:03:12.069 --> 03:03:21.675]  Parents getting involved at P&C meetings and school meetings can really do a lot of beneficial work in restoring control back to the parents of schools.
[03:03:21.975 --> 03:03:27.719]  If we can get schools back in the hands of parents and principals, then we're a big way down the solutions.
[03:03:29.938 --> 03:03:34.239]  Well, everything that you're mentioning really depends on people taking action, Senator Roberts.
[03:03:34.599 --> 03:03:44.881]  Again, even when it comes to sort of getting politicians to speak up about the right things, as you have been, it really just is demand from the people.
[03:03:45.001 --> 03:03:51.743]  I know for a fact if I contact you about something and I feel it's really pressing, you and your team will respond.
[03:03:52.723 --> 03:04:06.073]   But this is the pressure that people need to keep applying To see the results that they want while we still have a functioning political system, albeit, you know, not the best currently, but we need to be doing that.
[03:04:06.413 --> 03:04:14.803]   So people need to continue to be involved, continue to care about We've got 30 seconds left, Senator Roberts.
[03:04:14.823 --> 03:04:26.467]  So what I really just want to do is for everyone watching this today, you can find more information on One Nation and everything that Senator Roberts is doing on MalcolmRobertsQLD.com.au.
[03:04:26.487 --> 03:04:29.548]  He's on social media, Instagram, Senator Malcolm Roberts.
[03:04:30.369 --> 03:04:32.249]  We are so grateful for your time today.
[03:04:32.329 --> 03:04:34.050]  We're grateful for everything that you've done.
[03:04:34.130 --> 03:04:40.152]  And I just hope, hope, hope that every single politician around the world looks to the example that you're setting.
[03:04:40.192 --> 03:04:42.033]  We are just very grateful for you.
[03:04:43.246 --> 03:04:46.287]   Thank you, you're welcome Maria, and keep doing what you're doing.
[03:04:46.287 --> 03:05:08.765]   You know, I don't compare myself to a gladiator, but the last time...
[03:05:08.765 --> 03:05:15.424]   *thanks for watching* One of the greatest talk show hosts in American history came on the broadcast.
[03:05:17.044 --> 03:05:21.186]  He compared me to a gladiator, and I was very, very honored.
[03:05:21.826 --> 03:05:25.928]  Well, Alex, you're the gladiator, and you keep on pounding the opposition there.
[03:05:25.948 --> 03:05:26.328]  I love it.
[03:05:26.348 --> 03:05:27.348]  How do you keep doing it?
[03:05:27.388 --> 03:05:28.069]  What are you taking?
[03:05:28.609 --> 03:05:33.311]  I really am in the arena, and I'm all the way in the arena, and I realize it's that animating contest.
[03:05:33.331 --> 03:05:36.992]  So when it comes to battling the globalists, I'm not trying to entertain you.
