[00:00:03.253 --> 00:00:05.115]  We're live!
[03:51:48.893 --> 03:51:50.154]  What else is on your radar screen?
[03:51:50.154 --> 03:51:52.396]  Because I've kind of been guiding this discussion.
[03:51:52.396 --> 03:51:53.437]  It's been very thought-provoking.
[03:51:55.308 --> 03:51:56.449]  Oh, that's about it, man.
[03:51:56.449 --> 03:51:59.192]  I mean, we're just like, what's on my radar screen?
[03:51:59.192 --> 03:52:05.137]  I just do live streams every day on Unauthorized.tv or Rumble or Odyssey or any of those places.
[03:52:05.137 --> 03:52:17.288]  I'm still not a lot on YouTube or anything, but I feel like they are kind of loosening up a little bit on the ability to speak on some of these platforms, like Twitter let me back on and a few other places.
[03:52:17.288 --> 03:52:21.171]  And so I'm just looking for stuff to get interested in, you know, like I'm looking to
[03:52:21.952 --> 03:52:26.859]  I encourage my kids to play music and what I'm teaching them.
[03:52:26.859 --> 03:52:30.344]  I'm recording another hour special over Labor Day in Missouri.
[03:52:30.344 --> 03:52:35.010]  We crowdfunded some land in Missouri, so we're going to have a massive event there.
[03:52:35.010 --> 03:52:36.352]  BeretariaTimes.events.
[03:52:37.153 --> 03:52:45.118]  And so I'm going to record another special and just really focus on what I do well, which is just comedy and community building.
[03:52:45.118 --> 03:52:49.821]  And, you know, I'm getting a little better at farming, but, you know, I'm trying to get in shape.
[03:52:49.821 --> 03:52:54.364]  I got a little fat from my wife was pregnant for seven straight years.
[03:52:54.364 --> 03:52:56.986]  So I just kept like snacking.
[03:52:56.986 --> 03:52:59.768]  And so I'm down like 35 pounds, which is pretty cool.
[03:52:59.768 --> 03:53:01.789]  So I'm just trying to focus on that.
[03:53:01.789 --> 03:53:02.589]  That's awesome, brother.
[03:53:02.589 --> 03:53:03.250]  You're looking good.
[03:53:03.250 --> 03:53:04.671]  So let me raise this point in closing.
[03:53:07.199 --> 03:53:15.727]  What do you think the average person should do just individually that will help turn this thing around?
[03:53:15.727 --> 03:53:16.488]  Plant a garden?
[03:53:16.488 --> 03:53:18.050]  Pray to God?
[03:53:18.050 --> 03:53:20.252]  Get back to what's common sense?
[03:53:20.252 --> 03:53:21.313]  What would you advise folks to do?
[03:53:22.025 --> 03:53:22.926]  That's a great question.
[03:53:22.926 --> 03:53:26.048]  I think a lot of it is to avoid victim consciousness.
[03:53:26.048 --> 03:53:27.630]  So you're a victor, not a victim.
[03:53:27.630 --> 03:53:33.595]  And everything that quote unquote is being done to you right now is an opportunity.
[03:53:33.595 --> 03:53:44.043]  So because, you know, I've had a lot of things that I was a little resentful for over the years, like being, you know, kicked out of my profession in Hollywood and a lot of betrayals and all that.
[03:53:44.784 --> 03:53:48.728]  And looking back with some hindsight, it freed me up in a lot of ways.
[03:53:48.728 --> 03:53:52.052]  Like, I would have been on the road all the time.
[03:53:52.052 --> 03:53:57.518]  You know, you can make a good living doing it yourself, just directly doing comedy for the people that want to hear it.
[03:53:57.518 --> 03:53:59.019]  You wouldn't be breeding like rabbits.
[03:53:59.019 --> 03:54:00.261]  You wouldn't have half those kids.
[03:54:00.261 --> 03:54:05.907]  You're like, instead of more money and a bunch of bars late at night and cigarette smoke, I've got all these great kids.
[03:54:05.907 --> 03:54:06.547]  This is awesome.
[03:54:07.301 --> 03:54:09.644]  Yeah, I would have missed all those ovulation cycles.
[03:54:09.644 --> 03:54:11.466]  Exactly.
[03:54:11.466 --> 03:54:17.594]  And so, yeah, I think that that's what I... Because I don't know the exact answer, and you don't have to be a farmer.
[03:54:17.594 --> 03:54:20.398]  Everybody has their craft or whatever they're good at.
[03:54:20.398 --> 03:54:23.121]  But the biggest crop is men and women having children.
[03:54:23.121 --> 03:54:24.423]  You've got one hell of a crop now.
[03:54:24.423 --> 03:54:25.545]  I'm a little bit envious right now.
[03:54:26.618 --> 03:54:29.040]  Yeah, I know, I get envious of people with a lot of kids.
[03:54:29.040 --> 03:54:34.245]  You know, I'm always just like, like I have friends with like eight kids and I'm like, ooh, and they'll like live in a trailer.
[03:54:34.245 --> 03:54:39.830]  And I'm just like, I'm legitimately envious of them because I'm just like, uh, that's where it's at.
[03:54:39.830 --> 03:54:41.772]  Family is, is what it's all about.
[03:54:41.772 --> 03:54:47.337]  And, and family with a lot of, you know, and really focus on your kids and try and like raise them up properly.
[03:54:47.337 --> 03:54:48.138]  And so that's it.
[03:54:48.138 --> 03:54:49.859]  And so my advice to people is,
[03:54:50.580 --> 03:54:57.482]  You know, whatever you see as a hardship, like think about those ranchers that Alex was talking about that would just dust themselves up, pop off.
[03:54:57.482 --> 03:54:58.362]  They didn't think of it.
[03:54:58.362 --> 03:55:01.143]  They were like throwing themselves into it like a religion.
[03:55:01.143 --> 03:55:02.083]  They were enjoying.
[03:55:02.083 --> 03:55:03.183]  Yeah.
[03:55:03.183 --> 03:55:03.543]  Yeah.
[03:55:03.543 --> 03:55:11.425]  I mean, I don't sound masochistic, but enjoying the pain is pretty, it's, you know, whatever is causing you hardship, like get into it.
[03:55:11.425 --> 03:55:13.066]  Be like, this is making me stronger.
[03:55:13.906 --> 03:55:15.467]  And stay grateful.
[03:55:15.467 --> 03:55:20.271]  Every heartbeat you have, every breath you take is a gift.
[03:55:20.271 --> 03:55:35.622]  And this place is pretty awesome, regardless of the fact... And even the parasites, even these provocateurs, these governmental agency-type psychopaths, even view them as a challenge.
[03:55:35.622 --> 03:55:37.244]  View them as just another
[03:55:37.904 --> 03:55:38.685]  No, what you said is heavy.
[03:55:38.685 --> 03:55:40.986]  I've finally matured the last few years.
[03:55:40.986 --> 03:55:43.868]  I'm like, thankful to my persecutors because they taught me so much.
[03:55:43.868 --> 03:55:46.289]  Doesn't mean they're not horrible scum, but like you said, it sharpened me.
[03:55:46.289 --> 03:55:48.731]  And I'm like, man, I really am thankful.
[03:56:06.138 --> 03:56:07.879]  Yeah, like, look at you!
[03:56:07.879 --> 03:56:09.840]  Like, that thing you went through.
[03:56:09.840 --> 03:56:15.723]  It's like, of all the crimes in the world, look at how hard they pulled you through that.
[03:56:15.723 --> 03:56:21.266]  And it'd be so easy to give up and play the victim and, you know, be the persecuted.
[03:56:21.266 --> 03:56:26.869]  But the fact you didn't and the fact you're still going, they're torturing themselves with their worldview.
[03:56:26.869 --> 03:56:32.733]  They're destroying their own system of control by not playing by the rules, by being so nakedly unfair.
[03:56:33.613 --> 03:56:36.515]  And it really is, like, they're actually the victims.
[03:56:36.515 --> 03:57:01.627]  Like, that's the irony about all this, is, like, if your entire modus operandi, like, your whole world, realm-wide control is these contracts and systems of laws, and you're that nakedly unfair, you're gonna lose trust with the public, you're gonna lose trust with yourself and the people around you, and, you know, the money is just, like, it's not really a way to figure out who's winning and who's losing.
[03:57:01.627 --> 03:57:03.128]  Confidence in them has collapsed.
[03:57:03.388 --> 03:57:05.730]  We just have to build the future and we win.
[03:57:05.730 --> 03:57:06.992]  And we have to because they're done.
[03:57:06.992 --> 03:57:09.434]  We better build the future and you're doing it.
[03:57:09.434 --> 03:57:10.115]  Very impressive.
[03:57:10.115 --> 03:57:11.296]  OwenBenjamin.com.
[03:57:11.296 --> 03:57:12.657]  People can find all your great work there.
[03:57:12.657 --> 03:57:13.198]  Thank you so much.
[03:57:13.198 --> 03:57:14.699]  Amazing interview.
[03:57:14.699 --> 03:57:15.160]  Thanks, Alex.
[03:57:16.007 --> 03:57:17.128]  Very impressive, smart guy.
[03:57:17.128 --> 03:57:18.208]  I love watching his clips.
[03:57:18.208 --> 03:57:19.389]  I'm glad he's back on the show.
[03:57:19.389 --> 03:57:20.590]  I should have got him on earlier.
[03:57:20.590 --> 03:57:21.611]  I'm glad he came on.
[03:57:21.611 --> 03:57:22.771]  Such a friendly guy.
[03:57:22.771 --> 03:57:24.012]  Okay, that's it.
[03:57:24.012 --> 03:57:25.093]  I'm out of here.
[03:57:25.093 --> 03:57:26.054]  Until tomorrow, 11 a.m.
[03:57:26.054 --> 03:57:27.394]  Central, at 8 a.m.
[03:57:27.394 --> 03:57:29.076]  Central, Harrison Smith.
[03:57:29.076 --> 03:57:33.759]  And then, Owen Schroeder goes live about three minutes out of the studio, 50 feet from me.
[03:57:33.759 --> 03:57:34.819]  He's always ready to go.
[03:57:34.819 --> 03:57:37.581]  Infowars.com forward slash show.
[03:57:37.581 --> 03:57:38.622]  That's it for this transmission.
[03:57:38.622 --> 03:57:40.143]  Great job putting up with me today, crew.
[03:57:47.059 --> 03:57:51.461]  You're going to want to pay attention to what I'm about to say in the next 60 seconds.
[03:57:51.461 --> 03:57:56.703]  Two new incredible products are now available exclusively at InfoWarsTore.com.
[03:57:56.703 --> 03:58:09.048]  They are both clones of national best-selling products from a major pharmaceutical slash supplement maker that are listeners and patriots that are allowing us to private label it at a lower price you'll find in stores.
[03:58:09.048 --> 03:58:12.230]  It's Joint Relief Max and Nerve Renew.
[03:58:13.030 --> 03:58:26.056]  Both of these have known, documented natural compounds to lower pain and also make your nerves healthier, which is one of the major reasons nerves get irritated and are more inductive to pain.
[03:58:26.056 --> 03:58:28.357]  There's major research behind this all.
[03:58:28.357 --> 03:58:32.419]  You need to get Joint Relief Max from InfoWarsMD and Nerve
[03:58:33.400 --> 03:58:53.695]  They decided to not perp walking, not put him in handcuffs, not do a mug shot, because they knew that that would help Trump.
[03:58:53.695 --> 03:58:55.637]  Didn't they know this would backfire?
[03:58:55.637 --> 03:58:57.138]  We were waiting for the mug shot.
[03:58:57.138 --> 03:58:59.940]  We learned today they wouldn't have it, so we've made our own.
[03:58:59.940 --> 03:59:01.941]  And it says political prisoner.
[03:59:02.722 --> 03:59:04.683]  With an image of President Trump.
[03:59:04.683 --> 03:59:07.125]  The shirt is being printed now in Texas.
[03:59:07.125 --> 03:59:09.266]  It'll be shipping out to you in one week.
[03:59:09.266 --> 03:59:15.850]  Political prisoner with Trump on the front there in a mugshot jail background.
[03:59:15.850 --> 03:59:16.910]  It's a fundraiser shirt.
[03:59:16.910 --> 03:59:21.033]  It says InfoWars.com on the back of the shirt.
[03:59:21.033 --> 03:59:22.634]  We also have Alex Jones for President.
[03:59:22.634 --> 03:59:23.654]  No, I'm not running for President.
[03:59:23.654 --> 03:59:26.216]  It's a really nice navy blue, high quality shirt.
[03:59:26.216 --> 03:59:26.996]  Red, white, and blue.
[03:59:26.996 --> 03:59:27.877]  Alex Jones for President.
[03:59:28.557 --> 03:59:31.418]  2024, it's a fun conversational piece and a limited edition shirt.
[03:59:31.418 --> 03:59:33.278]  Great way to fund the operation.
[03:59:33.278 --> 03:59:48.281]  So get your Alex Jones for President and Trump mugshot shirts at InfowarsStore.com or by calling toll-free 888-253-3139.
