[00:00:00.000 --> 00:00:03.000]  [Buzzing]
[03:25:37.665 --> 03:25:40.726]  That's why in Russia it's special military operation.
[03:25:41.186 --> 03:25:42.687]  We're not destroying cities.
[03:25:42.807 --> 03:25:45.728]  In Mariupol we're saying, okay guys, we'll stop.
[03:25:46.788 --> 03:25:49.089]  As a humanitarian passage, please leave.
[03:25:50.970 --> 03:25:53.911]  We're doing it all the time, every single time.
[03:25:54.611 --> 03:25:56.612]  What Israelis are saying, we don't care much.
[03:25:57.072 --> 03:25:57.772]  We don't do that.
[03:25:58.417 --> 03:26:00.718]  We're fighting not Ukrainian people.
[03:26:00.858 --> 03:26:06.700]  We're fighting with Ukrainian Nazis and actually Nazis from all over the world that are getting there.
[03:26:07.621 --> 03:26:17.585]  We're continuing to fight the Second World War because we're fighting against the same mentality and the same ideology as our grandfathers used to fight.
[03:26:18.451 --> 03:26:22.874]  Bandera ideology is part of the German Nazi ideology.
[03:26:23.234 --> 03:26:25.136]  And they are heroes of modern Ukraine.
[03:26:25.676 --> 03:26:27.037]  That's whom we're fighting against.
[03:26:27.097 --> 03:26:32.320]  That's why 11 million Ukrainians decided to live with Russia.
[03:26:33.841 --> 03:26:34.462]  11 million!
[03:26:36.023 --> 03:26:37.304]  In America, they don't know that.
[03:26:37.344 --> 03:26:40.526]  They're saying that, oh, we're very cruel against Ukrainians.
[03:26:40.826 --> 03:26:42.707]  No way!
[03:26:42.727 --> 03:26:47.951]  3.5 million Ukrainian refugees left Ukraine for Russia, not for Germany.
[03:26:48.641 --> 03:26:56.927]  Plus, 8 million Ukrainians decided to leave on their land, and they voted this land to become back part of Mother Russia.
[03:26:59.088 --> 03:27:13.378]  We control enormous territory, but this is Russian territory, populated by people of different nationalities that are willing to get back to Mother Russia, because for many centuries they lived as one state.
[03:27:14.722 --> 03:27:16.182]  It's their free choice.
[03:27:16.643 --> 03:27:18.043]  It's not about territory.
[03:27:18.103 --> 03:27:21.904]  It's about the willingness of people to live together.
[03:27:22.484 --> 03:27:25.605]  They consider themselves to be part of Russian culture.
[03:27:25.645 --> 03:27:26.206]  That's right.
[03:27:26.306 --> 03:27:28.266]  Vladimir Solyov is our guest here.
[03:27:28.286 --> 03:27:29.787]  We've got another half hour left.
[03:27:29.807 --> 03:27:30.907]  We go to break in about a minute and a half.
[03:27:30.927 --> 03:27:39.350]  But bigger picture, if Russians were on the Mexico or Canadian border with troops and attacking, I would be against Russia.
[03:27:40.090 --> 03:27:48.453]   But The truth is, our insane elite, just like when the Germans in 1943 tried to stop Hitler, that would have been better.
[03:27:48.513 --> 03:27:51.874]  It's not the American people, but our country has been hijacked.
[03:27:52.054 --> 03:27:55.475]  And I'm really concerned about, obviously, this kicking off the Middle East.
[03:27:55.835 --> 03:28:02.936]  The weakness of Biden has encouraged Iran and encouraged China and encouraged all these other groups to move into the void.
[03:28:02.956 --> 03:28:05.837]  And I think everybody's walking into a trap.
[03:28:08.177 --> 03:28:09.098]  Absolutely right.
[03:28:09.678 --> 03:28:10.798]  And this trap is awful.
[03:28:11.671 --> 03:28:19.196]  United States of America used to be the most beloved country in Russia through all 90s and the beginnings of 2000s.
[03:28:20.257 --> 03:28:20.837]  What happened?
[03:28:21.758 --> 03:28:26.420]  Why Americans decided to destroy Russia and to humiliate Russian people?
[03:28:27.721 --> 03:28:28.682]  We didn't deserve that.
[03:28:29.823 --> 03:28:30.083]  Never.
[03:28:31.464 --> 03:28:33.085]  We have nothing against Americans.
[03:28:33.825 --> 03:28:36.087]  We just want them to be happy in America.
[03:28:36.647 --> 03:28:39.629]  We just don't want them to support Ukrainian Nazis.
[03:28:40.419 --> 03:28:41.599]  That's so easy.
[03:28:42.040 --> 03:28:49.942]  And it's surprisingly hard to understand to people like Biden, who has zero knowledge of Russian and Ukrainian history.
[03:28:51.023 --> 03:28:53.664]  What he's saying is just, you know, it's awful.
[03:28:53.824 --> 03:28:57.205]  It looks like he never, ever... All right Vladimir, stay right there.
[03:28:57.245 --> 03:28:57.765]  We'll come back.
[03:28:57.965 --> 03:28:59.146]  We gotta go to break.
[03:28:59.166 --> 03:28:59.706]  We'll be right back.
[03:29:03.963 --> 03:29:23.576]  Normally Christmas is our biggest sale of the year, but because of supply chain breakdowns and other issues, this is our biggest sale because finally almost all of our best-selling products are finally back in stock, including sold out for more than a year, X2, the only true nascent iodine out there, is finally back.
[03:29:23.656 --> 03:29:27.859]  What it does for your immune system, your body, all your cells, is miraculous.
[03:29:28.239 --> 03:29:29.760]  It's discounted at FortWorthShore.com.
[03:29:30.160 --> 03:29:31.201]  Double Patriot points.
[03:29:31.541 --> 03:29:32.222]  Free shipping.
[03:29:32.742 --> 03:29:35.024]  Biggest sale, hands down, of 2023.
[03:29:35.664 --> 03:29:38.366]  I'm sure Crystals will have a big sale, but we'll be sold out of most of this.
[03:29:38.426 --> 03:29:40.248]  So, Christmas has come early.
[03:29:40.308 --> 03:29:41.489]  Black Friday's come early.
[03:29:41.849 --> 03:29:43.050]  And it funds the InfoWar.
[03:29:43.210 --> 03:29:44.111]  Get X2.
[03:29:44.411 --> 03:29:45.992]  Get Vazzo Beats back in stock.
[03:29:46.292 --> 03:29:51.496]  Get all the other great products at InfoWarStore.com right now.
[03:29:51.516 --> 03:29:55.123]   But again, Our fan favorite, my favorite, is X2.
[03:29:55.604 --> 03:29:56.767]  Sold out for over a year.
[03:29:57.087 --> 03:29:58.651]  Could be our last run of our shutdown.
[03:29:58.932 --> 03:29:59.794]  Get it while you can.
[03:30:00.014 --> 03:30:00.435]  X2.
[03:30:00.756 --> 03:30:02.520]  Discount at info or store.com.
[03:30:03.106 --> 03:30:04.507]  Your products have changed my life.
[03:30:04.848 --> 03:30:06.970]  Your brain force and all that makes me better.
[03:30:07.010 --> 03:30:08.131]  They make me more focused.
[03:30:08.211 --> 03:30:09.292]  They make me feel better.
[03:30:09.312 --> 03:30:13.637]  A lot of lingering effects from when I was getting sober have now relieved me.
[03:30:13.757 --> 03:30:15.538]  My girlfriend goes to the gym and goes hard.
[03:30:15.559 --> 03:30:17.020]  She's an American, the same stuff.
[03:30:17.480 --> 03:30:18.982]  These products will change your life.
[03:30:19.462 --> 03:30:24.267]  They find one of the greatest things out there right now for us as free Americans.
[03:30:24.447 --> 03:30:25.809]  Please do these people a favor.
[03:30:26.289 --> 03:30:33.034]  Go to their store, support them, do what you need to do, because if we lose InfoWars, we lose a lot more than what people are willing to believe.
[03:30:33.394 --> 03:30:50.425]  If you want to really get in shape for this thing about to come, get the HGH and get that testosterone boost, man, get in the gym, because I'm in the best shape of my life because of your product, and I'm willing to do whatever it takes to not lose the greatest symbol against tyranny the world has ever seen, and that's our American flag.
[03:30:50.465 --> 03:30:52.327]  And with that, I appreciate loving InfoWars.
[03:30:52.407 --> 03:30:55.989]  I'll listen to you the day I die or you go off air, but I'm going to do my part to make sure you don't have a heart attack.
[03:30:55.849 --> 03:30:56.849]  Have a great day.
[03:30:56.849 --> 03:31:04.208]  [MUSIC PLAYING]
[03:31:04.208 --> 03:31:10.648]   Sleepless nights seem to be a lot more common these days with everything that's going on both at home and the world
[03:31:10.648 --> 03:31:12.289]  at large.
[03:31:11.906 --> 03:31:19.690]  If you're having trouble getting to that deep sleep we could all use more of, our new sleep support formula down and out is just the thing.
[03:31:20.451 --> 03:31:26.855]  It's our new faster absorbing liquid formula that is specifically designed to help you get the shut eye you deserve.
[03:31:27.475 --> 03:31:32.059]  Formulated to improve upon our best selling product knockout with down and out.
[03:31:32.200 --> 03:31:37.424]  Now the herbs and melatonin packed inside are extracted directly into the glycerin solution.
[03:31:37.905 --> 03:31:42.309]  So the ingredients are already dissolved into the formula before you even take it.
[03:31:42.729 --> 03:31:46.433]  One of the other sleep support herbs included is the passion flower.
[03:31:46.653 --> 03:31:52.917]  Which was traditionally used by Native Americans like the Cherokees, who used it for its relaxing qualities.
[03:31:53.317 --> 03:31:59.161]  Be sure to take this product when you are completely ready for sleep, because you will be down and out.
[03:31:59.482 --> 03:32:02.884]  Sell it out now at InfoWarsStore.com.
[03:32:03.524 --> 03:32:07.347]  First came Pac-Man, Donkey Kong, and Super Mario Brothers.
[03:32:07.947 --> 03:32:11.309]  And now, the ultimate retro nostalgia throwback game.
[03:32:11.850 --> 03:32:16.353]  I present to the world, Alex Jones's New World Order Wars!
[03:32:16.953 --> 03:32:18.715]  They're turning the friggin' frogs gay!
[03:32:19.335 --> 03:32:20.216]  I'll eat your ass!
[03:32:21.317 --> 03:32:22.357]  You Nazi scum!
[03:32:24.119 --> 03:32:26.841]  Let's free the Patriots and defeat the globalist techies.
[03:32:28.242 --> 03:32:31.865]  We are going to defeat the globalists very bigly.
[03:32:32.564 --> 03:32:34.564]  This game is mostly peaceful.
[03:32:34.564 --> 03:32:36.564]  Woo!
[03:32:36.564 --> 03:32:38.564]  [Screaming]
[03:32:38.564 --> 03:32:40.564]  [Screaming]
[03:32:40.564 --> 03:32:42.564]  [Screaming]
[03:32:42.564 --> 03:32:44.564]  I'm going to lower the world's population.
[03:32:44.564 --> 03:32:46.564]  [Laughing]
[03:32:46.737 --> 03:32:47.597]  Oh, big deal.
[03:32:47.938 --> 03:32:49.439]  I'm taking you down, rapist.
[03:32:49.739 --> 03:32:53.242]  I did not have sexual relations with that saxophone.
[03:32:53.522 --> 03:33:00.688]  Download it now at alexjonesgame.com, because as we all know, anything badass gets censored!
[03:33:04.631 --> 03:33:08.734]  Leading a frontal assault on the lies of the New World Order.
[03:33:09.054 --> 03:33:10.733]  It's Alex Jones.
[03:33:10.733 --> 03:33:20.094]  Vladimir Selyov is our guest.
[03:33:20.939 --> 03:33:25.022]  You'll find him on Twitter at V-R-S-O-L-O-V-I-E-V.
[03:33:25.862 --> 03:33:27.964]  Waging war on corruption.
[03:33:28.444 --> 03:33:33.687]  It's Alex Jones, coming to you live from the front lines of the Infowar.
[03:33:34.708 --> 03:33:46.440]   So I think people all over the world, whether you're listening in Europe, or Latin America, or Asia, or the Middle East, Russia, it doesn't matter, Canada, You have a right to an adult discussion.
[03:33:46.980 --> 03:33:53.282]  So you should hear from the top talk show host in Russia about where they stand and what's going on and what's happening.
[03:33:53.822 --> 03:33:55.682]  Everything we've been told about Ukraine is a lie.
[03:33:56.302 --> 03:33:58.943]  The big banks are trying to hide the implosion of the economy there.
[03:33:59.543 --> 03:34:01.723]  Now they've moved on to this crisis in the Middle East.
[03:34:02.283 --> 03:34:04.864]  This is such an incredible moment to be alive.
[03:34:04.984 --> 03:34:10.685]  And people will say, hey, you're going to get debanked, which happened when I was on a show a month ago.
[03:34:10.725 --> 03:34:11.565]  Another bank robbed us.
[03:34:12.503 --> 03:34:13.584]  You're gonna get death-threatened.
[03:34:13.965 --> 03:34:15.847]  You're gonna get attacked for having this guy on.
[03:34:17.589 --> 03:34:21.533]  But if you actually listen to what he said, it all makes sense, and it's true.
[03:34:22.394 --> 03:34:26.839]  So, justice be done, may the heavens fall.
[03:34:27.360 --> 03:34:30.564]  That's where we are, because we're trying to stop nuclear war.
[03:34:31.937 --> 03:34:32.678]  Look at our government.
[03:34:33.459 --> 03:34:34.400]  It hates Americans.
[03:34:34.460 --> 03:34:36.682]  It teaches us that conservatives and Christians are the enemy.
[03:34:37.163 --> 03:34:40.847]  It literally teaches us that we need to chop our children's genitals off.
[03:34:41.407 --> 03:34:42.468]  And Vladimir Putin says no!
[03:34:45.387 --> 03:34:49.270]  Vladimir Putin says no to funding ISIS in Syria.
[03:34:49.991 --> 03:34:52.253]  And so I'm not here as a Putin apologist.
[03:34:52.333 --> 03:34:53.654]  I'm not here as a Putin booster.
[03:34:54.315 --> 03:34:57.398]  I'm here saying that our government's out of control.
[03:34:57.418 --> 03:34:59.019]  That's going to destroy us all.
[03:34:59.039 --> 03:35:03.103]  So Vladimir, we've got 25 minutes till this hour ends, till the show ends.
[03:35:04.023 --> 03:35:08.825]  Come back anytime with us, but please continue with key points you want to point out.
[03:35:09.325 --> 03:35:10.525]  What's happening in Russia?
[03:35:10.645 --> 03:35:11.966]  What you think is going to come next?
[03:35:12.306 --> 03:35:16.667]  And how you think we come together with any plans to try to derail Armageddon?
[03:35:18.848 --> 03:35:22.849]  Now, a long time ago, I spoke with one of the American guys.
[03:35:23.169 --> 03:35:26.230]  Really nice, very smart fellow who told me, come on Vladimir.
[03:35:26.250 --> 03:35:30.671]  Now, Russia used to be an empire of evil.
[03:35:30.751 --> 03:35:33.392]  You're still evil, but you're no longer an empire.
[03:35:34.275 --> 03:35:36.176]  Both statements actually are wrong.
[03:35:37.077 --> 03:35:41.020]  We're still empire and we're a very different empire.
[03:35:41.880 --> 03:35:47.004]  We are the one that always supported other nations and always willing them to prosperous.
[03:35:47.724 --> 03:35:49.165]  And we're definitely not evil.
[03:35:49.285 --> 03:35:50.046]  We're with God.
[03:35:51.006 --> 03:35:53.228]  We believe in God and that's so easy.
[03:35:53.268 --> 03:35:57.271]  That's why I usually say that God with us and if God with us, who's against us?
[03:35:57.351 --> 03:35:58.692]  That's the question that we're asking.
