[00:00:00.209 --> 00:00:02.813]  What I do is I wait and I watch.
[02:52:43.047 --> 02:52:46.569]  And you look at all of these people that have stabbed him in the back.
[02:52:47.447 --> 02:52:48.767]  We said that in the very beginning.
[02:52:49.108 --> 02:52:49.548]  No, exactly.
[02:52:49.568 --> 02:52:55.410]  But if NATO says it wants four more years of war, do you think that's wishful thinking?
[02:52:55.830 --> 02:52:56.750]  You gave a date earlier.
[02:52:57.670 --> 02:52:59.351]  When do you think Russia wants to end this?
[02:52:59.391 --> 02:53:02.412]  You already elaborated on it, but how would Russia do it?
[02:53:03.472 --> 02:53:05.133]  Russia has 900 tanks.
[02:53:05.253 --> 02:53:07.874]  T-34 is, I think, the most advanced tank in the world.
[02:53:07.894 --> 02:53:10.594]  The NATO countries have 600.
[02:53:13.248 --> 02:53:14.868]  They also have hypersonic missiles.
[02:53:14.928 --> 02:53:20.869]  They also have torpedoes that can travel around the world, nuclear-powered torpedoes.
[02:53:21.229 --> 02:53:25.870]  The Russian military and its weaponry is built for wars.
[02:53:26.470 --> 02:53:44.221]   Our weaponry and our military is meant now for social experimentation with drag queens and rainbow flags and phagatosis and all sorts of perversions and endless spending on projects like the F-35, where multiple components are put together in multiple states Not for the purposes of combat.
[02:53:45.103 --> 02:53:52.656]  So our military industrial complex is a house of cards, where Russia's is a citadel of steel.
[02:53:53.360 --> 02:53:55.582]  And they've got far superior weapons.
[02:53:55.642 --> 02:53:58.865]  They haven't even shown some of their best weapons.
[02:53:59.766 --> 02:54:01.748]  But they're not bloodthirsty.
[02:54:01.788 --> 02:54:04.950]  They're not trying to pick an overall fight with the West.
[02:54:05.431 --> 02:54:08.814]  Because they realize the West is coming to Russia.
[02:54:09.655 --> 02:54:13.258]  Not physically, not politically, but commonsensically.
[02:54:14.619 --> 02:54:16.700]  Isn't it crazy how the roles are reversed?
[02:54:16.740 --> 02:54:25.845]  We were supposedly the free country, and now Russia, comparatively, not promoting drag queen and all the pedophilia and being pro-Christian, is now compared to us, the reformer.
[02:54:26.286 --> 02:54:28.327]  It's just incredible and very, very scary.
[02:54:28.747 --> 02:54:30.268]  All right, Scott Bennett, thank you so much.
[02:54:30.328 --> 02:54:33.230]  Tell us, you've got several great websites, I check them out all the time.
[02:54:33.670 --> 02:54:36.452]  GlobalfreedomTV.com, you also have one for your whistleblower book.
[02:54:36.752 --> 02:54:38.653]  Tell us about your sites, your shows, and what you're doing.
[02:54:40.199 --> 02:54:43.081]  Well, we have a weekly program on Global Freedom TV.
[02:54:43.162 --> 02:54:47.045]  We're launching some amicus briefs for helping Donald Trump.
[02:54:47.145 --> 02:54:55.332]  We're also training people in the art of rhetoric and presentations and legal strength and legal rights.
[02:54:55.392 --> 02:55:08.082]  How citizens can go into their town councils and school boards and make them basically all fall backwards and affirm your rights and make legally sound proclamations.
[02:55:09.532 --> 02:55:10.233]  We're doing that.
[02:55:10.393 --> 02:55:16.235]  We also have a website Destroy-Cancer.com for anybody who's got cancer or tumors or leukemia.
[02:55:16.696 --> 02:55:20.358]  We have Indian Black Salve and other things to heal that.
[02:55:20.558 --> 02:55:21.718]  I had a skin cancer.
[02:55:21.818 --> 02:55:25.100]  I was completely healed using this Indian Black Salve.
[02:55:25.160 --> 02:55:27.021]  So Destroy-Cancer.com.
[02:55:27.847 --> 02:55:35.533]  And my books, which people can see, which are going to be part of the evidence of the amicus brief helping Donald Trump, is at shellgamewhistleblower.com.
[02:55:35.553 --> 02:55:41.998]  And I'll send you a copy of the amicus brief, Alex, after we do some things.
[02:55:43.018 --> 02:55:47.060]  I think it's a great time for all Americans to pray for President Trump.
[02:55:47.921 --> 02:55:48.861]  Pray for you, of course.
[02:55:49.122 --> 02:55:50.382]  But we are going to win this.
[02:55:50.662 --> 02:55:51.643]  I have no doubt.
[02:55:51.803 --> 02:55:59.267]  And what they're trying to do to us, what they're trying to do to Donald Trump, is going to cause the vast majority of the American people to say, you know what?
[02:55:59.347 --> 02:56:03.570]  I don't like Trump, but I hate police state tyranny more.
[02:56:04.010 --> 02:56:07.072]  And I'm standing up with him to stand against you.
[02:56:07.692 --> 02:56:09.473]  The enemy of my enemy is my friend.
[02:56:09.573 --> 02:56:19.779]  And every American sees an overzealous government, as George Washington saw an overzealous government, as the enemy of the people, a tyrant, a fire that has to be extinguished.
[02:56:19.859 --> 02:56:21.960]  And I think Donald Trump is the rain that's coming.
[02:56:22.920 --> 02:56:23.321]  All right.
[02:56:23.381 --> 02:56:24.081]  That's right.
[02:56:24.101 --> 02:56:31.785]  A government is a dangerous servant and a fearful master, like fire, once released, very hard to contain.
[02:56:32.105 --> 02:56:33.066]  Thank you so much, my friend.
[02:56:33.086 --> 02:56:33.646]  Talk to you soon.
[02:56:34.707 --> 02:56:35.047]  God bless.
[02:56:35.609 --> 02:56:40.870]  All right, we're coming up on three hours of live transmission kicked off today at noon.
[02:56:40.910 --> 02:56:42.631]  It's 2.53 central.
[02:56:43.091 --> 02:56:46.652]  We're going to reloop this until tomorrow night at 4 p.m.
[02:56:46.712 --> 02:56:48.892]  with the live Sunday show.
[02:56:50.012 --> 02:56:54.673]  I'm going to finish up here in the last few minutes just pointing out that you want somebody to fight against the Globalists, we're doing it.
[02:56:55.094 --> 02:56:57.454]  And I just want to win, and I've seen major success.
[02:56:58.094 --> 02:57:00.095]  We've still got a long way to go, and we can't do it without you.
[02:57:00.415 --> 02:57:07.417]   So if you want to be part of the solution, if you want to fight the Globalists, plus get great products, Make something called a decision.
[02:57:08.598 --> 02:57:12.781]  So many have made it, so many have done it before, but for whatever reason forgot and didn't do it again.
[02:57:12.981 --> 02:57:16.923]  I'm just asking everybody to enrich your life, get great products, and keep us on air.
[02:57:17.303 --> 02:57:22.286]  Only a few days left to get 10% off on water filtration, air filtration, and storable food.
[02:57:22.807 --> 02:57:31.056]   And again, the water filtration, the air filtration is the highest rated Air filtration of its type and water filtration for gravity-fed.
[02:57:31.236 --> 02:57:33.418]  There's a few others that are just as good, but they're way more.
[02:57:33.538 --> 02:57:37.863]  So this is really, we go out and find what's the best deal, and then who's the biggest producer of it.
[02:57:38.683 --> 02:57:49.173]  And the reason my patron Supply and Ready Hour also makes air and water filtration, not just the biggest food supplier now for storable food, is they went out and went to engineers and said, okay, this thing costs $500, we want something that costs $200.
[02:57:51.189 --> 02:57:51.749]  And they've done it.
[02:57:51.909 --> 02:57:56.851]  So if you want to get 10% off, that's insane, because there's only like 30% markup for us to even make on that.
[02:57:56.891 --> 02:57:57.491]  They make like 20%.
[02:57:58.191 --> 02:58:00.852]  So most places have 100, 200% markup.
[02:58:01.332 --> 02:58:01.933]  They don't have that.
[02:58:02.513 --> 02:58:06.274]  They have like 50% markup, and then we share that profit to fund our operations and what we do.
[02:58:06.894 --> 02:58:08.815]  So infowarestore.com.
[02:58:09.415 --> 02:58:12.916]  We've got the Christmas comes early in August sale.
[02:58:12.956 --> 02:58:21.562]   We also have great 1,000 milligram CBD full-spectrum oil that does great things for neurological systems.
[02:58:21.942 --> 02:58:26.324]  Your whole body doesn't make you high, doesn't make you tired, just smooths you out, helps you focus.
[02:58:27.884 --> 02:58:29.485]  1,000 milligrams still sold at InfoWarsware.com.
[02:58:29.505 --> 02:58:29.845]  It's great.
[02:58:30.925 --> 02:58:33.246]  You heard Mike Adams tested it and said, man, this is high-spectrum.
[02:58:33.346 --> 02:58:36.107]  This is really as best as it gets, and you're offering it way lower than other people.
[02:58:36.127 --> 02:58:36.627]  Well, guess what?
[02:58:36.667 --> 02:58:43.590]  We've got a firm in Texas that's won a bunch of awards that sells their stuff at clinics and places all over.
[02:58:44.653 --> 02:58:50.222]  For 30% less than what they sell it under by private labeling it under our name, Rebel Zen.
[02:58:51.464 --> 02:58:52.546]  Rebel Zen.
[02:58:53.007 --> 02:58:55.971]  We have the salve cream for your knees, your shoulders, your body.
[02:58:55.991 --> 02:58:57.133]  What it does is incredible. $3,000.
[02:59:00.871 --> 02:59:02.431]  Milligram liquid.
[02:59:03.032 --> 02:59:03.952]  This is thousand milligram.
[02:59:05.032 --> 02:59:07.113]  3,000 milligram liquid under the tongue.
[02:59:07.293 --> 02:59:10.334]  Incredible for 30% off what they sell it for.
[02:59:10.394 --> 02:59:17.316]  So this is a little bit more than our thousand milligram that you take out of the tongue for 3,000 milligram.
[02:59:18.896 --> 02:59:24.098]  And it is 30 plus percent off what the folks were buying it from sell it for at their lowest price.
[02:59:24.258 --> 02:59:25.579]  Rebel Zins, the private label.
[02:59:25.658 --> 02:59:32.138]   full war store.com or triple 825-331-39 you got joint pain you got neurological things
[02:59:32.138 --> 02:59:37.818]   give it a try statistically it's amazing also sold out for three years
[02:59:38.050 --> 02:59:38.751]  Now back in stock.
[02:59:38.771 --> 02:59:39.891]  30 parts per million.
[02:59:39.931 --> 02:59:40.632]  Highest quality.
[02:59:40.672 --> 02:59:41.232]  Top Lab.
[02:59:41.252 --> 02:59:42.232]  Coalital Silver.
[02:59:42.512 --> 02:59:43.173]  Great topically.
[02:59:43.233 --> 02:59:44.593]  Great to ingest whenever you need it.
[02:59:44.974 --> 02:59:46.954]  Read about all the great things Coalital Silver does.
[02:59:47.415 --> 02:59:51.256]  It's available, again, exclusively, InfoWarStore.com.
[02:59:51.436 --> 02:59:52.277]  Vitamin Refusion.
[02:59:52.617 --> 02:59:53.757]  Sold out for almost six months.
[02:59:54.118 --> 02:59:54.778]  Back in stock.
[02:59:54.898 --> 02:59:55.418]  It's amazing.
[02:59:55.438 --> 02:59:55.938]  People love that.
[02:59:56.519 --> 03:00:00.440]  InfoWarStore.com or 888-253-3139.
[03:00:00.460 --> 03:00:11.773]   We just did Three hours straight, other than like a six-minute break we took to air a special report, and I'm exhausted.
[03:00:12.493 --> 03:00:14.135]  I thought we really did a good job today.
[03:00:14.155 --> 03:00:14.996]  The crew did a good job.
[03:00:17.927 --> 03:00:20.089]  He's out having an interesting evening last night.
[03:00:20.109 --> 03:00:23.131]  I don't go out a lot with the boys, but I did go out last night with Eddie Bravo.
[03:00:24.092 --> 03:00:27.395]  I'm about to go hang out with a certain cool podcaster.
[03:00:27.875 --> 03:00:30.137]  Pick his brain about what's going on here in Austin and the world.
[03:00:30.918 --> 03:00:35.282]  And Lord willing, I'll be back tomorrow at 4 p.m.
[03:00:35.322 --> 03:00:36.002]  Central Time.
[03:00:36.523 --> 03:00:38.965]  But please, go get a book, get a film, get a t-shirt.
[03:00:39.345 --> 03:00:40.866]  Please go to infowarthroar.com.
[03:00:41.407 --> 03:00:42.107]  We're in the black.
[03:00:42.388 --> 03:00:43.288]  I want to expand.
[03:00:43.669 --> 03:00:44.549]  We're barely in the black.
[03:00:45.370 --> 03:00:46.531]  And our bankruptcy is going well.
[03:00:46.591 --> 03:00:47.472]  It's a reorganization.
[03:00:47.492 --> 03:00:48.513]  It means we'll stay on air.
[03:00:48.774 --> 03:00:51.577]  We have the funds for the ongoing legal battle and the appeals.
[03:00:52.297 --> 03:00:53.819]  And we have the funds to be solvent.
