[00:00:00.169 --> 00:00:01.209]  They want ugliness.
[02:50:23.694 --> 02:50:27.377]  And said, oh my God, it's true, I saw you did say that.
[02:50:28.158 --> 02:50:35.523]   And then, Bankston incorrectly quotes something I said after that as a quote attributed to her.
[02:50:36.043 --> 02:50:38.305]  I said, so there's a lot of manipulation there.
[02:50:38.545 --> 02:50:41.327]  But they attribute that in their letter to something I'm saying she said.
[02:50:42.048 --> 02:50:45.511]  Attorney Bankston's demand letter sets out his complaint as follows.
[02:50:45.951 --> 02:50:46.131]  Ms.
[02:50:46.151 --> 02:50:49.674]  Lewis never spoke those words or anything similar to Mr. Jones.
[02:50:50.215 --> 02:50:50.775]  And Ms.
[02:50:50.815 --> 02:50:56.280]  Lewis is disturbed that this lie was broadcast to millions of people, exposing her to contempt and ridicule.
[02:50:56.960 --> 02:51:03.506]  Finally, Attorney Bengston's demand letter concludes with criticism of my recollection of my conversation with Ms.
[02:51:03.566 --> 02:51:11.374]  Lewis, writing to me as follows, and I quote, Mr. Jones has now decided months later to lie about Ms.
[02:51:11.434 --> 02:51:18.801]  Lewis again by manufacturing a fantasy conversation and spreading it to an audience of millions to a reputational and emotional detriment.
[02:51:19.401 --> 02:51:24.106]  Attorney Bankston now demands that I retract my recollection of Ms.
[02:51:24.146 --> 02:51:26.408]  Lewis' response to me, which I am going to do.
[02:51:26.868 --> 02:51:30.092]  But first, let me say that I truly feel sympathy for Ms.
[02:51:30.132 --> 02:51:31.113]  Lewis and her ex-husband.
[02:51:31.413 --> 02:51:34.316]  They did suffer the death of their child, and I have repeatedly said this.
[02:51:34.656 --> 02:51:38.059]  So if my comments upset them, this was the last thing I wanted to do.
[02:51:38.940 --> 02:51:44.724]  Now, as to Attorney Bengston's demand that I retract my statement he quotes regarding Ms.
[02:51:44.765 --> 02:51:54.632]  Lewis's response to me on August 2nd, I have gone back and reviewed the video available of that day's event, and I want to show five relevant clips from these videos.
[02:51:55.072 --> 02:51:58.055]  These clips come from August 2nd, 2022.
[02:51:58.495 --> 02:51:59.696]  Number one shows Ms.
[02:51:59.736 --> 02:52:00.977]  Lewis's trial testimony.
[02:52:01.557 --> 02:52:04.640]  The second video, my response in trial testimony.
[02:52:04.960 --> 02:52:08.303]  Third video, my actual morning on-air statements.
[02:52:08.603 --> 02:52:13.328]  Four, the end-of-day brief courtroom conversation and handshake I had with Ms.
[02:52:13.368 --> 02:52:13.648]  Lewis.
[02:52:14.028 --> 02:52:19.693]  And finally, number five, my August 3rd, the following morning, my court testimony about Ms.
[02:52:19.552 --> 02:52:26.552]  Lewis shaking my hand and how much I appreciated that handshake.
[02:52:26.552 --> 02:52:33.552]   I wanted to tell you to your face because I wanted you to know that I am a mother first
[02:52:33.552 --> 02:52:38.552]  and foremost and I know that you're a father.
[02:52:38.667 --> 02:52:40.448]  And my son existed.
[02:52:40.608 --> 02:52:51.896]  You're still on your show today trying to say that I'm implying that I'm an actress, that I'm deep state.
[02:52:52.296 --> 02:52:53.517]  You have, this week.
[02:52:54.617 --> 02:52:56.458]  And I don't understand.
[02:52:58.460 --> 02:52:58.920]  Truth.
[02:52:59.420 --> 02:53:03.603]  Truth is so vital to our world.
[02:53:03.683 --> 02:53:06.725]  Truth is what we base our reality on.
[02:53:07.746 --> 02:53:12.638]   And We have to agree on that to have a civil society.
[02:53:12.719 --> 02:53:14.399]  Sandy Hook is a hard truth.
[02:53:14.780 --> 02:53:15.520]  Hard truth.
[02:53:15.720 --> 02:53:22.144]  Nobody would want to ever believe that 26 kids could be murdered.
[02:53:22.404 --> 02:53:23.805]  Nobody would ever want to believe that.
[02:53:23.865 --> 02:53:26.927]  I understand people not wanting to believe that, actually.
[02:53:27.507 --> 02:53:28.508]  I don't want to believe it.
[02:53:29.861 --> 02:53:30.741]  Jesse was real.
[02:53:30.762 --> 02:53:32.222]  I am a real mom.
[02:53:32.642 --> 02:53:34.883]  There's nothing out there.
[02:53:34.943 --> 02:53:35.404]  Nothing.
[02:53:35.724 --> 02:53:38.585]  There's records of Jesse's birth.
[02:53:38.785 --> 02:53:39.546]  Of me.
[02:53:39.866 --> 02:53:41.727]  I mean, I have a history.
[02:53:42.367 --> 02:53:43.948]  And there's nothing that you could have found.
[02:53:44.968 --> 02:53:46.049]  Because it doesn't exist.
[02:53:46.549 --> 02:53:47.650]  That I'm deep state.
[02:53:49.070 --> 02:53:50.491]  It's just not true.
[02:53:51.391 --> 02:53:52.572]  I know you know that.
[02:53:52.712 --> 02:53:53.873]  That's the problem.
[02:53:54.133 --> 02:53:55.374]  I know you know that.
[02:53:55.915 --> 02:53:56.976]  And you keep saying it.
[02:53:57.036 --> 02:53:59.558]  You keep saying it.
[02:54:00.278 --> 02:54:00.799]  Why?
[02:54:01.779 --> 02:54:02.280]  Why?
[02:54:02.700 --> 02:54:03.161]  For money?
[02:54:03.181 --> 02:54:07.524]  Because you've made a lot of money while you've said it.
[02:54:08.605 --> 02:54:17.212]  I know you're... I mean... I know you believe me.
[02:54:18.524 --> 02:54:23.786]  And yet you're going to leave this courthouse and you're going to say it again on your show.
[02:54:26.648 --> 02:54:27.408]  You're saying no.
[02:54:27.507 --> 02:54:29.507]  You just did it.
[02:54:29.507 --> 02:54:39.507]  [BLANK_AUDIO]
[02:54:39.494 --> 02:54:41.394]  I apologize to both.
[02:54:41.695 --> 02:54:42.295]  Sustained.
[02:54:42.435 --> 02:54:46.637]  So Mr. Jones, one of the instructions I just gave you is that this is not a conversation.
[02:54:47.262 --> 02:54:49.823]  That I never intentionally tried to hurt you.
[02:54:50.343 --> 02:54:54.084]  I never even said your name until this case came to court.
[02:54:54.104 --> 02:54:58.525]  I didn't even really know who you were until a couple years ago when all this started up.
[02:54:58.545 --> 02:55:01.085]  The internet had a lot of questions.
[02:55:01.225 --> 02:55:01.985]  I had questions.
[02:55:02.805 --> 02:55:13.088]  And over that six, seven year period before I got sued, or six year period, it's clear, you can see the whole progression of us, the few times we covered it, trying to actually find out what happened.
[02:55:13.848 --> 02:55:23.152]   And That's really been my big frustration, is that people have said that I'm personally trying to hurt them or coming after them.
[02:55:23.172 --> 02:55:27.754]  When I question every big event, a lot of times it turns out that we've not been told the truth.
[02:55:28.434 --> 02:55:34.076]  And a perfect example is today, where they play a one-minute clip.
[02:55:34.636 --> 02:55:37.117]  And I had just done that this morning.
[02:55:37.877 --> 02:55:54.193]   And I knew that I said, I believe that Scarlett Lewis is real, and she's a really nice person, and she's really a sweet person, and then I went through and talked about her ex-husband, too, and then I said, I believe they're being fed and manipulated.
[02:55:54.213 --> 02:56:03.475]  Do you feel that the video clip was a fair representation of what you meant to convey?
[02:56:04.255 --> 02:56:06.155]  No, it had the front and back, no.
[02:56:06.556 --> 02:56:08.596]  Okay, and why wasn't it fair?
[02:56:09.608 --> 02:56:19.513]  Because it had the front and back cut off of it to totally misrepresent the apology at the end and at the first where I said I believe she's a real person and lost her child.
[02:56:19.533 --> 02:56:26.097]  So someone edited that and then showed it to her and then they brought it in here and played it to show it to you.
[02:56:26.197 --> 02:56:33.197]  and I think you should ask to see the full segment.
[02:56:33.197 --> 02:56:36.356]  I'm not going to say this.
[02:56:36.448 --> 02:56:39.290]  I've now met Neil Heslin and his ex-wife.
[02:56:40.050 --> 02:56:41.151]  Those people are real.
[02:56:41.671 --> 02:56:42.752]  Once I saw them in person.
[02:56:42.772 --> 02:56:44.033]  A lot of anomalies.
[02:56:44.093 --> 02:56:45.334]  The government lies so much.
[02:56:45.654 --> 02:56:46.795]  They have a right to question things.
[02:56:46.875 --> 02:56:48.336]  I thought Jussie Smollett was a lie.
[02:56:48.656 --> 02:56:49.356]  I said it first.
[02:56:49.837 --> 02:56:50.577]  Went out on a limb.
[02:56:50.757 --> 02:56:51.278]  I was right.
[02:56:52.078 --> 02:56:52.959]  Most of the time I'm right.
[02:56:53.639 --> 02:56:54.580]  We saw anomalies.
[02:56:54.680 --> 02:56:56.181]  I wasn't the first to bring up the anomalies.
[02:56:56.621 --> 02:56:57.802]  Some of the anomalies are gonna be a fraud.
[02:56:58.222 --> 02:57:03.435]   I've spent days, literally, Seven feet, eight feet away from Heslin.
[02:57:03.655 --> 02:57:05.175]  Because we're sitting right there, they're sitting right there.
[02:57:05.215 --> 02:57:06.195]  That guy's real.
[02:57:07.615 --> 02:57:12.015]   If my asking questions about public events hurt these people's feelings, I'm sorry.
[02:57:12.015 --> 02:57:22.015]  [BLANK_AUDIO]
[02:57:22.015 --> 02:57:32.015]  [INAUDIBLE]
[02:57:32.015 --> 02:57:42.014]  [INAUDIBLE]
[02:57:42.014 --> 02:57:52.014]  [BLANK_AUDIO]
[02:57:52.014 --> 02:57:54.014]  (garbled speech)
[02:57:53.686 --> 02:57:54.186]  That's it.
[02:57:54.206 --> 02:57:57.348]  I'm not talking to you anymore.
[02:57:57.388 --> 02:57:59.009]  You're not doing this.
[02:57:59.049 --> 02:57:59.809]  That's not even a thought.
[02:57:59.829 --> 02:58:01.590]  That's not the way this goes.
[02:58:01.710 --> 02:58:04.171]  I'm not sure if I'm in.
[02:58:04.211 --> 02:58:04.371]  Why?
[02:58:04.732 --> 02:58:09.714]  Because you can't see those fake videos anymore?
[02:58:09.754 --> 02:58:11.855]  Thank you.
[02:58:12.034 --> 02:58:19.034]  [inaudible]
[02:58:19.034 --> 02:58:21.034]  I apologize for that.
[02:58:21.034 --> 02:58:34.034]  [inaudible]
[02:58:33.836 --> 02:58:37.195]   And that he's slow and not just- No, I'm slow about shit.
[02:58:37.195 --> 02:58:37.695]  Yeah.
[02:58:37.695 --> 02:58:39.697]  [INAUDIBLE]
[02:58:39.697 --> 02:58:40.936]  I'll be honest on my end.
[02:58:40.936 --> 02:58:45.636]  I think you both have been manipulating people.
[02:58:45.636 --> 02:58:47.976]  That's it, you're not doing this.
[02:58:47.976 --> 02:58:49.617]  That's not even a thought.
[02:58:49.617 --> 02:58:51.136]  That's not the way this goes.
[02:58:51.136 --> 02:58:52.256]  That's why we're shutting him in.
[02:58:52.256 --> 02:58:52.895]  Okay.
[02:58:52.895 --> 02:58:53.395]  Yeah.
[02:58:59.136 --> 02:59:04.136]   Actually proud of the fact that I got a chance to have Neal and
[02:59:04.136 --> 02:59:10.055]   Scarlett come over to me and shake my hand and talk to me yesterday.
[02:59:10.055 --> 02:59:12.976]  So I can tell them face to face that I'm sorry.
[02:59:12.976 --> 02:59:17.936]   Hopefully after watching these actual video clips, several matters are clear.
[02:59:18.521 --> 02:59:22.122]  First, it shows that the trial testimony of Ms.
[02:59:22.182 --> 02:59:28.105]  Lewis about her understanding of my on-air statements earlier in the morning of trial was wrong.
[02:59:28.545 --> 02:59:36.990]   I told her in the courtroom, That I had not attacked her that day as the video of my actual on-air statements that morning demonstrate.
[02:59:37.551 --> 02:59:46.444]  Second, my on-air video clip that morning demonstrates that I clearly said that I know you're real and I know that the death of your son is real.
[02:59:47.345 --> 02:59:55.404]   Third, These clips show that after my testimony that day in the courtroom, I had a conversation that was initiated by Ms.
[02:59:55.464 --> 02:59:56.905]  Lewis that ended with Ms.
[02:59:56.965 --> 03:00:00.948]  Lewis and me shaking hands and her ex-husband and I shaking hands.
[03:00:01.888 --> 03:00:07.172]  Unfortunately, the audio I have of these changes is poor and you cannot hear much of what we're saying.
[03:00:07.532 --> 03:00:10.914]  But it seems clear that while we were shaking hands, we were talking.
[03:00:11.294 --> 03:00:17.959]   And while they are not all recorded as the one I just showed, I had several courthouse conversations with Ms.
[03:00:17.999 --> 03:00:20.722]  Lewis, and all of them were polite and civil.
[03:00:21.143 --> 03:00:26.988]  To be clear and clarify, I had multiple discussions, at least three, with Scarlett Lewis and her husband.
[03:00:27.429 --> 03:00:29.371]  We only caught it on tape one time.
[03:00:29.751 --> 03:00:33.014]  And what I said on Piers Morgan was a composite of those discussions.
[03:00:33.775 --> 03:00:36.476]  It is the precise words that Ms.
[03:00:36.516 --> 03:00:44.039]  Lewis and I exchanged before and after our handshake that Attorney Bankson now objects to and wants me to retract, which I am glad to do.
[03:00:44.919 --> 03:00:46.800]  I do not wish to harm or damage Ms.
[03:00:46.840 --> 03:00:52.402]  Lewis in any way, and if she does not agree with my recollection of her response to me, I will defer to Ms.
[03:00:52.422 --> 03:00:59.305]  Lewis' recollection of her statements and withdraw and disclaim my recollections of what she said in our conversation.
[03:00:59.725 --> 03:01:01.567]  While I am sure of what I told Ms.
[03:01:01.587 --> 03:01:10.473]  Lewis, I defer entirely to her recollection of what she said in response, and if she disagrees, then I will withdraw and retract my recollection of her comments.
