[00:00:01.229 --> 00:00:02.990]  Just-on-time deliveries.
[03:32:43.583 --> 03:32:47.426]  That's what we've done with this because it's a fundraiser.
[03:32:47.426 --> 03:32:53.730]  But despite that, we're offering $30 off exclusively at $17.76 on what coins remain.
[03:32:53.730 --> 03:32:59.154]  Please go to 1776coin.com right now.
[03:32:59.154 --> 03:33:05.058]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[03:33:12.495 --> 03:33:13.115]  We are back.
[03:33:13.115 --> 03:33:14.216]  It is the Alex Jones Show.
[03:33:14.216 --> 03:33:16.056]  I am Jason Burmas sitting in.
[03:33:16.056 --> 03:33:25.399]  And one of the biggest reasons that I am focused on transhumanism, that I am focused on the Internet of Bodies and not so much the Internet of Things.
[03:33:25.399 --> 03:33:27.880]  The Internet of Things is over.
[03:33:27.880 --> 03:33:28.760]  It's in place.
[03:33:28.760 --> 03:33:35.282]  It's something I was talking about a decade plus ago as they were refining it and have now refined it.
[03:33:35.282 --> 03:33:40.684]  What we need to be discussing is this next step of automation
[03:33:41.448 --> 03:33:47.250]  And biomedical tyranny on a level most people think is just science fiction.
[03:33:47.250 --> 03:33:52.533]  But let me tell you right now, news stories are telling you otherwise.
[03:33:52.533 --> 03:33:52.893]  All right?
[03:33:52.893 --> 03:33:55.014]  Anybody can look this stuff up right now.
[03:33:55.014 --> 03:33:56.794]  This is about three weeks old.
[03:33:56.794 --> 03:34:00.456]  You're having social robot market exploding.
[03:34:00.456 --> 03:34:01.817]  What does that mean?
[03:34:01.817 --> 03:34:02.177]  All right?
[03:34:02.177 --> 03:34:03.417]  And that's just 2023 to 2035.
[03:34:03.417 --> 03:34:06.058]  So they're telling you it's taking off now.
[03:34:06.058 --> 03:34:09.960]  Well, other than the AI and the bots,
[03:34:10.626 --> 03:34:12.788]  And spot the DARPA robot.
[03:34:12.788 --> 03:34:21.136]  And eventually, Optimus, if they have their way, they want that automated car in there.
[03:34:21.136 --> 03:34:21.937]  Vehicles.
[03:34:21.937 --> 03:34:22.677]  All right?
[03:34:22.677 --> 03:34:25.900]  So much automation and robotics.
[03:34:25.900 --> 03:34:27.742]  And what else are they bringing in?
[03:34:27.742 --> 03:34:29.564]  The genetic testing market.
[03:34:29.564 --> 03:34:29.924]  All right?
[03:34:29.924 --> 03:34:32.066]  That's going to surpass $28 billion.
[03:34:34.941 --> 03:34:36.844]  Within five years.
[03:34:36.844 --> 03:34:40.289]  These are the new markets because your biology is the market.
[03:34:40.289 --> 03:34:42.812]  That's how stakeholder capitalism works.
[03:34:42.812 --> 03:34:44.775]  That's how the Internet of Bodies works.
[03:34:44.775 --> 03:34:48.100]  That's how the Fourth Industrial Revolution works.
[03:34:48.100 --> 03:34:50.784]  And I honestly thought they would try to institute
[03:34:52.504 --> 03:35:06.612]  Global governance is more of a solidified unit, but they've instituted their New World Order on so many levels, and now in westernized nations like Canada and Australia, in a manner most people could never believe.
[03:35:06.612 --> 03:35:09.313]  And don't worry, they're trying to bring it here.
[03:35:09.313 --> 03:35:20.059]  Aside from their absurd and ridiculous blockchain, okay, looking into CBDCs, which is dangerous enough,
[03:35:21.087 --> 03:35:25.548]  This right here tells you they're looking to build an economy out of your biology.
[03:35:25.548 --> 03:35:41.693]  We need to develop a genetic engineering technology and technique to be able to write circuitry for cells and predictably program biology in the same way in which we write software and program computers and again and again and again in their own papers.
[03:35:41.693 --> 03:35:45.354]  That's how they describe it.
[03:35:45.354 --> 03:35:45.594]  Okay?
[03:35:46.334 --> 03:35:51.275]  So what I want to do now is I want to play the Moderna CEO.
[03:35:51.275 --> 03:35:55.376]  Again, this is a company that had nothing going for it.
[03:35:55.376 --> 03:35:57.956]  No, no, no products.
[03:35:57.956 --> 03:36:00.457]  Partners with the Defense Department in 2013.
[03:36:00.457 --> 03:36:03.237]  I'm going to show you the documentation.
[03:36:03.237 --> 03:36:07.018]  And lo and behold, COVID-19-84 saves them.
[03:36:07.018 --> 03:36:13.680]  And they laugh about it here as they tell you about the new injection that's going to help with heart attacks.
[03:36:13.680 --> 03:36:15.380]  You can't make this up.
[03:36:17.677 --> 03:36:22.341]  The other side of this is that right now, Moderna, though it has this pipeline, has one commercial product.
[03:36:41.474 --> 03:36:42.934]  And that's the spike fax.
[03:36:42.934 --> 03:36:45.595]  That's the actual COVID vaccination.
[03:36:45.595 --> 03:36:53.936]  So that's the irony of COVID, is it really has, in some ways, allowed you to go and develop these other areas because of the revenues that came through the door.
[03:36:53.936 --> 03:36:55.576]  You're 100% right.
[03:36:55.576 --> 03:36:57.057]  You're 100% right.
[03:36:57.057 --> 03:37:00.777]  Now imagine a world that you live in, OK?
[03:37:00.777 --> 03:37:04.558]  Just imagine it, you know, that it's not fiction.
[03:37:04.558 --> 03:37:06.918]  But you've got to do some imagining because it's tough.
[03:37:06.918 --> 03:37:08.799]  It's tough to understand this.
[03:37:08.799 --> 03:37:09.519]  All right.
[03:37:09.519 --> 03:37:10.659]  Where Elon Musk,
[03:37:11.610 --> 03:37:17.092]  prints up a bunch of mRNA shots through CureVac, okay?
[03:37:17.092 --> 03:37:38.879]  Alright, through CureVac and Tesla, does that, based on a spike protein, okay, from a virus, that you just can't believe it, but the virus itself, I'm sorry, that's not what I was looking for, I believe it's right here, yes, they find that Moderna has a patent in 2016, after they partnered with the Defense Department,
[03:37:39.818 --> 03:37:47.740]  That has a chunk of DNA, I believe it is a 12-sequence DNA nucleotide, identical to the virus.
[03:37:47.740 --> 03:37:52.741]  And the Defense Department has no reason to tell you the truth, ever.
[03:37:52.741 --> 03:37:53.681]  Okay?
[03:37:53.681 --> 03:37:55.342]  Ever, ever, ever.
[03:37:55.342 --> 03:38:09.265]  And they start the partnership, okay, for mRNA, what, to go after pandemics and engineered biological weapons, even in the case where the infectious agent or pathogen is unknown.
[03:38:09.901 --> 03:38:11.682]  This is their own press release.
[03:38:11.682 --> 03:38:13.343]  It's on their own website.
[03:38:13.343 --> 03:38:14.824]  Take a look, everybody.
[03:38:14.824 --> 03:38:27.390]  And then on top of that, so they partner in 2013, two and a half years later, they patent a cancer drug, mRNA drug, because everybody knows at this point, okay, that these are drugs.
[03:38:27.390 --> 03:38:34.854]  They specifically tell you that they are not vaccines in any way, shape, or form at all, okay, at all.
[03:38:34.854 --> 03:38:35.875]  They're not the same thing.
[03:38:36.644 --> 03:38:40.727]  The idea of using mRNA drugs is quite different.
[03:38:40.727 --> 03:38:45.972]  These are synthetic compounds that can be designed and manufactured in just about three weeks.
[03:38:45.972 --> 03:38:47.893]  Based on what?
[03:38:47.893 --> 03:38:51.496]  The genetic coding that they're doing with CRISPR-Tek.
[03:38:51.496 --> 03:39:05.007]  And then they partner, okay, their strategic collaborators, AstraZeneca, Merck, Virtex, BARDA, DARPA, Bill & Melinda Gates Foundation, Karolinska Institute, and Institut Pasteur.
[03:39:07.114 --> 03:39:22.101]  Amazingly, AMAZINGLY, you had a man who won the Nobel Prize, okay, Luc Monnier, who's now passed away, saying, hey, there's actually HIV components in the virus.
[03:39:22.101 --> 03:39:23.702]  Now, you've got what?
[03:39:23.702 --> 03:39:35.247]  That weird sequence, that weird sequence, that comes from a patent of Moderna after they get with the Defense Department, and it also has HIV in it.
[03:39:36.494 --> 03:39:38.436]  Nothing suspicious there.
[03:39:38.436 --> 03:39:39.797]  Nothing suspicious there.
[03:39:39.797 --> 03:39:41.858]  And then they try to sell you on the leak theory.
[03:39:41.858 --> 03:39:43.900]  On top of that, you think to yourself, well, wait a minute.
[03:39:43.900 --> 03:39:51.125]  If you're going to get injected with anything that resembles this virus, maybe you should be worried about HIV and autoimmune disorders.
[03:39:51.125 --> 03:39:54.248]  We talk a lot about the heart stuff, right?
[03:39:54.248 --> 03:39:56.930]  And that's coming out in public, and it's hilarious to the Moderna guy.
[03:39:56.930 --> 03:39:58.711]  They now have a heart medication.
[03:39:58.711 --> 03:39:59.792]  Ha ha ha ha ha.
[03:39:59.792 --> 03:40:02.954]  That's only been made possible by this whole thing.
[03:40:02.954 --> 03:40:04.015]  Right?
[03:40:04.015 --> 03:40:05.777]  But you have Forbes articles.
[03:40:05.777 --> 03:40:06.097]  Forbes.
[03:40:07.328 --> 03:40:15.054]  In October 2020, warning people of their risk of HIV infection from some of these.
[03:40:15.054 --> 03:40:15.475]  Alright?
[03:40:15.475 --> 03:40:16.215]  And then what happened?
[03:40:16.215 --> 03:40:18.797]  That was in the Lancet!
[03:40:18.797 --> 03:40:24.622]  And then they said some of them induced false positive HIV test results.
[03:40:24.622 --> 03:40:33.229]  So, am I allowed to ask why a biologically engineered
[03:40:34.338 --> 03:40:45.286]  A virus, period, that has connections to the Defense Department and HIV, those same people get to inject you later?
[03:40:45.286 --> 03:40:48.748]  Through the Emergency Use Authorization Act and nobody can be sued?
[03:40:48.748 --> 03:40:51.470]  Well, that sounds reasonable, right?
[03:40:52.344 --> 03:40:54.406]  So, you may mistake these two guys.
[03:40:54.406 --> 03:40:56.228]  So that's the Moderna guy.
[03:40:56.228 --> 03:40:57.429]  Okay, that's the Moderna guy.
[03:40:57.429 --> 03:41:03.354]  And by the way, I have him on camera being questioned about that association.
[03:41:03.354 --> 03:41:04.656]  I could play that as well.
[03:41:04.656 --> 03:41:07.198]  About that 12-sequence DNA nucleotide.
[03:41:07.198 --> 03:41:09.000]  He's like, oh, our experts are looking into it.
[03:41:09.000 --> 03:41:09.720]  It could have been a leak.
[03:41:10.985 --> 03:41:12.305]  And again, no leak.
[03:41:12.305 --> 03:41:13.706]  I don't believe leak theory at all.
[03:41:13.706 --> 03:41:18.587]  I'm talking about engineered bioweapon that was what seeded on humanity.
[03:41:18.587 --> 03:41:19.227]  That's what happened.
[03:41:19.227 --> 03:41:22.108]  And then a ton of other things facilitate this.
[03:41:22.108 --> 03:41:24.929]  From false tests to telling you what?
[03:41:24.929 --> 03:41:27.629]  That the flu disappeared for the first time in humanity.
[03:41:27.629 --> 03:41:31.150]  I mean, you think that Jason, that couldn't have happened?
[03:41:31.150 --> 03:41:33.751]  Guys, WHO said it.
[03:41:33.751 --> 03:41:34.951]  NPR put out a thing.
[03:41:34.951 --> 03:41:37.172]  And when I say gone, I mean gone.
[03:41:38.102 --> 03:41:39.363]  Think about this number.
[03:41:39.363 --> 03:41:43.785]  2019-2020 flu season, 400,000 people were hospitalized.
[03:41:43.785 --> 03:41:44.246]  Alright?
[03:41:44.246 --> 03:41:52.230]  As of February, including 22,000 deaths, by the way, 165 flu-related hospitalizations from October to February.
[03:41:52.230 --> 03:41:54.011]  For four months.
[03:41:54.011 --> 03:41:58.274]  Not 165,000, which would be suspect enough, because it would be more than half disappeared.
[03:41:58.274 --> 03:41:59.114]  165.
[03:41:59.114 --> 03:42:02.376]  And by the way, 400,000, that's a round number.
[03:42:02.376 --> 03:42:05.398]  It's a round number.
[03:42:05.398 --> 03:42:06.578]  Alright.
[03:42:06.578 --> 03:42:07.399]  When we come back,
[03:42:08.024 --> 03:42:16.721]  We're going to play Albert Borrella talking about, with the Davos crowd, this new biomedical tyranny.
[03:42:16.721 --> 03:42:19.566]  You will comply with the medicine we give you.
[03:42:19.566 --> 03:42:20.448]  I'm going to be showing you
[03:42:21.232 --> 03:42:26.954]  Other aspects of that biomedical tyranny via DARPA, the Defense Department.
[03:42:26.954 --> 03:42:28.095]  This is the real deal.
[03:42:28.095 --> 03:42:34.357]  We back everything we say up here with documentation, facts and people quoting it.
[03:42:34.357 --> 03:42:38.259]  I'm so glad Alex is playing that Netanyahu clip because Israel's on board.
[03:42:38.639 --> 03:42:40.041]  The Saudis are on board.
