[00:00:00.209 --> 00:00:00.650]  I will.
[02:46:46.148 --> 02:46:50.674]  Because they know that if they, even if they hit one of us, if they commit a murder inside the United States,
[02:46:51.141 --> 02:46:56.523]  They can run back into Mexico, and Mexico will never extradite them to face either the life or the death penalty.
[02:46:56.664 --> 02:47:09.129]  And then it makes it, also there's a government, and this has been out there, I've talked to one of the top Border Patrol people here in Texas, he's one of my dad's patients, now he said, oh yeah, there's a $200,000 bounty on Border Patrol.
[02:47:09.669 --> 02:47:14.211]  But Bush is down there in a love fest with Vicente Fox right now.
[02:47:15.092 --> 02:47:19.814]  Our volunteers are better equipped and better deployed than the Border Patrol itself.
[02:47:20.529 --> 02:47:26.674]  We have highly different rules of engagement when it comes to armed, uniformed, foreign military troops.
[02:47:27.034 --> 02:47:29.656]  And we know some of the local... Rules of engagement are much different than those for civilians.
[02:47:29.856 --> 02:47:42.226]  We know some of the local folks have detained tens of thousands on their ranches, and we know that there's Simcox Group, we know that there's American Patrol out there documenting all this.
[02:47:42.526 --> 02:47:48.671]  How many people that are trespassing on one ranch have you guys put under citizen's arrest and called the police?
[02:47:49.352 --> 02:47:53.495]  Most of the folks who come across here are just your simple illegal border crossers.
[02:47:53.535 --> 02:47:55.596]  They don't represent a threat because they're not armed.
[02:47:56.117 --> 02:47:58.338]  The last group that we encountered was a group of five.
[02:47:59.018 --> 02:48:02.781]  We simply gave them food and water and evicted them from the property and told them not to come back.
[02:48:02.941 --> 02:48:05.403]  Yeah, and now you've got Morris D's suing you, right?
[02:48:05.963 --> 02:48:10.826]  Well, Morris D's is suing me and the current owner of the ranch that I'm sitting on, Casey Nethercott.
[02:48:11.427 --> 02:48:14.709]  But those stem from an incident that occurred in Texas, not here in Arizona.
[02:48:15.389 --> 02:48:17.891]  The owner, by the way, is still sitting in
[02:48:18.550 --> 02:48:23.074]  Pima County Jail after having been arrested on false charges by the federal government.
[02:48:23.154 --> 02:48:43.471]  And by the way, there was a French national reporter there, you guys, and this was on tape, the reporter caught it, took photos, this was in the French News, gave them blankets, helped them, said go on down the road, don't trespass again, and it looks like that was a staged deal, suddenly the police show up, this was what, four or five months ago, and this guy's still in jail?
[02:48:43.651 --> 02:48:46.614]  Yeah, well, he was arrested a second time from
[02:48:47.521 --> 02:48:51.002]  It's kind of complicated, not to bore your listeners, but basically he was free on bail.
[02:48:51.602 --> 02:48:53.263]  He was here in Arizona at his new place.
[02:48:54.323 --> 02:48:59.945]  And false statement was filed by the prosecutor in Jim Hogg County, Texas.
[02:49:00.645 --> 02:49:03.986]  Rudy Gutierrez perjured himself by filing false charges with the FBI.
[02:49:04.206 --> 02:49:06.527]  He wrote them a letter saying Casey did this, that, and the other thing.
[02:49:07.207 --> 02:49:10.668]  The feds then took that information and placed Casey under arrest here in Arizona.
[02:49:11.628 --> 02:49:16.370]  And when they went back to Mr. Gutierrez and asked him to testify, he refused to.
[02:49:17.116 --> 02:49:34.145]  Subsequently, all federal charges against Mr. Netticott had to be dropped, because the federal authorities realized that Mr. Gutierrez, the assistant district attorney... By the way, this is the same South Texas where four towns fly the Mexican flag, not the American flag, and do not allow English in court proceedings.
[02:49:34.766 --> 02:49:34.986]  Right.
[02:49:35.226 --> 02:49:45.872]  Now, this is, in the particular case of Jim Hogg County, in the town of Hebronville, this is a county government that is really nothing more than an organized criminal enterprise
[02:49:46.482 --> 02:49:49.643]  Disguised itself and masquerading as a legitimate government.
[02:49:49.823 --> 02:49:50.203]  Okay, listen.
[02:49:50.223 --> 02:49:52.184]  They've earned the name, Texas Taliban.
[02:49:53.504 --> 02:49:55.905]  Alright, Jack Foote, give folks the website.
[02:49:55.945 --> 02:49:58.606]  I'm going to get you back on in the future for a full hour so we can take calls.
[02:49:58.646 --> 02:50:00.466]  What's the website again?
[02:50:00.666 --> 02:50:04.248]  The website address is www.ranchrescue.com.
[02:50:04.268 --> 02:50:09.329]  The phone number here at Camp Thunderbird is 520-364-3966.
[02:50:09.549 --> 02:50:14.931]  And we are asking folks to come as volunteers and to send us donations.
[02:50:15.814 --> 02:50:16.154]  All right.
[02:50:16.194 --> 02:50:17.995]  Well, thanks a lot for coming on the show, Jack.
[02:50:18.175 --> 02:50:18.955]  Thank you again, sir.
[02:50:18.975 --> 02:50:19.615]  Much appreciated.
[02:50:19.675 --> 02:50:20.036]  You bet.
[02:50:20.216 --> 02:50:22.676]  And I've checked out the whole story they're telling.
[02:50:22.696 --> 02:50:26.298]  I mean, there was a national French reporter from AFP.
[02:50:26.898 --> 02:50:28.518]  That's their Associated Press there.
[02:50:29.519 --> 02:50:34.681]  And they go out, stop a couple people.
[02:50:35.241 --> 02:50:35.861]  They're cold.
[02:50:36.761 --> 02:50:39.282]  They give them some blankets, say, don't come back on this property.
[02:50:39.682 --> 02:50:41.223]  And luckily, there was the French reporter there.
[02:50:41.263 --> 02:50:43.984]  This was all caught on tape and with photos.
[02:50:45.903 --> 02:50:50.185]  And, good thing the French reporter was still there when the police came and arrested him for assaulting him.
[02:50:50.225 --> 02:50:51.826]  I mean, it's nuts!
[02:50:51.926 --> 02:50:53.787]  But Mexican troops kill federal officers?
[02:50:54.227 --> 02:50:55.828]  Doesn't even make the news.
[02:50:56.748 --> 02:51:01.070]  Alex Jones here, announcing the release of my new film, Police State 3 Total Enslavement.
[02:51:01.270 --> 02:51:05.692]  Police State 3 details the architecture, goals, and operations of the New World Order.
[02:51:05.852 --> 02:51:07.073]  There is a chance
[02:51:07.854 --> 02:51:10.217]  Use this disaster for the New World Order.
[02:51:10.257 --> 02:51:13.060]  The New World Order can emerge.
[02:51:13.401 --> 02:51:17.606]  The film documents dozens of confirmed cases of government-sponsored terrorism worldwide.
[02:51:17.686 --> 02:51:24.614]  We rip the Sinister Patriot Act legislation one and two apart, piece by piece, and reveal the arrogance of what Ashcroft has to say about your liberty.
[02:51:24.754 --> 02:51:26.757]  You will lose your liberty.
[02:51:26.997 --> 02:51:37.502]  Homeland Security, executive orders, forced vaccinations, the new prison economy, the Total Information Society, the Pan-American Union, federal gun grants, government-run white slavery rings, and much, much more.
[02:51:37.722 --> 02:51:43.105]  If you want to understand what the new world order really is, then my new two-and-a-half-hour video, Police Day 3, is for you.
[02:51:43.605 --> 02:51:46.246]  Visit InfoWars.com or PrisonPlanet.com to order.
[02:51:46.266 --> 02:51:47.007]  They're called toll-free, 1-888-253-3139.
[02:51:47.027 --> 02:51:47.367]  That's 888-253-3139.
[02:51:47.387 --> 02:51:48.668]  Order today and spread the word.
[02:51:56.131 --> 02:51:59.394]  Introducing the most efficient gravity filter available.
[02:51:59.454 --> 02:52:03.637]  You know, if you were to throw 100 ball bearings at a magnet, most would bounce off.
[02:52:03.897 --> 02:52:06.679]  But, if you placed them on the magnet, all would stick.
[02:52:06.879 --> 02:52:09.281]  The same principle applies in water filtration.
[02:52:09.461 --> 02:52:12.483]  Most filtration systems force water through the filter at 60 degrees.
[02:52:12.503 --> 02:52:12.703]  I think?
[02:52:32.541 --> 02:52:36.405]  Get the Advanced Berkey Light for only $259 by calling New Millennium at 888-803-4438.
[02:52:36.425 --> 02:52:38.107]  Not yet available in Iowa.
[02:52:57.253 --> 02:53:03.202]  Herbal Healer Academy is the global supplier of the finest natural medicine that you may need in these troubled times.
[02:53:03.422 --> 02:53:05.685]  We specialize in keeping you alive and healthy.
[02:53:05.886 --> 02:53:12.235]  We provide outstanding products like ECAC, colloidal silver 500 parts per million, olive leaf extract,
[02:53:12.615 --> 02:53:12.895]  I think so.
[02:53:32.756 --> 02:53:33.416]  We're good to go!
[02:53:56.799 --> 02:54:02.062]  Alright, let's jam a few final calls in here.
[02:54:02.123 --> 02:54:03.523]  Wes, Ron, and maybe others.
[02:54:03.824 --> 02:54:05.465]  Wes in Colorado, you're on the air.
[02:54:05.565 --> 02:54:06.025]  Go ahead.
[02:54:06.045 --> 02:54:07.726]  Hi Alex, good to talk to you.
[02:54:07.926 --> 02:54:08.346]  You bet.
[02:54:08.446 --> 02:54:09.687]  I want to thank you for your work.
[02:54:09.747 --> 02:54:11.368]  I've got two quick things to mention.
[02:54:12.089 --> 02:54:19.773]  One is a good way to get out the word is to get some business cards made up either on your own home computer or somewhere else.
[02:54:19.793 --> 02:54:23.796]  And what you can do is if you love America, check it out and then write down
[02:54:24.289 --> 02:54:27.133]  InfoWars.com, PrisonPlanet.com.
[02:54:27.694 --> 02:54:32.480]  Also the times and station and days for your broadcast locally.
[02:54:33.822 --> 02:54:35.464]  And leave those cards out around town.
[02:54:36.645 --> 02:54:40.130]  Well that works really well in areas where we have AM and FM affiliates.
[02:54:41.042 --> 02:54:44.044]  And certainly folks can always listen over the internet or shortwave.
[02:54:44.084 --> 02:54:45.685]  And yeah, a lot of folks are doing that.
[02:54:46.165 --> 02:54:49.967]  And this show is only one small part of the solution against this tyranny.
[02:54:49.987 --> 02:54:51.588]  But yes, that's a wonderful idea.
[02:54:52.028 --> 02:54:53.629]  Another thing is community fairs.
[02:54:53.669 --> 02:55:01.714]  When they have those, you can always rent a table and have download pages that people can be there and handouts also to people for free.
[02:55:02.454 --> 02:55:04.976]  Another thing I want to mention was you mentioned about Bush.
[02:55:06.356 --> 02:55:09.098]  Recently, I saw WWE had a wrestling
[02:55:10.165 --> 02:55:17.289]  In the background, they're panning through the crowd of soldiers watching the wrestling.
[02:55:18.329 --> 02:55:21.731]  And there's two or three guys holding up a sign that says, Bush 316.
[02:55:26.353 --> 02:55:28.314]  Okay, and what does that mean?
[02:55:28.334 --> 02:55:29.634]  I think it's a biblical reference.
[02:55:29.874 --> 02:55:30.715]  I believe it is too.
[02:55:30.735 --> 02:55:32.516]  It's just a little odd.
[02:55:33.436 --> 02:55:34.717]  John 316?
[02:55:34.917 --> 02:55:36.097]  But it was actually Bush 316.
[02:55:40.276 --> 02:55:41.136]  Or is it Romans?
[02:55:41.296 --> 02:55:45.018]  It's John 3.16.
[02:55:45.158 --> 02:55:47.939]  And what does John 3.16 say?
[02:55:48.059 --> 02:55:52.641]  I think it's the way to know the Father is through the Son.
[02:55:54.522 --> 02:55:55.283]  Something like that.
[02:55:56.123 --> 02:55:56.803]  Oh, yeah.
[02:55:57.644 --> 02:55:59.084]  Alright, thanks for the call, Wes.
[02:55:59.384 --> 02:56:00.205]  I'm sorry, go ahead.
[02:56:00.625 --> 02:56:01.005]  That was it.
[02:56:01.345 --> 02:56:02.186]  Okay, thank you, sir.
[02:56:03.026 --> 02:56:04.086]  Ron in Oklahoma.
[02:56:04.166 --> 02:56:04.907]  Ron, go ahead.
[02:56:05.167 --> 02:56:07.528]  God's love of the world that He gave His only begotten Son.
[02:56:08.823 --> 02:56:10.183]  I think that's done, 316.
[02:56:10.223 --> 02:56:19.465]  But anyway, Alex, what I was going to say first off is people need to get your tapes, your 9-11 prerequisites.
[02:56:19.945 --> 02:56:23.726]  Let people know what happened at Oklahoma City, 9-11, some of the others.
