[00:00:01.149 --> 00:00:02.749]  At 888-803-4438.
[02:45:44.884 --> 02:45:50.929]  I'm having a problem trying to find new adjectives and new ways of explaining the horrors that I'm looking at.
[02:45:51.089 --> 02:45:53.732]  Well, people ask, how could what happened in Germany happen?
[02:45:54.012 --> 02:45:55.734]  The Germans were pretty good moral people.
[02:45:56.054 --> 02:45:59.557]  They bought into the law, they got a corrupt government, they went straight to hell.
[02:46:00.298 --> 02:46:01.258]  And that's happening now.
[02:46:01.599 --> 02:46:03.781]  Well, and it's going to be an interesting year.
[02:46:05.262 --> 02:46:09.686]  By the way, you're going to have to fly solo on Real Talk Radio tomorrow because I'm on my way to
[02:46:10.789 --> 02:46:12.931]  Fort Worth, Texas in a Dixon Cannon case.
[02:46:13.011 --> 02:46:19.976]  I will be testifying along with Bob Schultz, many other people, CPAs, people that were inside the IRS.
[02:46:21.497 --> 02:46:27.521]  Joe Bannister was hearing some of this right-wing extremist talk, and he just took the initiative to check it out for himself.
[02:46:28.042 --> 02:46:29.723]  Well, he's no longer employed by the IRS.
[02:46:29.743 --> 02:46:32.285]  He was a treasury agent, yeah.
[02:46:32.665 --> 02:46:35.007]  He was the enforcement part of it, and he took a look at this.
[02:46:35.694 --> 02:46:37.494]  He said, my God, these people are right.
[02:46:37.594 --> 02:46:41.555]  So he's going to be testifying in the case with Dick Simkhanian.
[02:46:41.575 --> 02:46:44.556]  Every dime you pay goes right into the IMF and World Bank, folks.
[02:46:44.756 --> 02:46:58.739]  Well, and for them to come up with a Senate bill and say Congress say all these things, that Congress finds that it's impediment to people and, you know, what they're trying to do, Alex, without answering the redress of grievances, which we have the right to do in this country.
[02:46:59.320 --> 02:47:04.961]  Bob Schultz has been doing this for a number of years, almost had Mr. Rosati, the ex
[02:47:05.734 --> 02:47:17.139]  Head of the IRS along with the Department of Justice almost had them in a national meeting until they found out that this is going to be broadcast via the internet live and they backed out of the deal.
[02:47:17.419 --> 02:47:24.862]  They're in real trouble here because a lot of people think that the income tax, well I know that we've got a lot of debt and it's to pay our fair share to keep the government running.
[02:47:25.243 --> 02:47:34.367]  Look, about a month and a half ago the Treasury Department finally came out and said that well the debts and obligations of the federal government are some 43 trillion dollars.
[02:47:34.407 --> 02:47:34.867]  That's with a T.
[02:47:35.709 --> 02:47:40.115]  Very quietly, they made that announcement as if, okay, we're exonerated, we told everybody.
[02:47:40.435 --> 02:47:41.457]  But it's worse than that.
[02:47:41.497 --> 02:47:43.820]  Some pay it as much as $78 trillion.
[02:47:44.100 --> 02:47:47.184]  And they cannot dump the IRS.
[02:47:47.204 --> 02:47:52.391]  And what they're trying to do with the IRS system right now, is they're trying to transform that to a national sales tax.
[02:47:52.799 --> 02:48:00.422]  Without admitting wrong, without admitting culpability, without admitting that they have stolen literally trillions of dollars for the American people.
[02:48:00.442 --> 02:48:06.624]  And I want people to understand, it's going to be a sales tax, and they're going to keep the income tax, okay?
[02:48:07.105 --> 02:48:10.266]  They're going to keep the income tax for, quote, Social Security.
[02:48:10.786 --> 02:48:16.471]  Then they're going to have the sales tax, which will bring federal regulators into control, state and local.
[02:48:16.931 --> 02:48:22.556]  Every cash register by law will be hooked in by a telephone line to the Matrix system.
[02:48:22.676 --> 02:48:27.100]  Everything you do, that's why they're now announcing, we're going to tax beef.
[02:48:27.140 --> 02:48:28.681]  We're going to tax fattening foods.
[02:48:29.362 --> 02:48:31.343]  We're going to tax, we're going to regulate your life.
[02:48:31.403 --> 02:48:32.204]  It's for your own good.
[02:48:32.224 --> 02:48:35.146]  We're going to tax the fuel with satellite tracker boxes.
[02:48:35.647 --> 02:48:36.908]  Everything will be tracked
[02:48:37.523 --> 02:48:38.543]  Taxed and controlled.
[02:48:38.904 --> 02:48:53.450]  And Alex, it's amazing to me, even if you and your prodigy, your child, or your children's children's children paid 100% of their income, as the IRS likes to put it, paid every dime to the federal government,
[02:48:54.059 --> 02:48:56.720]  There is no way that we can retire this debt.
[02:48:57.001 --> 02:48:58.461]  And it's all zeros and ones.
[02:48:58.481 --> 02:49:00.703]  They just put it in a computer, and then we owe it.
[02:49:00.943 --> 02:49:02.824]  And it truly is the matrix.
[02:49:03.104 --> 02:49:14.230]  It's nothing but ones and zeros, and to the people in Washington, D.C., I've got a sneaking suspicion that, well, they figure that, well, it's all gone anyhow, so eat, drink, and be merry, because tomorrow we die.
[02:49:15.130 --> 02:49:21.774]  These people in Washington, D.C., our President, our Justice Department, our Supreme Court, our Congress critters, our Senators,
[02:49:22.298 --> 02:49:28.520]  These people have been perpetrating the scam on the American people, and Alex, we're flat broke busted.
[02:49:28.780 --> 02:49:30.340]  We're flat on our back in this country.
[02:49:30.360 --> 02:49:31.521]  They've shipped the jobs out.
[02:49:31.801 --> 02:49:34.942]  They're allowing illegal aliens to come in, some 30 million of them now.
[02:49:35.122 --> 02:49:38.423]  In between China, the illegals, and the prison labor, we don't have a prayer!
[02:49:38.603 --> 02:49:48.146]  We don't, and it's amazing to me, and sometimes it causes me to tear when I watch the national news medias, and not one breath
[02:49:48.502 --> 02:49:49.263]  is ever spoken.
[02:49:49.303 --> 02:49:51.004]  It's like this deep, dark secret.
[02:49:51.044 --> 02:49:54.266]  Like, you know, you got bones in your closet here.
[02:49:54.606 --> 02:49:59.849]  It's something that they are not allowed to speak of, because if they do, they know that they would be fired.
[02:50:00.109 --> 02:50:01.210]  And John, that's a good point.
[02:50:01.230 --> 02:50:08.935]  You know, we're sitting here, we're wondering while they're building this control grid, this huge prison around us, militarizing the police, doing all this.
[02:50:10.042 --> 02:50:13.284]  We have the guns, and we never fought them as they set it all up.
[02:50:13.664 --> 02:50:18.546]  What is it they have planned so horrible that they've got to militarize, they've got to build up their force?
[02:50:18.846 --> 02:50:29.011]  Because they know even you, the yuppies, even you, the liberals, even you, the good old boy, phony conservatives, are going to be so mad that a lot of you aren't going to go along with this.
[02:50:29.071 --> 02:50:32.693]  They're getting ready to give you the Soviet Nazi experience.
[02:50:32.793 --> 02:50:34.033]  I want everybody to hear me.
[02:50:34.714 --> 02:50:35.654]  You think it's bad now?
[02:50:36.654 --> 02:50:37.615]  It hasn't begun.
[02:50:39.867 --> 02:50:42.449]  And what they're counting on, Alex, is to pull the sham off.
[02:50:42.549 --> 02:50:46.993]  Hopefully, during this chaos that they have created, that nobody will really learn the truth.
[02:50:47.213 --> 02:50:50.576]  Well, they're learning the truth because of broadcasts like yours and mine.
[02:50:50.937 --> 02:50:52.938]  There's millions of people that are waking up.
[02:50:53.539 --> 02:50:57.582]  And we've got to put a stop to this, and we've got to do it now, and we've got to take this republic back.
[02:50:57.642 --> 02:50:58.743]  If we don't... Say what?
[02:50:58.783 --> 02:50:59.424]  Stay there, John.
[02:50:59.684 --> 02:51:00.965]  Final segment straight ahead.
[02:51:01.085 --> 02:51:01.626]  Stay with us.
[02:51:01.986 --> 02:51:02.707]  Stay the course.
[02:51:06.960 --> 02:51:12.906]  Herbal Healer Academy is the global supplier of the finest natural medicine that you may need in these troubled times.
[02:51:13.126 --> 02:51:15.388]  We specialize in keeping you alive and healthy.
[02:51:15.588 --> 02:51:21.934]  We provide outstanding products like ECAC, colloidal silver 500 parts per million, olive leaf extract,
[02:51:22.324 --> 02:51:22.904]  I think so.
[02:51:44.873 --> 02:51:46.956]  Simply log on to HerbalHealer.com.
[02:51:47.116 --> 02:51:51.582]  Check out our online member testimonials and our hundreds of exceptional products.
[02:51:51.803 --> 02:51:54.887]  We have been working hard since 1988 to save the remnant.
[02:51:55.047 --> 02:52:00.915]  That's HerbalHealer.com, your website for safe, effective natural alternatives and education.
[02:52:04.577 --> 02:52:08.058]  Hello folks, Alex Jones here introducing you to the Black Berkey Replacement Elements.
[02:52:08.319 --> 02:52:11.820]  They're new and they're more powerful than any gravity filter element on the market.
[02:52:11.920 --> 02:52:15.862]  These powerful filters fit most gravity filter systems and can be installed in minutes.
[02:52:16.082 --> 02:52:22.244]  Black Berkey Replacement Elements are so powerful they remove pathogenic bacteria, cysts, parasites to non-detectable levels.
[02:52:22.645 --> 02:52:30.568]  The trihalomethanes and volatile organic chemicals such as atrazine, styrene, chloroform, and MTBE are removed below detectable limits.
[02:52:30.968 --> 02:52:36.313]  Black Berkey Filter Elements also reduce nitrates and unwanted metals such as lead, mercury, and aluminum.
[02:52:36.473 --> 02:52:40.236]  Yet the Black Berkey Filter Elements leave in the nutritional minerals that your body needs.
[02:52:40.617 --> 02:52:42.478]  And the Black Berkey Filters are reclaimable.
[02:52:42.538 --> 02:52:44.700]  Simply brush them up with Scotch-Brite pads.
[02:52:44.940 --> 02:52:49.885]  Normally $48 each, you get a 2-pack for only $91 or a 4-pack for only $173.
[02:52:49.925 --> 02:52:55.649]  Get the powerful Black Berkey Replacement Filters now by calling New Millennium at 888-803-4438 and tell them Alex Jones sent you.
[02:52:58.852 --> 02:53:02.694]  That's 888-803-4438 and protect your family.
[02:53:03.355 --> 02:53:07.677]  Alex Jones here announcing the release of my new film, Police State 3 Total Enslavement.
[02:53:07.877 --> 02:53:12.280]  Police State 3 details the architecture, goals, and operations of the New World Order.
[02:53:12.440 --> 02:53:16.802]  There is a chance to use this disaster for the New World Order.
[02:53:16.822 --> 02:53:18.203]  The New World Order.
[02:53:18.763 --> 02:53:20.185]  You will lose your liberty.
[02:53:33.717 --> 02:53:44.040]  Homeland Security, executive orders, forced vaccinations, the new prison economy, the Total Information Society, the Pan-American Union, federal gun grabs, government-run white slavery rings, and much, much more.
[02:53:44.340 --> 02:53:49.702]  If you want to understand what the New World Order really is, then my new two-and-a-half-hour video, Police Day 3, is for you.
[02:53:50.202 --> 02:53:53.723]  Visit InfoWars.com or PrisonPlanet.com to order or call toll-free 1-888-253-3139.
[02:53:53.743 --> 02:53:54.203]  That's 888-253-3139.
[02:53:54.223 --> 02:53:55.264]  Order today and spread the word!
[02:54:07.297 --> 02:54:08.919]  Alright folks, we're almost out of time.
[02:54:08.959 --> 02:54:11.722]  I wanted to read part of this article and get John's comments on it.
[02:54:12.082 --> 02:54:18.949]  The British, the US, the Israelis, the Chinese, everybody has been caught blowing stuff up and blaming it on their enemies.
[02:54:18.969 --> 02:54:19.529]  Hitler did it.
[02:54:19.970 --> 02:54:21.131]  This is Channel News Asia.
[02:54:21.151 --> 02:54:22.973]  I've been talking about this for five years.
[02:54:23.573 --> 02:54:24.154]  Four years.
[02:54:25.488 --> 02:54:30.533]  Russian Secret Service seizes copies of book linking it to 99 bombings, Moscow.
[02:54:31.073 --> 02:54:42.624]  Russian police and FSB, that's new KGB, special services have seized a load of books allegedly linking the FSB to deadly bombings in 99 that led to the current war in separatist Chechnya, the bookseller said.
[02:54:43.200 --> 02:54:59.628]  Some 4,400 issues of the book, entitled FSB Blows Up Russia, and authored by former FSB agent Alexander Litvinko, now exiled in Britain, were confiscated en route from the western city of Poskov to Moscow.
