[00:00:05.746 --> 00:00:08.747]  Everything is proceeding
[03:38:03.388 --> 03:38:06.869]  Instead of using Google, use StartPage.com.
[03:38:06.869 --> 03:38:09.409]  They don't record your searches.
[03:38:09.409 --> 03:38:11.310]  It's a step in the right direction.
[03:38:11.310 --> 03:38:12.970]  I think that they're one of your sponsors, aren't they?
[03:38:12.970 --> 03:38:14.751]  No, no, they're great folks.
[03:38:14.751 --> 03:38:17.291]  And I really support StartPage.com.
[03:38:17.291 --> 03:38:24.153]  It's just that when I'm on a radio show or something, I have to say, you know, let's say I'm on some talk show and I've got like a minute and a half.
[03:38:25.242 --> 03:38:32.664]  I have to say, go to search engines, like startpage.com, but if I just say Google, people know.
[03:38:32.664 --> 03:38:43.486]  And the problem is, I've gotten so Google obsessed, where I know how to search Google, that with some other search engines, if I give out a certain headline, it may not get what I'm looking for.
[03:38:43.486 --> 03:38:45.947]  But I think it's important to use proxy servers.
[03:38:46.787 --> 03:38:53.110]  And I've gone over to Startpage in my own research.
[03:38:53.110 --> 03:39:07.318]  And for all of you, I certainly encourage all of you to have a group of friends, email friends, around the country that once a week or twice a week or once a day, you send them information about the economy, about politics,
[03:39:08.079 --> 03:39:14.344]  Yeah, don't just receive this information, and I know most of you already know this, use it!
[03:39:14.344 --> 03:39:17.227]  Because it's hurting the globalists, that's why they're calling for restricting it.
[03:39:17.227 --> 03:39:23.533]  Be a magnifier, be the clear light, be the Paul Reveres, because I'll tell you what,
[03:39:24.508 --> 03:39:29.352]  A few of us, as we grow and grow and grow, we are sending out information.
[03:39:29.352 --> 03:39:36.499]  And the information that I received just four or five years ago is just minuscule in comparison to what I receive every week.
[03:39:36.499 --> 03:39:37.300]  It's exponential.
[03:39:37.300 --> 03:39:38.821]  It's unbelievable what I'm getting.
[03:39:38.821 --> 03:39:40.783]  And the quality of info is getting better.
[03:39:40.783 --> 03:39:42.985]  You know, the globalists have their disinfo agents.
[03:39:43.385 --> 03:39:55.550]  You know, it's not just radical Hispanic groups funded by the Ford Foundation and the CIA on record that are trying to go out and say, you're an Uncle Tom to Hispanics that are, you know, free market, pro-Second Amendment, pro-America.
[03:39:55.550 --> 03:40:00.953]  I've had the white supremacist, like Hal Turner, who's now been proven to be a Fed in major newspapers, he admits he's...
[03:40:01.733 --> 03:40:02.394]  We're good to go.
[03:40:23.152 --> 03:40:29.057]  So now it's not a Ron Paul libertarian type thing, it's a Republican thing, but that's not working as well.
[03:40:29.057 --> 03:40:41.967]  So just like I've had white supremacists try to intimidate me over the last 15 years to, you know, you're white, you better join us or you're scum, the Hispanics can't give in to that either, and Tea Party people can't go under the Republican Party's control.
[03:40:41.967 --> 03:40:43.388]  All of this is about co-opting.
[03:40:44.028 --> 03:40:44.629]  Absolutely.
[03:40:44.629 --> 03:40:51.358]  And the fact remains, is very very clear, is that we're all in this together.
[03:40:51.358 --> 03:40:54.002]  It's not just white Americans.
[03:40:54.002 --> 03:40:54.843]  It's not just...
[03:40:55.794 --> 03:41:00.536]  It's not just male Americans, it's not just Americans, it's all the people of this planet.
[03:41:00.536 --> 03:41:03.618]  And we have a choice between fear and love.
[03:41:03.618 --> 03:41:11.922]  We have a choice between materialism and domination, or an economy and a world in which we cooperate and we take care.
[03:41:11.922 --> 03:41:13.363]  And right now is the choice.
[03:41:13.363 --> 03:41:16.724]  Every single one of you, every single one of you have a choice.
[03:41:16.724 --> 03:41:20.246]  And by sitting out, by not doing anything, and just by listening to the show,
[03:41:20.646 --> 03:41:22.508]  I know you've already cast your vote.
[03:41:22.508 --> 03:41:28.135]  And one person, as Mahatma Gandhi said, can change the whole world.
[03:41:28.135 --> 03:41:31.619]  Trust yourself by telling the truth and having courage.
[03:41:31.619 --> 03:41:33.081]  Well, I think that's the key.
[03:41:33.081 --> 03:41:35.303]  Courage doesn't mean you have to charge a machine gun next.
[03:41:35.303 --> 03:41:36.905]  It means you've got to stand up at a dinner party.
[03:41:37.506 --> 03:41:39.348]  I mean, I'll be in a convenience store and say, look at this!
[03:41:56.667 --> 03:42:00.510]  None of this candy has regular sugar.
[03:42:00.510 --> 03:42:01.811]  It's all aspartame.
[03:42:01.811 --> 03:42:03.512]  Did you know that's a chemical weapon?
[03:42:03.512 --> 03:42:06.754]  Did you know it's the byproduct of a genetically engineered bacteria?
[03:42:06.754 --> 03:42:15.100]  Go home and search engine the term aspartame manufacturing process or aspartame cancer.
[03:42:15.100 --> 03:42:18.383]  And people will be looking at me weird and I go, it's normal for me to warn you.
[03:42:18.803 --> 03:42:22.266]  We're supposed to communicate, not just stuff you see on TV.
[03:42:22.266 --> 03:42:23.967]  You're meant to talk to your neighbors.
[03:42:23.967 --> 03:42:35.556]  And so I'll start preaching even louder and I do that in front of my kids when they're with me at the grocery store or at a convenience store after we go on a hike and we pull in and they want some water and they want some bubblegum and I can't buy it.
[03:42:35.556 --> 03:42:38.138]  I go, I'm sorry, this has chemical weapons in it.
[03:42:38.138 --> 03:42:39.819]  And they go, oh, that's right, daddy.
[03:42:39.819 --> 03:42:43.822]  And then some guy starts laughing and my son turns and says, I guess he's brainwashed.
[03:42:45.595 --> 03:42:47.337]  I love you, Alex.
[03:42:47.337 --> 03:42:48.418]  I do the same thing.
[03:42:48.418 --> 03:42:49.418]  I play a lot of golf.
[03:42:49.418 --> 03:43:07.234]  I go out to the driving range, and you know, about once every three times I'm at the driving range, the white jets go over and are laying down the chemtrails, and there'll be 20 people at the driving range, and nobody, they're outside, and 99% of the people never look up in the air.
[03:43:07.234 --> 03:43:10.137]  And I'll just go, hey, friends, take a look up there.
[03:43:10.137 --> 03:43:11.338]  What is that up there?
[03:43:11.798 --> 03:43:12.518]  What is that?
[03:43:12.518 --> 03:43:22.544]  That's not a contrail, and I'll get people talking, and the amazing thing is, eyes wide shut.
[03:43:22.544 --> 03:43:26.766]  Our suppressors, our slave masters, have done such an incredible job.
[03:43:26.766 --> 03:43:28.968]  They are carrying out their crime.
[03:43:29.888 --> 03:43:32.290]  Right in front of our eyes.
[03:43:32.290 --> 03:43:33.031]  But you know what?
[03:43:33.031 --> 03:43:36.354]  There are people that have their eyes wide open.
[03:43:36.354 --> 03:43:37.775]  And more and more people.
[03:43:37.775 --> 03:43:40.497]  And you can just point to people and say, what is that up there?
[03:43:40.497 --> 03:43:40.977]  What is that?
[03:43:40.977 --> 03:43:42.339]  That is not a contrail.
[03:43:42.339 --> 03:43:44.420]  And then explain to them what a chemtrail is.
[03:43:44.420 --> 03:43:47.383]  And I want to go over this briefly and then go to calls.
[03:43:47.383 --> 03:43:49.565]  Not just about chemtrails, but a microcosm.
[03:43:51.004 --> 03:44:04.854]  In 1992, a scientist, and we're making a film on this, got a Nobel Prize for a plan to stop global warming, which we know is a fraud, that's just their cover story, to spray barium salts and aluminum dioxide in the atmosphere.
[03:44:04.854 --> 03:44:10.217]  Now suddenly in the last five years, high school textbooks say the government is spraying, this is normal.
[03:44:10.217 --> 03:44:12.379]  So for the kids, they're just being conditioned.
[03:44:12.379 --> 03:44:14.420]  For adults, we're told it doesn't exist.
[03:44:14.420 --> 03:44:19.844]  Then the White House science czar who wrote EcoScience, his first speech, you can pull this up on YouTube,
[03:44:20.624 --> 03:44:23.827]  John P. Holdren talks about geoengineering.
[03:44:23.827 --> 03:44:28.492]  And he'll say, we've been doing tests since the early 90s of spraying the atmosphere.
[03:44:28.492 --> 03:44:30.153]  Now we're going operational.
[03:44:30.153 --> 03:44:32.696]  But there's never a discussion about the funding or who's doing it.
[03:44:32.696 --> 03:44:36.460]  So what's happened is, because we've exposed the chemtrails of the aerosol crimes.
[03:44:36.460 --> 03:44:36.600]  Yeah.
[03:44:37.020 --> 03:44:52.829]  They come right out in plain view and calmly say, yes we're spraying you, move along, just like they came out on Fox News, AP, Reuters the last month, New York Times, and said, we are helping grow the opium, we have to or Al-Qaeda will make the money.
[03:44:52.829 --> 03:44:55.210]  And they'll take over $500 billion a year.
[03:44:55.210 --> 03:45:03.835]  No discussion of where are you shipping it, why don't you just legalize it, and then that would drive down the price and Al-Qaeda wouldn't get the money, or, well what do you mean Al-Qaeda will get the money?
[03:45:04.415 --> 03:45:07.356]  Again, they just, oh, we are growing the opium now.
[03:45:07.356 --> 03:45:09.317]  Oh, we are spraying you now.
[03:45:09.317 --> 03:45:12.718]  Oh, we are looking at putting things in your water to sterilize you.
[03:45:12.718 --> 03:45:13.778]  They're already doing it.
[03:45:13.778 --> 03:45:20.580]  So it's that same thing of, it isn't just in their religious or sadomasochistic psycho world they do this.
[03:45:20.580 --> 03:45:25.322]  There's a method to it where they just calmly tell you, like it loses the power.
[03:45:25.322 --> 03:45:26.802]  Yeah, we're spraying you.
[03:45:26.802 --> 03:45:28.903]  Yeah, there's some cancer viruses in there.
[03:45:28.903 --> 03:45:30.743]  Yeah, I was all hype about the flu.
[03:45:30.743 --> 03:45:33.144]  Yeah, we're growing the drugs, yeah.
[03:45:34.446 --> 03:45:35.367]  It's amazing!
[03:45:35.367 --> 03:45:36.908]  It's right in front of our eyes!
[03:46:05.186 --> 03:46:07.168]  What more fun things are there to do?
[03:46:07.168 --> 03:46:08.468]  And we're only alive once.
[03:46:08.468 --> 03:46:15.172]  This is a great time of change and we're going to decide the destiny of this planet and then its journey to the stars.
[03:46:15.172 --> 03:46:16.073]  Let's go to phone calls.
[03:46:16.073 --> 03:46:19.314]  Well said, George Humphrey, economist, joining us here in studio.
[03:46:19.314 --> 03:46:20.755]  Author, filmmaker as well.
[03:46:20.755 --> 03:46:21.616]  Again, I'm Alex Jones.
[03:46:21.616 --> 03:46:27.899]  If you just joined us as we attempt to wake the planet up to defeat the New World Order, the social engineers.
[03:46:27.899 --> 03:46:29.600]  Let's talk to Frank in Nevada.
[03:46:29.600 --> 03:46:30.161]  You're on the air.
[03:46:30.161 --> 03:46:30.741]  Thanks for holding.
[03:46:31.809 --> 03:46:33.150]  Hey, how you doing, guys?
[03:46:33.150 --> 03:46:34.451]  Just a terrific show.
[03:46:34.451 --> 03:46:36.753]  I'm loving listening to you today.
[03:46:36.753 --> 03:46:38.234]  You know, you've got to remember one thing.
[03:46:38.234 --> 03:46:44.979]  In ritual magic, one of the things that they like to do is they like to create out of nothing.
[03:46:44.979 --> 03:46:51.723]  In other words, when they create a work of art that formants their concept, like the films a couple of years ago.
[03:46:51.723 --> 03:46:53.345]  Yeah, no, that's the lesser magic.
[03:46:53.345 --> 03:46:58.168]  That's preparing the sword, you know, the rough sword, before they polish it.
[03:46:58.168 --> 03:46:58.748]  Exactly.
[03:46:58.748 --> 03:47:00.810]  The thing we have to remember is we cannot
[03:47:01.909 --> 03:47:02.109]  I don't
[03:47:21.525 --> 03:47:22.486]  Well, well, well said, my friend.
[03:47:39.740 --> 03:47:41.762]  And I think it's that separation from them.
[03:47:41.762 --> 03:47:43.624]  You know, they're in their evil.
[03:47:43.624 --> 03:47:50.490]  We have to be part of the good and the love and we need to make the clean break and point out and even declare it.
[03:47:50.490 --> 03:47:52.132]  Saying something's powerful.
[03:47:52.132 --> 03:47:53.032]  I am not with you.
[03:47:53.032 --> 03:47:55.094]  I'm going to stand against you.
[03:47:55.094 --> 03:47:57.677]  I'm going against you and we're going to beat you.
[03:47:58.397 --> 03:48:13.919]  I think it's very important to declare it and to really consciously realize this so people who serve this system who are compartmentalized and who aren't consciously part of the evil, you need to assess what you're in and understand that if you're aiding and abetting this system
