[00:00:00.110 --> 00:00:00.272]  Hmm.
[02:44:45.614 --> 02:44:52.439]  Well, first of all, with Platinum and Palladium, the performance has been spectacular.
[02:44:52.439 --> 02:44:56.723]  In fact, they've even gone further ahead percentage-wise than Gold and Silver have.
[02:44:57.546 --> 02:45:04.732]  But they are basically industrial metals, and much more so than gold and silver.
[02:45:04.732 --> 02:45:13.359]  And so I think there'll be a catch-up by gold and silver on a percentage basis over the next couple of years.
[02:45:13.359 --> 02:45:18.824]  But they have done very well, and they are good investments.
[02:45:18.824 --> 02:45:26.330]  I like the fact that gold and silver have been monetary metals in the past, and I always look forward to the time
[02:45:26.932 --> 02:45:35.356]  That maybe we might have enough problems that we have to use them to commence trade with.
[02:45:35.356 --> 02:45:53.564]  And so I like to stick to them, but Platinum and Palladium have done very well and probably will continue to, but probably not as good a performance as Gold and Silver because they've already run up in front of them.
[02:45:53.564 --> 02:45:55.625]  The other part of the question was,
[02:45:57.672 --> 02:45:59.653]  Income-producing trusts.
[02:45:59.653 --> 02:46:00.674]  Oh, yes.
[02:46:00.674 --> 02:46:07.018]  The only ones that I have looked at and have liked are the oil and gas trusts.
[02:46:07.018 --> 02:46:08.999]  Exactly, those family partnerships.
[02:46:08.999 --> 02:46:12.922]  It can also be used as a family partnership, correct?
[02:46:12.922 --> 02:46:17.364]  Right, and they're yielding about 7% a month.
[02:46:17.364 --> 02:46:21.207]  You know, 7% on an annualized basis, and they pay every month.
[02:46:21.207 --> 02:46:24.689]  And for people who are elderly, who need more income,
[02:46:26.627 --> 02:46:28.629]  Then that's a good way to go.
[02:46:28.629 --> 02:46:43.103]  But it's not without risk, too, because if the price of oil went to $40 a barrel, the value of the security that you purchased certainly would go down, even though the dividend would still be there for you.
[02:46:43.103 --> 02:46:46.227]  On the other hand, if oil were to go from $75 to $115 a barrel,
[02:46:49.398 --> 02:46:53.921]  Then the value of the security, the trust would go up.
[02:46:53.921 --> 02:46:56.463]  And so there is a play in the market there.
[02:46:56.463 --> 02:46:59.305]  But you can't get that kind of yield anyplace else.
[02:46:59.305 --> 02:47:01.286]  And it's a natural resource.
[02:47:01.286 --> 02:47:07.430]  And with all the nasty things that are going on in the world, there's a good chance that they could make oil go higher.
[02:47:07.430 --> 02:47:11.573]  Well, it's just like gold or silver comes out of the ground or platinum.
[02:47:11.573 --> 02:47:15.876]  I mean, it's a raw material that has always had intrinsic value.
[02:47:15.876 --> 02:47:17.097]  I appreciate your call, John.
[02:47:17.097 --> 02:47:18.257]  Let's go to Mark in Oklahoma.
[02:47:18.257 --> 02:47:18.938]  You're on the air, Mark.
[02:47:21.460 --> 02:47:23.161]  Afternoon, how are y'all doing this afternoon?
[02:47:23.161 --> 02:47:24.583]  Good sir, welcome.
[02:47:24.583 --> 02:47:32.690]  Hey, I woke up to your show about a couple years ago from an anonymous lady and believe it or not I can't even find her name in the phone book.
[02:47:32.690 --> 02:47:34.011]  I don't even know who she is now.
[02:47:34.011 --> 02:47:46.582]  So, anyway, you can call that divine providence I guess, but I've been able to wake up several people here in Oklahoma and what I wanted to talk about is I went to an energy conference
[02:47:47.355 --> 02:48:01.484]  This past Wednesday here in Oklahoma, and a Rhodes Scholar was speaking as a keynote speaker at lunch, and he was talking about the CO2 and carbon trading and carbon taxes, and at the end he opened it up for questions.
[02:48:01.484 --> 02:48:15.012]  And so I said that, you know, oil went from $80 to $140 very quickly, and I said that was in due large part to derivatives trading by Goldman Sachs bankers.
[02:48:15.012 --> 02:48:16.493]  And now you're sitting here telling us
[02:48:17.011 --> 02:48:25.376]  That we should trust the same people that are going to be allowed to trade these same derivatives on carbon, which would raise prices for all energy in general.
[02:48:25.376 --> 02:48:28.618]  And so that creates another economic choke point.
[02:48:28.618 --> 02:48:33.121]  So, why should we trust the very same people that got us into trouble in the first place?
[02:48:33.121 --> 02:48:36.422]  Well, plus it's a solution to a non-issue!
[02:48:36.422 --> 02:48:38.584]  What did he say to that?
[02:48:38.584 --> 02:48:40.485]  He had no comment.
[02:48:40.485 --> 02:48:43.927]  He was taken back by it that someone in the audience was even aware enough
[02:48:44.628 --> 02:48:50.272]  To ask the question, and I had several people that came up to me at the end and said, why don't you run for office?
[02:48:50.272 --> 02:48:52.853]  And I said, oh, no, if I was in office, I couldn't ask that question.
[02:48:52.853 --> 02:48:54.855]  Well, here's the good news.
[02:48:54.855 --> 02:49:03.420]  These different, you know, mercantile exchanges having these carbon credits, you know, they've gone from over $100 down to 50 cents.
[02:49:03.420 --> 02:49:04.921]  I mean, I've seen cases of that.
[02:49:04.921 --> 02:49:11.505]  They're all gone from blue chip, you know, high quality AAA stuff down to penny stocks.
[02:49:11.505 --> 02:49:12.046]  Bob Chapman?
[02:49:14.512 --> 02:49:15.292]  That's right.
[02:49:15.292 --> 02:49:24.535]  And, uh, you know, it's, this business of carbon taxation is an absolute scam.
[02:49:24.535 --> 02:49:35.459]  And of course, uh, the, um, uh, the whole thing is run by, uh, Al Gore and other members of the Council on Foreign Relations, et cetera.
[02:49:35.459 --> 02:49:41.921]  And this is the way they want to fund what they want to fund not only in the United States, but worldwide.
[02:49:41.921 --> 02:49:43.321]  And, uh, their,
[02:49:44.085 --> 02:49:45.666]  They just don't want to give up.
[02:49:45.666 --> 02:49:54.972]  I mean, you and I covered this in a big way about a year ago, especially when we were part of the group that exposed what was going on.
[02:49:54.972 --> 02:50:06.279]  And, uh, carbon taxes are just another scam, and I'm happy that this gentleman stood up and asked the hard question of, what do you mean?
[02:50:06.279 --> 02:50:07.800]  What are you doing?
[02:50:07.800 --> 02:50:10.662]  And the speaker had to back off and
[02:50:11.351 --> 02:50:17.873]  Just stand there and say nothing, because someone had exposed him for what he was, and just another phony.
[02:50:17.873 --> 02:50:28.737]  Well, this gives the private bankers control over energy, and they state, the global government will be run by the six megabanks, and they will charge you carbon taxes, and you will pay them.
[02:50:28.737 --> 02:50:30.738]  And it's just a giant fraud.
[02:50:30.738 --> 02:50:32.758]  Hey, we're the bankers that ripped you off!
[02:50:32.758 --> 02:50:35.819]  Now, pay us money or the Earth will die.
[02:50:35.819 --> 02:50:37.600]  I mean, it's the oldest trick in the book.
[02:50:38.160 --> 02:50:39.521]  And the good news is it's imploding.
[02:50:39.521 --> 02:50:45.304]  We're going to jam in Aaron, Michael, and Bill, maybe even Brian, in the final segment straight ahead with Bob Chapman.
[02:50:45.304 --> 02:50:45.984]  I'm Alex Jones.
[02:50:45.984 --> 02:50:47.745]  This is the GCN Radio Network.
[02:50:47.745 --> 02:50:51.807]  GCNlive.com is a great news website as well.
[02:50:51.807 --> 02:50:56.889]  They post a lot of our key reports and many others from Ron Paul and others at GCNlive.com.
[02:50:56.889 --> 02:50:59.271]  So for other news we haven't covered, GCNlive.com.
[02:51:01.175 --> 02:51:03.695]  You worry, but only because you're paying attention.
[02:51:03.695 --> 02:51:07.256]  What's happening in the Gulf of Mexico illustrates an audacity toward nature.
[02:51:07.256 --> 02:51:15.738]  A similar audacity called GMO, or genetically modified organisms, means that the quality of commercially grown food may be compromised with our health in the balance.
[02:51:15.738 --> 02:51:21.219]  Now that summer's here, what better time to learn about the bounty that nature provides in wild edible food?
[02:51:21.219 --> 02:51:26.300]  Let author Linda Runyon show you the best-kept secret in plain sight that food is everywhere you look.
[02:51:26.840 --> 02:51:34.888]  This summer, for the cost of a good meal or two out, you can literally starvation-proof yourself and your loved ones against any future craziness, and put up tons of free food too.
[02:51:34.888 --> 02:51:40.334]  Whatever experiment is being run on us, you can rest assured that Linda's 50 or so staple foods aren't involved.
[02:51:40.334 --> 02:51:41.575]  Our foods are their enemy.
[02:51:42.156 --> 02:51:48.020]  So go to ofthefield.com or call toll-free 1-888-51-EAT-FREE and take that first step.
[02:51:48.020 --> 02:51:51.002]  Make your oasis of food security and nutrition now.
[02:51:51.002 --> 02:51:54.264]  That's O-F-T-H-E-F-I-E-L-D dot com or call 1-888-513-2837.
[02:51:54.264 --> 02:51:55.725]  Start now and make 2010 your year of independence!
[02:52:01.008 --> 02:52:03.390]  They helped to create a New World Order.
[02:52:03.390 --> 02:52:05.713]  We are part of a New World Order.
[02:52:05.713 --> 02:52:08.935]  A New World Order based upon collective action.
[02:52:08.935 --> 02:52:14.040]  Invisible Empire is a damning indictment of the globalists through their own words and documents.
[02:52:14.040 --> 02:52:18.244]  The New World Order really is a tool for addressing a new world of possibilities.
[02:52:18.544 --> 02:52:21.008]  It means all the world under their control.
[02:52:21.008 --> 02:52:23.772]  The United Nations would take over America.
[02:52:23.772 --> 02:52:26.696]  The Trilateral Commission would control the world.
[02:52:26.696 --> 02:52:34.308]  Invisible Empire chronicles how men of power and influence have worked in stealth for centuries to establish an oppressive world government.
[02:52:34.628 --> 02:52:39.892]  I believe, first of all, that we now need nothing short of a world constitution for the global financial system.
[02:52:39.892 --> 02:52:42.874]  Global governance with the establishment of the G20.
[02:52:42.874 --> 02:52:46.557]  So it's going to be an inner ruling elite and then everyone else.
[02:52:46.557 --> 02:52:47.618]  And I got news for you.
[02:52:47.618 --> 02:52:48.979]  You're everyone else.
[02:52:48.979 --> 02:52:50.460]  Invisible Empire.
[02:52:50.460 --> 02:52:55.223]  Secure your copy today at InfoWars.com or PrisonPlanet.com.
[02:52:55.223 --> 02:52:58.305]  Or watch it online in the highest quality at PrisonPlanet.tv.
[02:53:04.975 --> 02:53:06.936]  Afraid to answer it?
[02:53:06.936 --> 02:53:08.838]  Afraid to answer your door?
[02:53:08.838 --> 02:53:16.122]  Did you know that debt settlement, bankruptcy, and attorneys will cost you about 10 times more than you would legally be required to pay creditors?
[02:53:16.122 --> 02:53:18.344]  These are not ways to help you get out of debt.
[02:53:18.344 --> 02:53:20.365]  They are expensive payment plans.
[02:53:20.365 --> 02:53:25.208]  And if you're in debt already, does it make sense to load yourself up with another payment plan?
[02:53:25.208 --> 02:53:29.591]  Zero debt in 90 days gets you out of debt in 90 days, guaranteed.
[02:53:29.591 --> 02:53:31.973]  And that's the website you need to visit right now.
[02:53:32.293 --> 02:53:34.655]  ZeroDebtGuaranteed.com.
[02:53:34.655 --> 02:53:40.518]  Zero debt in 90 days gets you out of debt without a payment plan and without attorneys or going to court.
[02:53:40.518 --> 02:53:44.941]  ZeroDebtGuaranteed.com is the quickest solution to debt relief on the planet.
[02:53:44.941 --> 02:53:54.247]  If you have more than $25,000 in credit card debt, student loans, or difficult mortgage situation, we can help and we are the only organization to provide written guarantees on the results.
[02:53:54.247 --> 02:53:56.908]  Go to ZeroDebtGuaranteed.com.
[02:53:56.908 --> 02:53:58.889]  That's ZeroDebtGuaranteed.com.
[02:54:07.791 --> 02:54:19.976]  Alright, it's a final segment here.
[02:54:19.976 --> 02:54:25.399]  We're just doing our best to get people to wake up to how crazy things have gotten.
[02:54:25.399 --> 02:54:27.060]  And this happens every time in history.
[02:54:27.060 --> 02:54:32.342]  You let corruption take over, it gets worse and worse and worse until the society collapses and the crooks don't care.
[02:54:33.530 --> 02:54:38.952]  Hey Alex and Bob, thanks for taking my call and I'd just like to say I'm a new listener.
[02:55:02.813 --> 02:55:09.940]  First time caller and reason why I'm a new listener is because of my buddy who's a city inspector down there in Austin.
[02:55:09.940 --> 02:55:11.902]  He's a big fan of yours.
[02:55:11.902 --> 02:55:14.164]  Anyway, I just want to get to my question here.
[02:55:14.164 --> 02:55:17.948]  I wanted to ask Bob and you, where do you think the economy is going?
[02:55:17.948 --> 02:55:21.432]  Because in my situation, me and my wife, we
[02:55:22.438 --> 02:55:22.518]  I'm
[02:55:37.128 --> 02:55:41.171]  I believe some laws were passed to make them do that, but it's not being enforced, Bob.
[02:56:08.092 --> 02:56:12.433]  That's correct, and the banks really don't want to make any deals.
[02:56:12.433 --> 02:56:18.015]  They just assume they'll have the houses and dump them into the market.
[02:56:18.015 --> 02:56:23.556]  And I think they're going to end up with a lot of houses, and I think that's the final intention.
[02:56:23.556 --> 02:56:27.437]  But I think you should see how it goes.
