[00:00:20.234 --> 00:00:20.794]  Welcome back.
[02:12:20.028 --> 02:12:24.011]  First of all, I grew up in Brooklyn and I saw
[02:12:26.000 --> 02:12:29.403]  Looking back on my life, I saw about 30 of my friends die.
[02:12:30.003 --> 02:12:34.587]  You know, getting shot, overdosing on drugs.
[02:12:36.129 --> 02:12:38.130]  Any number of things that took them off the planet.
[02:12:38.371 --> 02:12:39.571]  You know, beautiful brothers.
[02:12:40.552 --> 02:12:45.615]  So as I started to become more conscious, I looked around and I started asking this very important question.
[02:12:45.655 --> 02:12:50.479]  I think the most important question that I ask myself and that you can ask yourself is why?
[02:12:51.299 --> 02:12:53.380]  And I wanted to find out what was going on.
[02:12:54.241 --> 02:12:55.782]  So I began to change.
[02:12:55.902 --> 02:12:57.583]  I began to examine everything.
[02:12:57.603 --> 02:13:01.466]  I don't like to use the word critically, but I started to really check things out.
[02:13:03.154 --> 02:13:05.556]  So I went through a very, very serious change.
[02:13:06.457 --> 02:13:07.978]  I mean, serious change.
[02:13:08.839 --> 02:13:13.804]  And what my wife and I did, we decided that we were going to drop out from the system.
[02:13:13.824 --> 02:13:18.168]  We delivered two of our three children at home using midwife.
[02:13:18.268 --> 02:13:19.989]  She didn't take any medication.
[02:13:20.590 --> 02:13:21.771]  We didn't go to a doctor.
[02:13:23.032 --> 02:13:28.878]  She talked me into doing that, but it was a beautiful experience for me to be there to help deliver our children.
[02:13:29.998 --> 02:13:35.705]  They were born, by the way, two years apart on the same day, and our oldest daughter helped us deliver our children.
[02:13:36.286 --> 02:13:38.349]  We also changed our diets.
[02:13:38.950 --> 02:13:43.215]  We saw the hospital system was killing our people, so we changed our diets.
[02:13:44.136 --> 02:13:46.459]  We have been vegan for about 30 years.
[02:13:46.519 --> 02:13:47.440]  That means no meat,
[02:13:49.336 --> 02:13:51.138]  The hospital system's killing everybody, buddy!
[02:13:51.298 --> 02:13:57.282]  ...all in any form, no dairy products, no sugar, no white flour, the same thing that Dr. Woodard could talk about.
[02:13:57.963 --> 02:14:00.204]  Because we understood that we were in a war.
[02:14:00.665 --> 02:14:02.426]  And I want to emphasize that to you.
[02:14:02.826 --> 02:14:04.087]  We are in a war.
[02:14:06.649 --> 02:14:17.377]  We left New York and went to North Carolina and we, and really it's on her again, we decided that we were not going to go in debt because the new form of slavery was economic slavery.
[02:14:19.065 --> 02:14:23.009]  We got some land, we're very fortunate, and we built our own house.
[02:14:23.049 --> 02:14:24.170]  We built a large house.
[02:14:24.190 --> 02:14:25.852]  It took us 16 months.
[02:14:25.892 --> 02:14:29.375]  We worked night and day, every day, for the 16 months.
[02:14:29.415 --> 02:14:38.124]  And she was out there with a chainsaw in the cold, in the rain, and we worked and we built the house so we would not have to give white people any money.
[02:14:39.648 --> 02:14:47.292]  I taught on the college level for a number of years at a so-called black college, and I'm down against black colleges.
[02:14:47.312 --> 02:14:51.935]  I'm going to tell you straight up, because some of the madness that's going on in these schools.
[02:14:52.855 --> 02:14:56.998]  But what I want to say is that there are two things going on on the planet now.
[02:14:57.558 --> 02:15:05.903]  One is that when white people came to us and said, we're going to free you, we're going to emancipate you from the plantation, what they did was
[02:15:08.027 --> 02:15:13.251]  Extended the boundaries of the plantation and made it an international plantation.
[02:15:13.311 --> 02:15:13.852]  That's true.
[02:15:14.752 --> 02:15:16.313]  Made us think that we were free.
[02:15:16.413 --> 02:15:16.914]  That's true.
[02:15:17.454 --> 02:15:23.579]  In addition to that, they made every white person on earth a plantation master.
[02:15:23.659 --> 02:15:24.820]  Not true.
[02:15:24.840 --> 02:15:25.861]  They made us slaves.
[02:15:26.701 --> 02:15:28.122]  So there are two things in operation.
[02:15:28.162 --> 02:15:30.044]  We are in an international prison.
[02:15:31.825 --> 02:15:35.248]  Not just in America, but everywhere we go our people are dying.
[02:15:36.420 --> 02:15:41.164]  So the things that are in operation on this planet is that white people want to kill us.
[02:15:41.444 --> 02:15:42.765]  I want you to understand that.
[02:15:43.266 --> 02:15:44.927]  They want to kill you.
[02:15:44.947 --> 02:15:57.297]  And it has nothing to do with what kind of degree you have, what kind of car you have, what kind of title you have, what fraternity you belong to, what religion you belong to.
[02:15:57.398 --> 02:16:01.161]  They want to kill you because that is part of their plan.
[02:16:02.148 --> 02:16:04.631]  There are any number of reasons why they want to do that.
[02:16:05.051 --> 02:16:08.615]  I'm not going to waste my time trying to figure out why they want to kill us.
[02:16:09.897 --> 02:16:11.559]  But I know that's what they want to do.
[02:16:11.739 --> 02:16:14.082]  And they want to do it in many different ways.
[02:16:15.370 --> 02:16:26.915]  Psychological, economic, cultural, spiritual, social, biological, chemical, electromagnetic, they want to kill you.
[02:16:27.616 --> 02:16:32.518]  But, they also want to make money in the process of your death.
[02:16:32.658 --> 02:16:33.038]  That's true.
[02:16:33.058 --> 02:16:36.139]  Now I saw a brother when I was coming and he was smoking a cigarette.
[02:16:36.500 --> 02:16:41.522]  So now he's gonna kill himself, but they're gonna make money off of his death process.
[02:16:43.612 --> 02:16:49.710]  The other thing is that they want us to, if they don't kill us like they tried to kill the brother by beating him up and...
[02:16:50.794 --> 02:17:07.688]  New Orleans, if they don't kill us that way, or shooting like they killed the brother in Cincinnati, or like they killed Malice Green in Detroit, or like they killed Greenwich up in Pittsburgh, if they don't come out right and kill us straight, they want to get us to kill ourselves.
[02:17:08.549 --> 02:17:11.271]  Now these are the only two operations on the planet.
[02:17:11.451 --> 02:17:13.313]  And then he starts calling white people the N-word.
[02:17:13.333 --> 02:17:19.218]  We're going to cut out that part, come back from break, and play the balance where he calls for killing every white person on earth.
[02:17:20.202 --> 02:17:22.863]  Now, the issue is white people are smoking cigarettes.
[02:17:23.063 --> 02:17:30.707]  I'll guarantee you 99.9% of white people who haven't heard this show don't understand that you've got the top globalists.
[02:17:30.727 --> 02:17:31.348]  But let me tell you something.
[02:17:31.368 --> 02:17:32.148]  China's involved.
[02:17:32.668 --> 02:17:33.609]  Japan's involved.
[02:17:34.769 --> 02:17:36.530]  Black leaders have been bought off in Africa.
[02:17:36.570 --> 02:17:37.090]  They're involved.
[02:17:37.591 --> 02:17:38.931]  He talks about police brutality.
[02:17:39.412 --> 02:17:41.813]  In Africa, the cops act just like they do here or worse.
[02:17:42.393 --> 02:17:43.394]  They're black on black.
[02:17:43.434 --> 02:17:46.355]  It's the nature of corruption and big government, buddy.
[02:17:46.835 --> 02:17:47.936]  Not the white devil.
[02:17:48.797 --> 02:17:49.600]  We'll be right back.
[02:17:50.283 --> 02:17:54.660]  I'm yours truly, the White Devil, Alex Jones, exposing the New World Order.
[02:18:00.390 --> 02:18:01.290]  Global meltdowns.
[02:18:01.650 --> 02:18:02.671]  Massive unemployment.
[02:18:03.051 --> 02:18:03.831]  Endless wars.
[02:18:04.271 --> 02:18:05.512]  A new currency crisis.
[02:18:05.912 --> 02:18:07.653]  Financially and morally bankrupt.
[02:18:07.993 --> 02:18:09.833]  A great and terrible storm is approaching.
[02:18:10.154 --> 02:18:11.774]  So what's the best way to get ready?
[02:18:12.034 --> 02:18:13.755]  To get prepared for hard times ahead.
[02:18:14.115 --> 02:18:15.716]  Introducing Off The Grid News.
[02:18:16.116 --> 02:18:22.258]  A weekly newsletter for independent patriots who want practical advice on how to survive and prosper in an increasingly dangerous world.
[02:18:22.598 --> 02:18:27.522]  It's the best way to get a black belt in emergency preparedness, survival skills, and off-the-grid living.
[02:18:27.862 --> 02:18:41.972]  Off the Grid News is fiercely independent, all about self-reliance, and packed with helpful information on survival gardening, food preparation, alternative energy, herbal medicines, privacy and security, as well as God, gold, and guns, with absolutely no apologies.
[02:18:42.293 --> 02:18:42.953]  And the best part?
[02:18:43.113 --> 02:18:46.796]  This $100 a year service is now free of charge for our listeners.
[02:18:47.176 --> 02:18:51.177]  That's right, free for our listeners who sign up at OffTheGridNews.com.
[02:18:51.397 --> 02:18:53.098]  That's OffTheGridNews.com.
[02:18:53.318 --> 02:18:56.159]  You can sign up for free at OffTheGridNews.com.
[02:18:56.519 --> 02:18:58.099]  OffTheGridNews.com.
[02:18:59.740 --> 02:19:03.721]  You may be arrested and or subject to other police action.
[02:19:03.961 --> 02:19:04.861]  Tyranny is here.
[02:19:05.221 --> 02:19:08.883]  The grim future foretold in 1984 has become reality.
[02:19:09.103 --> 02:19:11.363]  It really says that the state is God.
[02:19:11.383 --> 02:19:16.765]  The United States is now recognized globally as one of the most oppressive police states on Earth.
[02:19:17.236 --> 02:19:23.521]  This film conclusively proves the existence of a secret network of FEMA camps, now being expanded nationwide.
[02:19:23.921 --> 02:19:29.465]  This documentary exposes how the continuity of government program has established an all-powerful shadow state.
[02:19:29.886 --> 02:19:33.588]  Police State 4 chronicles the sickening depth to which our Republic has fallen.
[02:19:34.069 --> 02:19:38.132]  Prepare to enter the secretive world of emergency dictatorship.
[02:19:38.372 --> 02:19:41.154]  Body scanners, sound cannons, citizen spies,
[02:19:41.654 --> 02:19:42.535]  Don't answer it!
[02:20:01.517 --> 02:20:09.609]  If fear strikes your heart when the phone rings, knowing it may be another bill collector, it's time for you to call Zero Debt in 90 Days.
[02:20:09.629 --> 02:20:10.170]  800-477-9256.
[02:20:11.112 --> 02:20:17.201]  Settlements, bankruptcy, and attorneys are not the answer, and may end up costing you up to 10 times more than necessary.
[02:20:17.421 --> 02:20:21.503]  Listen, if you're already in debt, does it make sense to get buried in another payment plan?
[02:20:21.703 --> 02:20:28.948]  Zero Debt in 90 Days gets you out of debt in 90 days, guaranteed, without a payment plan, and without attorneys or going to court.
[02:20:29.088 --> 02:20:33.150]  Get the fastest relief from debt on the planet when you call 800-477-9256.
[02:20:33.330 --> 02:20:44.837]  If you have debt with the IRS, credit cards, student loans, or a foreclosure, we can help at Zero Debt in 90 Days, and we are the only organization to provide written guarantees on the results.
[02:20:45.157 --> 02:20:47.501]  Go to ZeroDebtGuaranteed.com.
[02:20:47.682 --> 02:20:50.066]  That's ZeroDebtGuaranteed.com.
[02:20:50.266 --> 02:20:51.929]  Or call now for free information.
[02:20:51.949 --> 02:20:51.989]  800-477-9256.
[02:20:52.009 --> 02:20:52.330]  That's 800-477-9256.
[02:21:01.758 --> 02:21:04.280]  Alright, here's the climax of the professor.
[02:21:04.761 --> 02:21:08.524]  You know, why doesn't he go out and give speeches against 50 plus percent of black support in their babies?
[02:21:08.544 --> 02:21:09.244]  Oh, he's a liberal.
[02:21:10.285 --> 02:21:15.610]  Why doesn't he go out and tell black folks to rally and expose the government shipping their drugs in?
[02:21:16.807 --> 02:21:18.528]  Or how black leaders are on the payroll.
[02:21:18.568 --> 02:21:19.389]  He probably does.
