[00:00:00.069 --> 00:00:00.990]  Political talk.
[02:35:02.576 --> 02:35:08.779]  And they've been right for 35 years, so I'm hoping I can sleep better at night based on the fact of what he said.
[02:35:09.180 --> 02:35:09.760]  All right, Nick.
[02:35:09.800 --> 02:35:10.300]  Thank you.
[02:35:10.340 --> 02:35:11.501]  Joe in North Carolina.
[02:35:11.541 --> 02:35:12.922]  Next question for Lindsey Williams.
[02:35:13.902 --> 02:35:16.345]  Hey Alex, this is Joe in North Carolina, man.
[02:35:16.685 --> 02:35:17.326]  Good to talk to you.
[02:35:17.746 --> 02:35:18.327]  Good to talk to you.
[02:35:18.967 --> 02:35:20.209]  Hey, quick question.
[02:35:20.649 --> 02:35:30.340]  I've been listening to you guys for about a year, and if there were maybe two points that you could make to kind of wake me up just a little bit more, what would you say?
[02:35:32.208 --> 02:35:42.415]  Well, if any two points would wake you up, I would say number one would be the fact that he said there's not going to be any shortages on the grocery store shelves, but yet you will probably go hungry because you won't have the money to buy it.
[02:35:42.796 --> 02:35:46.718]  They will devalue the dollar by 30 to 50 percent in the next 12 months.
[02:35:47.219 --> 02:35:52.122]  Then, his comparison with crude oil and the one on Dubai world.
[02:35:52.482 --> 02:35:55.064]  Please, those are probably the most important things right now.
[02:35:55.084 --> 02:35:56.525]  All right, Phil, thank you.
[02:35:56.605 --> 02:35:58.427]  Let's talk to Michael in Mississippi.
[02:35:58.467 --> 02:35:59.127]  You're on the air.
[02:35:59.187 --> 02:35:59.647]  Go ahead.
[02:36:02.188 --> 02:36:02.648]  Hey, Alex.
[02:36:02.689 --> 02:36:03.409]  Hey, Pastor William.
[02:36:04.090 --> 02:36:04.370]  Hi, Michael.
[02:36:04.390 --> 02:36:05.111]  I had a question.
[02:36:05.271 --> 02:36:06.032]  Yes, sir.
[02:36:07.213 --> 02:36:25.289]  The last time you talked, this last time, Pastor, but the time before that you had talked to this gentleman, you had mentioned it was maybe online on one of the talk shows or maybe on your DVD, but you mentioned specifically something about a connection between specifically 2012, the Mayan calendar,
[02:36:27.020 --> 02:36:33.003]  And I got the videos, and I listened, and I never heard anything about that specifically.
[02:36:33.263 --> 02:36:34.684]  Could you tell me about that?
[02:36:35.324 --> 02:36:37.305]  You probably have the wrong set of videos.
[02:36:37.525 --> 02:36:43.868]  Because I've received so much material from this man within the past six months, we have done two different sets of videos.
[02:36:44.169 --> 02:36:45.769]  There are three videos in each one.
[02:36:46.130 --> 02:36:51.932]  The latest set probably is the one that I went into that, and basically what he said to me was, he said, the dollar will be dead.
[02:36:51.952 --> 02:36:53.033]  These are his exact words.
[02:36:53.053 --> 02:36:54.094]  The dollar will be dead by 2012.
[02:36:55.534 --> 02:37:07.220]  I said that is the same date that the Mayan calendar has some things that will probably be happening, and we went into that more in our latest DVD set, which we'll talk about a little bit later.
[02:37:07.360 --> 02:37:08.581]  Yes, Michael, thank you.
[02:37:08.661 --> 02:37:09.981]  Phil in Jersey.
[02:37:10.021 --> 02:37:10.682]  You're on the air.
[02:37:10.722 --> 02:37:11.202]  Go ahead.
[02:37:11.222 --> 02:37:13.543]  Yes, how you doing?
[02:37:13.943 --> 02:37:23.668]  I wanted to know if there was any Achilles heel that he indicated that these people have that might be a way that we could organize and take them down before they take us down.
[02:37:24.594 --> 02:37:28.375]  You sure can, and I am so glad you asked that.
[02:37:29.456 --> 02:37:30.776]  Oh my goodness, thank you so much.
[02:37:31.217 --> 02:37:34.278]  When I lived with the elite, I found there's only one thing that scares them to death.
[02:37:34.758 --> 02:37:37.199]  That's the masses of people waking up and learning the truth.
[02:37:37.659 --> 02:37:39.360]  And that's what Alex Jones is all about.
[02:37:39.620 --> 02:37:40.140]  He tells them.
[02:37:40.320 --> 02:37:41.200]  He tells it straight.
[02:37:41.801 --> 02:37:44.482]  And they are scared to death of you waking up.
[02:37:44.562 --> 02:37:47.903]  As a result, I mentioned, I think when I was on the Alex Jones Show last,
[02:37:48.463 --> 02:37:58.026]  That they have extended their timeline because you gave them $2.5 trillion back in the last two months of the Bush administration, and they do not want you to wake up.
[02:37:58.246 --> 02:37:59.247]  They're scared to death.
[02:37:59.547 --> 02:38:02.127]  In fact, that's the reason that they all... I asked him this.
[02:38:02.388 --> 02:38:03.648]  Oh, thank you for bringing this up.
[02:38:04.048 --> 02:38:08.089]  I asked him, I said, why are you going to diminish the dollar by 50% this year?
[02:38:08.589 --> 02:38:09.870]  He doesn't want you to wake up.
[02:38:10.390 --> 02:38:18.272]  He wants you to keep on like a frog boiling in the pot, and instead of completely collapsing the dollar overnight, they are not going to do that, by the way.
[02:38:18.293 --> 02:38:19.153]  This is a prediction.
[02:38:19.453 --> 02:38:21.233]  They are not going to collapse the dollar overnight.
[02:38:21.293 --> 02:38:23.374]  Well, that's what the G20 has said.
[02:38:23.494 --> 02:38:24.534]  It will be 30-50% in 2012.
[02:38:24.594 --> 02:38:27.675]  The G20 has said publicly, coordinated devaluation.
[02:38:28.436 --> 02:38:28.856]  Yes.
[02:38:29.096 --> 02:38:29.576]  Incremental.
[02:38:30.036 --> 02:38:30.856]  Alright, thank you.
[02:38:31.177 --> 02:38:32.537]  Thank you, Phil.
[02:38:32.557 --> 02:38:33.137]  Good question.
[02:38:33.477 --> 02:38:34.618]  Richie in Georgia.
[02:38:34.718 --> 02:38:35.698]  Richie, you're on the air.
[02:38:37.097 --> 02:38:38.097]  Alex, hey guys.
[02:38:38.137 --> 02:38:38.798]  How are you doing?
[02:38:39.058 --> 02:38:39.778]  God bless you.
[02:38:39.838 --> 02:38:44.600]  I just want to appreciate, say we appreciate everything that you've been teaching us, waking us up.
[02:38:44.900 --> 02:38:49.602]  And just real quick, I know that the news is happening.
[02:38:49.842 --> 02:38:53.603]  There's so much ammunition in their gun that they're shooting at us right now.
[02:38:55.178 --> 02:39:03.587]  I've been trying to get in the paper and let them know about the possible assassination attempts and Paul Craig Roberts' interview.
[02:39:03.647 --> 02:39:13.417]  I've been relaying that to my local community here, but I really wanted to get the word out to the Christians across the nation.
[02:39:14.928 --> 02:39:21.235]  Uh, to, uh, form a something other than the Tea Party because the Tea Party's being infiltrated.
[02:39:21.575 --> 02:39:35.430]  Uh, is there any way that we could possibly do an interview sometime so that the people would, you know, I'd have some credibility to reach out to those people and us try to, uh, you know, come up with a grassroots movement, uh, you know, twice a year?
[02:39:35.710 --> 02:39:36.731]  Do an interview where?
[02:39:38.476 --> 02:39:40.741]  Well I was wondering if maybe we could do that sometime.
[02:39:42.024 --> 02:39:42.866]  To get the word out.
[02:39:43.187 --> 02:39:43.668]  On what?
[02:39:44.971 --> 02:39:45.672]  What type of interview?
[02:39:46.912 --> 02:40:07.341]  Well, you made it a point that the Tea Party is being infiltrated, and I think we need a truly independent movement, and I think if we reach out to all the Christians in the country and all the churches, I feel like I can network with those people and really... Well, listen, I hear you and I appreciate your call.
[02:40:07.381 --> 02:40:10.463]  Look, man, I'm trying to keep my lights on and just run my operation.
[02:40:10.523 --> 02:40:12.444]  I'm not all powerful, but just...
[02:40:13.604 --> 02:40:18.645]  You don't have to save the world by yourself, sir, and have some big complex thing I'm involved with, and you wake up every church.
[02:40:19.045 --> 02:40:20.185]  Try waking up one church.
[02:40:20.745 --> 02:40:22.026]  You say, have credibility with them.
[02:40:22.046 --> 02:40:23.206]  Make copies of my films.
[02:40:23.246 --> 02:40:23.886]  Give them to people.
[02:40:24.946 --> 02:40:27.147]  By the way, we've been given an exclusive article.
[02:40:27.167 --> 02:40:31.788]  He sent it to us and said, this is directly to you, not even through his syndicated column.
[02:40:32.668 --> 02:40:35.248]  Paul Craig Roberts this morning sent it to us, asked us to post it.
[02:40:35.869 --> 02:40:37.389]  It's the road to Armageddon.
[02:40:38.169 --> 02:40:41.492]  And it's a key article about 9-11 truth, World War III, and a lot more.
[02:40:41.992 --> 02:40:43.913]  Very powerful that Dr. Roberts sent us.
[02:40:44.314 --> 02:40:47.076]  It's up on InfoWars.com and PrisonPlanet.com right now.
[02:40:47.116 --> 02:40:48.116]  The Road to Armageddon.
[02:40:48.437 --> 02:40:49.357]  Dr. Paul Craig Roberts.
[02:40:49.377 --> 02:40:50.618]  We're going to break here in a few minutes.
[02:40:50.638 --> 02:40:56.763]  We're going to come back with final calls and questions for Lindsey Williams at 1-800-259-9231.
[02:40:56.843 --> 02:41:00.585]  Please give him quick questions he can answer in this limited time we have with him.
[02:41:00.605 --> 02:41:01.566]  We'll probably have him back soon.
[02:41:02.867 --> 02:41:04.569]  You've made so many books and DVDs.
[02:41:04.609 --> 02:41:06.271]  Before you'd write a book maybe every ten years.
[02:41:06.652 --> 02:41:08.514]  Or a DVD every five, six years.
[02:41:08.794 --> 02:41:12.499]  You're really churning it out because so much is happening now and this guy's telling you so much.
[02:41:13.740 --> 02:41:17.385]  Give people the toll free number to call and get some of the DVD packages and books.
[02:41:18.306 --> 02:41:19.967]  Alex, we are re-editing.
[02:41:20.087 --> 02:41:24.089]  Please notice my wording carefully as a result of what the former caller said.
[02:41:24.489 --> 02:41:35.474]  We have re-edited this weekend, and we will have ready to ship to you on Monday morning everything that I have been told by this elitist in this conversation on yesterday.
[02:41:35.894 --> 02:41:41.476]  I plead with you for the sake of your dinner table and your friends, my DVDs are not copywritten.
[02:41:41.536 --> 02:41:42.937]  Copy them, get them out all you can.
[02:41:43.337 --> 02:41:43.957]  The number is 888-799.
[02:41:48.232 --> 02:41:49.934]  That's fine.
[02:41:49.954 --> 02:41:51.456]  Give folks the number.
[02:41:51.476 --> 02:41:51.596]  Sure.
[02:41:51.616 --> 02:41:52.757]  Give people the number.
[02:42:07.577 --> 02:42:22.802]  The number is 888-799-6111, or go to prophecyclub.com on the web, P-R-O-P-H-E-C-Y-C-L-U-B.com, and you'll see it all listed there.
[02:42:23.362 --> 02:42:25.363]  The number one more time for folks that may have missed it.
[02:42:25.383 --> 02:42:25.423]  888-799-6111.
[02:42:31.247 --> 02:42:32.368]  One, one, one.
[02:42:32.488 --> 02:42:39.652]  And if anybody has a financial problem, please, I have told our operators not to turn anybody down.
[02:42:40.192 --> 02:42:44.234]  Ask for the economy offer if you're having any financial trouble.
[02:42:44.254 --> 02:42:46.355]  I know a lot of people in America having financial problems.
[02:42:46.375 --> 02:42:47.676]  All right, we've got to go to break, Lindsey.
[02:42:47.696 --> 02:42:48.156]  Got to go to break.
[02:42:48.216 --> 02:42:53.259]  Final segment calls straight ahead, ladies and gentlemen, here on the GCN Radio Network.
[02:42:53.699 --> 02:42:54.680]  We'll be right back.
[02:42:54.800 --> 02:42:56.961]  InfoWars.com is the website.
[02:42:57.793 --> 02:43:04.656]  This is Alex Jones and I want to tell you about the Ecola Blue Atmospheric Water Generator that produces pure drinking water right from the humidity in the air.
[02:43:04.776 --> 02:43:06.717]  No, this isn't science fiction, it's very real.
[02:43:06.877 --> 02:43:08.998]  I know because I use one every day in my own home.
[02:43:09.118 --> 02:43:10.639]  And it's available right now to you.
[02:43:10.759 --> 02:43:15.101]  Because you know exactly where your water comes from with Ecola Blue, you'll know what's in your cup.
[02:43:15.241 --> 02:43:17.603]  Clean, great tasting water without all the pollutants.
[02:43:17.803 --> 02:43:22.445]  Get your family off the grid today by ordering your own Ecola Blue Atmospheric Water Generator.
[02:43:22.585 --> 02:43:28.547]  For your home or business, their best seller, the Ecola Blue 28, produces up to 7 gallons of water every day.
[02:43:28.607 --> 02:43:31.348]  The Ecola Blue 28 is easy to use and economical.
[02:43:31.428 --> 02:43:34.069]  Generate your own pure water from the humidity in the air.
[02:43:34.150 --> 02:43:41.332]  This system is free of chemicals and uses a multi-stage filtration system, including reverse osmosis, carbon filters, and ultraviolet lights.
[02:43:41.612 --> 02:43:45.594]  Order now and claim your water independence today by calling Ecola Blue at 1-800-691-6043.
[02:43:45.634 --> 02:43:45.874]  That's 1-800-691-6043.
[02:43:58.965 --> 02:44:02.609]  Hundreds of nations have fallen to tyranny in the last century alone.
[02:44:02.990 --> 02:44:05.993]  This is our last chance to not relive history.
[02:44:06.233 --> 02:44:07.635]  As we're finishing off this agenda,
[02:44:08.534 --> 02:44:10.995]  We're pulling the rug from underneath Americans at home.
[02:44:11.015 --> 02:44:17.257]  We have tremendous influence on our President and Congress, and they really are calling the shots.
[02:44:17.397 --> 02:44:22.919]  I think it's incumbent upon all of us as American citizens to pay attention.
