[00:00:00.109 --> 00:00:01.090]  News is taking place.
[02:34:30.479 --> 02:34:32.681]  See, we're all being taught, we're all prisoners.
[02:34:32.841 --> 02:34:36.664]  Because 150 people in 2008, out of 61 million in France, 61,500,000, now you're all guilty.
[02:34:42.950 --> 02:34:48.394]  Oh, somebody wrecked text messaging so nobody can even look at their cell phone now in most cities.
[02:34:48.974 --> 02:34:54.879]  Oh, some terrorist attacks so now all of you have to go through naked body scanners and have your body recorded.
[02:34:55.139 --> 02:34:57.721]  I mean, this is what all tyrannies lead to.
[02:34:58.141 --> 02:34:59.122]  This is what they want.
[02:34:59.382 --> 02:35:02.444]  Psychopaths enjoy people in slave pits.
[02:35:02.925 --> 02:35:03.745]  They like it.
[02:35:04.526 --> 02:35:07.408]  You like a big plate of enchiladas and going to a football game?
[02:35:07.428 --> 02:35:08.569]  They like raping little kids.
[02:35:08.989 --> 02:35:09.790]  And you're going to learn that.
[02:35:10.370 --> 02:35:11.811]  You're going to learn it at the hands of the government.
[02:35:12.231 --> 02:35:20.897]  They've been very good here with all the entertainment and fun, having it going on right under the surface, but now it's coming up, and they tell us torture's good, and torture's admissible in court.
[02:35:21.237 --> 02:35:24.700]  They torture people six, seven, eight years, and now they have hearings with them.
[02:35:27.208 --> 02:35:28.229]  Admissible in court.
[02:35:28.489 --> 02:35:30.109]  See, we are becoming pure evil.
[02:35:30.310 --> 02:35:31.190]  Here it is, continue.
[02:35:31.370 --> 02:35:33.151]  Five, he was sent to school in the mornings.
[02:35:33.731 --> 02:35:36.472]  They taught him to read and write, to add and subtract.
[02:35:37.073 --> 02:35:40.454]  The teachers were guards with pistols and sticks to beat the little ones.
[02:35:40.474 --> 02:35:41.275]  Hit pause.
[02:35:42.637 --> 02:35:49.221]  All over the United States, they're turning elementary and middle schools into giant, federally funded boot camp military schools.
[02:35:50.342 --> 02:35:58.808]  The Boy Scouts are being taken over in every major city, and the Explorer Scouts by the police and Homeland Security, training to take on, quote, veterans and gun owners.
[02:35:58.848 --> 02:35:59.508]  New York Times.
[02:35:59.548 --> 02:36:00.369]  But they say that's good.
[02:36:00.689 --> 02:36:03.031]  I mean, folks, they're actually setting this up.
[02:36:03.571 --> 02:36:05.252]  This is the scientific dictatorship.
[02:36:05.732 --> 02:36:06.153]  Continue.
[02:36:06.933 --> 02:36:11.537]  One day, he witnessed a teacher beating a little girl on the head so hard that she died the next day.
[02:36:11.557 --> 02:36:15.781]  In the afternoon, the five-year-old was sent to the mountains to do hard labor.
[02:36:16.081 --> 02:36:24.188]  The only positive thing about that was that it was possible to catch mice, rats, worms, and snakes for the eternally hungry stomachs.
[02:36:24.708 --> 02:36:26.390]  Friendship and closeness didn't exist.
[02:36:26.870 --> 02:36:28.031]  Everyone was on his own.
[02:36:28.411 --> 02:36:30.093]  Everybody else could be an informer.
[02:36:31.377 --> 02:36:37.340]  Our society was constructed in a way so that my mother was supposed to inform on me and I would inform on her.
[02:36:37.360 --> 02:36:38.741]  Hit pause again!
[02:36:38.821 --> 02:36:40.382]  Hit pause!
[02:36:42.037 --> 02:36:52.679]  In Austin, they put TV ads on, I've got a clip of it, in Fall of the Republic, where they say, 200 bucks to report on your neighbors or family, passing them out to the kids, and the cops are like, this is how we stop crime!
[02:36:53.319 --> 02:37:06.882]  But we know everywhere else, Germany, North Korea, we know it's bad, we know Pol Pot, our own government-funded Pol Pot, we know it's evil, folks, but they've got, and the guards and police get in this psychopathic power trip.
[02:37:07.402 --> 02:37:10.283]  Now they taser you if you don't get in line right away, here it is.
[02:37:10.663 --> 02:37:12.044]  Jin was taken from his mother.
[02:37:12.744 --> 02:37:18.588]  He was placed in a dormitory and supposed to attend secondary school.
[02:37:19.649 --> 02:37:21.991]  From 12 years on, it was nothing but work.
[02:37:23.131 --> 02:37:24.652]  But they called it secondary school.
[02:37:25.773 --> 02:37:27.394]  There was no reading or stuff like that.
[02:37:34.488 --> 02:37:38.572]  It would be two years before he was to see his mother and an unknown brother again.
[02:37:39.452 --> 02:37:47.039]  But before that, he was suddenly dragged out from the dormitory by guards, thrown into an isolation cell, and subjected to unspeakable torture.
[02:37:47.059 --> 02:37:47.560]  And pause!
[02:37:48.897 --> 02:37:52.678]  Notice there was an older brother he'd never met that had been kept in another slave pit.
[02:37:53.198 --> 02:37:59.740]  See, it's about breaking the family down to where one time you're putting a cell with a woman to get her pregnant, you don't know your brother.
[02:37:59.760 --> 02:38:03.761]  And I mean, this is pure boot stomping on the human face forever.
[02:38:04.141 --> 02:38:04.441]  This is 1984.
[02:38:05.762 --> 02:38:07.222]  This is what you're going to live under.
[02:38:07.562 --> 02:38:08.463]  Do you understand?
[02:38:08.763 --> 02:38:09.583]  Unless you say no.
[02:38:09.643 --> 02:38:10.083]  Continue.
[02:38:13.904 --> 02:38:14.804]  Cutting his fingers off.
[02:38:18.735 --> 02:38:24.307]  Putting a giant hook through him.
[02:38:25.369 --> 02:38:26.010]  Over fire.
[02:38:36.189 --> 02:38:38.151]  His mother and brother had attempted to escape.
[02:38:38.731 --> 02:38:43.315]  The idea was to get the 14-year-old boy to reveal if he knew anything about the attempt.
[02:38:43.675 --> 02:38:45.817]  But he knew nothing and couldn't tell anything.
[02:38:46.357 --> 02:38:48.419]  The torture went on for seven months.
[02:38:49.080 --> 02:38:56.986]  One day, it was the 29th of October 1996, Shin was dragged out to an open square and placed in the first row of the prisoners there.
[02:38:57.787 --> 02:38:59.508]  He thought he was about to be executed.
[02:39:00.269 --> 02:39:02.331]  But then they brought out his mother and his brother.
[02:39:06.126 --> 02:39:08.008]  I think it is better we skip this part.
[02:39:15.133 --> 02:39:16.334]  The brother was shot.
[02:39:22.019 --> 02:39:22.719]  The mother hung.
[02:39:23.380 --> 02:39:27.283]  She was tied up in gags, but just before she died, she looked directly at him.
[02:39:28.063 --> 02:39:28.984]  He avoided her eyes.
[02:39:30.105 --> 02:39:34.228]  From then on, a miserable life was transformed to daily naked horror.
[02:39:39.302 --> 02:39:42.523]  After the death of my mother, I had an incredible hard time.
[02:39:43.123 --> 02:39:44.224]  I was beaten every day.
[02:39:44.484 --> 02:39:45.204]  I almost died.
[02:39:45.224 --> 02:39:48.805]  The other children attacked him.
[02:39:49.506 --> 02:39:51.586]  Your life is lost, they yelled and laughed.
[02:39:51.626 --> 02:39:53.387]  They stole his food.
[02:39:53.407 --> 02:39:58.749]  And all the time he hated his mother and brother for what they had done.
[02:40:01.870 --> 02:40:02.750]  I blamed them a lot.
[02:40:02.990 --> 02:40:03.851]  It's hard to express.
[02:40:10.615 --> 02:40:17.981]  Just... Mom... But it was a good thing that they died.
[02:40:18.001 --> 02:40:23.746]  I resented my mom and brother a lot.
[02:40:23.806 --> 02:40:26.128]  In what way?
[02:40:31.289 --> 02:40:35.110]  After all, they had committed a crime.
[02:40:35.570 --> 02:40:36.290]  Pause.
[02:40:36.910 --> 02:40:42.692]  That's like the average American defending the government, defending the police, defending torture, defending killing a million Iraqis.
[02:40:43.092 --> 02:40:44.473]  You are just like him now.
[02:40:45.973 --> 02:40:53.275]  Years after he escaped through the electrical barbed wire fence, incredible, just the whole backs of his legs burned off, just molten scars.
[02:40:56.553 --> 02:40:57.194]  Remember that.
[02:40:57.935 --> 02:41:01.999]  He still defends them because that's the mind control.
[02:41:02.379 --> 02:41:04.642]  He loves O'Brien.
[02:41:04.682 --> 02:41:05.763]  He loves Big Brother.
[02:41:07.244 --> 02:41:08.926]  He's been to the Chestnut Inn.
[02:41:09.947 --> 02:41:10.488]  Go back to it.
[02:41:18.598 --> 02:41:19.379]  Years went by.
[02:41:19.399 --> 02:41:22.705]  Shin was teamed up with a guy who had lived outside the wire.
[02:41:23.426 --> 02:41:32.260]  He told the boy about Kim Jong-il and his father, Kim Il-sung, and about the fact that a world existed out there where there was endless amount of food every day.
[02:41:34.947 --> 02:41:36.007]  The food made me escape.
[02:41:37.548 --> 02:41:41.990]  Even if it was going to cost me my life, the only thing that interested me was the food.
[02:41:42.070 --> 02:41:43.030]  All right, stop there.
[02:41:43.870 --> 02:41:51.274]  BBC reports have had top British people on, remember a few years ago, that you're going to have a ration card for how much food you can have.
[02:41:51.314 --> 02:41:52.194]  That's the carbon tax.
[02:41:52.234 --> 02:41:53.655]  You're all going to live like that.
[02:41:53.695 --> 02:41:54.455]  That's been announced.
[02:41:54.895 --> 02:41:56.355]  They're going to phase it in incrementally.
[02:41:56.615 --> 02:41:58.756]  We already have more people in prison than any other country in the world.
[02:41:59.156 --> 02:41:59.576]  It's over!
[02:42:00.176 --> 02:42:01.317]  Unless we say no to these people.
[02:42:01.597 --> 02:42:02.777]  I'm going to skip this final break.
[02:42:02.797 --> 02:42:05.097]  It's a network break, so stations are playing ads over it.
[02:42:05.117 --> 02:42:06.518]  They're really not supposed to.
[02:42:06.558 --> 02:42:06.978]  Whatever.
[02:42:07.738 --> 02:42:10.719]  It's not even that a lot of stations sit there and play ads over our breaks.
[02:42:11.119 --> 02:42:14.640]  It's that then, when we do skip a network break, you don't hear what I have to say, even though it's our time.
[02:42:15.340 --> 02:42:16.500]  But we're going to break here in a moment.
[02:42:17.440 --> 02:42:18.421]  Except for network break.
[02:42:19.341 --> 02:42:20.361]  I'm going to go ahead and go to calls.
[02:42:21.181 --> 02:42:21.942]  That's only part of it.
[02:42:21.962 --> 02:42:23.042]  You can go watch the rest of it.
[02:42:23.062 --> 02:42:23.762]  It gets even worse.
[02:42:27.034 --> 02:42:29.275]  And, uh, that's what we fight.
[02:42:30.015 --> 02:42:30.875]  That's what we're up against.
[02:42:31.895 --> 02:42:32.835]  What did Ted Bundy do?
[02:42:32.855 --> 02:42:34.876]  He went and chained women down for months and tortured them.
[02:42:35.396 --> 02:42:36.756]  What does every psycho do?
[02:42:37.056 --> 02:42:38.197]  This is beautiful to them.
[02:42:38.737 --> 02:42:42.318]  When psychopaths get control of your government, that's what's set up.
[02:42:42.638 --> 02:42:46.199]  Doesn't matter if it's in Asia, Europe, Latin America, that's what happens.
[02:42:47.119 --> 02:42:49.739]  As for me, I'm gonna try to peaceably beat these people.
[02:42:50.139 --> 02:42:52.140]  I'm gonna try to peaceably wake up as many as I can.
[02:42:54.338 --> 02:42:56.644]  And I will die on my feet instead of on my knees.
[02:42:56.845 --> 02:42:57.667]  I'll tell you that right now.
[02:42:58.820 --> 02:43:00.081]  I'm not going to a work camp.
[02:43:00.801 --> 02:43:03.383]  You're not going to have some guard sitting there putting hooks through me.
[02:43:03.443 --> 02:43:06.504]  I mean, they may grab me off the street and get away with that.
[02:43:07.005 --> 02:43:12.088]  And the point is, and I know that's tyranny, that's terrorism to say I'm not going to be sent to a death camp.
[02:43:12.368 --> 02:43:14.609]  The average American is like, you must go to death camp if government says.
[02:43:14.649 --> 02:43:15.430]  Government is God.
[02:43:15.790 --> 02:43:17.731]  See, you have been brought into this.
[02:43:17.991 --> 02:43:18.952]  It's over for some of you.
[02:43:19.212 --> 02:43:20.653]  I mean, your mind's far gone.
[02:43:21.093 --> 02:43:26.336]  You're so scared of the tyranny that you decide, like the Stockholm Syndrome, to serve it.
[02:43:28.080 --> 02:43:31.523]  They're like the Austin Police, you know, they'll shut things down illegal and they don't care.
[02:43:33.384 --> 02:43:37.067]  First they said they didn't do it, now they're saying, oh we did for your own safety, so what?
[02:43:37.547 --> 02:43:38.708]  No law, we just did it.
