[00:00:00.349 --> 00:00:02.610]  ...media, government cover-ups.
[02:20:00.494 --> 02:20:03.515]  Greedy lawyers and debt companies charge thousands.
[02:20:03.916 --> 02:20:11.058]  Why pay when you can get their solution absolutely free with New York Times best-selling author Herb K.'
[02:20:11.038 --> 02:20:12.699]  's number one debt secret.
[02:20:13.019 --> 02:20:16.680]  The how-to on stopping the calls without paying the debt companies.
[02:20:17.080 --> 02:20:19.821]  Yes, free for a very limited time.
[02:20:20.221 --> 02:20:27.242]  Here's Herb K. Don't get ripped off by credit repair companies when I can give you the information you need to do it yourself for free.
[02:20:27.582 --> 02:20:28.602]  Herb K was right.
[02:20:28.762 --> 02:20:31.823]  His free information helped me stop the calls and settle my debt.
[02:20:31.943 --> 02:20:32.963]  What have you got to lose?
[02:20:33.303 --> 02:20:36.503]  Stop the calls now, get out of debt, and have more money.
[02:20:37.024 --> 02:20:40.704]  Get Herb K's number one debt secret absolutely free now.
[02:20:40.964 --> 02:20:41.244]  Call 888-352-7726.
[02:20:45.405 --> 02:20:45.805]  That's 888-352-7726.
[02:20:45.826 --> 02:20:45.866]  888-352-7726.
[02:20:45.886 --> 02:20:48.728]  Hundreds of nations have fallen to tyranny in the last century alone.
[02:20:48.748 --> 02:20:51.290]  This is our last chance to not relive history.
[02:20:51.310 --> 02:20:55.213]  As we're finishing off this agenda,
[02:21:04.341 --> 02:21:07.002]  That we're pulling the rug from underneath Americans at home.
[02:21:07.022 --> 02:21:13.243]  I have tremendous influence on our President and Congress, and they really are calling the shots.
[02:21:13.423 --> 02:21:18.444]  I think it's incumbent upon all of us as American citizens to pay attention.
[02:21:18.604 --> 02:21:28.586]  For the Republic identifies the enemies of our nation, the criminal offshore cartel, hell-bent on destroying sovereignty and on its ashes constructing world government.
[02:21:28.706 --> 02:21:30.807]  Tim Geithner, Bernanke, they're arsonists!
[02:21:31.048 --> 02:21:32.368]  They're asking for more matches!
[02:21:32.649 --> 02:21:34.910]  And the Congress is saying, who do we make the check out to?
[02:21:35.110 --> 02:21:36.932]  Today, it seems like nobody does care.
[02:21:37.232 --> 02:21:42.035]  And right now in Washington, D.C., we have seen a fall of the Republic.
[02:21:42.375 --> 02:21:47.158]  Get your copy of Fall of the Republic on DVD at InfoWars.com.
[02:21:47.378 --> 02:21:51.501]  Or watch it online right now in super high quality at PrisonPlanet.tv.
[02:21:54.480 --> 02:21:56.622]  Peter Kratschnabel here from Midas Resources.
[02:21:56.922 --> 02:21:59.364]  Are you concerned about uncontrollable government spending?
[02:21:59.944 --> 02:22:01.826]  A banking system on the verge of collapse?
[02:22:02.406 --> 02:22:04.288]  Banks on the edge of being nationalized?
[02:22:04.848 --> 02:22:06.730]  Wall Street and continuous free fall?
[02:22:07.330 --> 02:22:09.652]  Scandal after scandal with hedge fund companies?
[02:22:10.193 --> 02:22:15.056]  If protecting your hard-earned savings or retirement fund is on your mind, the answer is simple.
[02:22:15.577 --> 02:22:18.079]  Secure your assets by purchasing gold and silver.
[02:22:18.639 --> 02:22:26.850]  Since President Nixon took us off the gold standard in 1971, the United States has been operating the longest running fiat currency in the history of mankind.
[02:22:27.552 --> 02:22:30.635]  Gold has held its purchasing power for over 6,000 years.
[02:22:31.135 --> 02:22:34.098]  Contact me, Peter Kronschnabel, at 1-800-686-2237, extension 108.
[02:22:34.138 --> 02:22:36.980]  Once again, that's Peter at 1-800-686-2237, extension 108.
[02:22:37.040 --> 02:22:39.923]  While you can still purchase gold with paper, that is 1-800-686-2237, extension 108.
[02:22:53.607 --> 02:22:55.989]  Men, are you thinking about the health of your prostate?
[02:22:56.209 --> 02:23:01.735]  Recently, New Vitality Health Products gave away thousands of free bottles of the supplement Beta Prostate.
[02:23:01.935 --> 02:23:07.860]  Due to incredible demand, they're giving away more free bottles of Beta Prostate to any new customers who call now.
[02:23:08.040 --> 02:23:11.724]  Beta Prostate is packed with plant sterols that support your prostate health.
[02:23:11.944 --> 02:23:14.046]  Remember, your prostate affects urine flow,
[02:23:14.306 --> 02:23:17.529]  Sleeping habits, intimacy, and overall quality of life.
[02:23:17.750 --> 02:23:26.198]  Beta Prostate is so powerful, you'd have to take 100 sawpaw metal capsules in order to get the same natural plant sterols as one Beta Prostate.
[02:23:26.318 --> 02:23:30.682]  And if you haven't tried Beta Prostate yet, you can call right now for a free bottle.
[02:23:30.822 --> 02:23:32.304]  You only pay shipping and handling.
[02:23:32.484 --> 02:23:32.784]  Call 1-800-360-8306.
[02:23:35.527 --> 02:23:38.508]  This offer is limited to one free bottle per household.
[02:23:38.668 --> 02:23:41.029]  Give your body nutrition that targets the prostate.
[02:23:41.129 --> 02:23:43.590]  Call now and try Beta Prostate for free.
[02:23:43.650 --> 02:23:43.950]  Call 1-800-360-8306.
[02:23:43.990 --> 02:23:44.230]  That's 1-800-360-8306.
[02:23:44.250 --> 02:23:44.310]  1-800-360-8306.
[02:23:55.407 --> 02:23:59.529]  We're not going to open the phones up for Dr. Doug Rocky.
[02:23:59.569 --> 02:24:05.071]  The best way for you to send your questions is twitter.com forward slash the real Alex Jones.
[02:24:06.611 --> 02:24:07.551]  That's our Twitter account.
[02:24:07.572 --> 02:24:11.153]  There's a lot of other great Alex Jones fan sites, but that's our official Twitter account also.
[02:24:12.421 --> 02:24:14.603]  Yeah, real Alex Jones, not the real Alex Jones.
[02:24:14.623 --> 02:24:16.844]  So twitter.com forward slash real Alex Jones.
[02:24:17.785 --> 02:24:23.789]  Going back to Dr. Doug Rockey, one of the top experts in the world on DU, even according to the Pentagon, who he worked for.
[02:24:25.110 --> 02:24:32.336]  Dr. Rockey, let's talk about the real health effects of the studies and what they've known DU does, and how it's a toxic byproduct of spent
[02:24:32.796 --> 02:24:34.337]  Fuel rods from nuclear reactors.
[02:24:34.977 --> 02:24:38.860]  But more importantly, I want to ask you now about the mindset of the elite.
[02:24:38.880 --> 02:24:48.326]  I mean, they had DU in the 40s and 50s, and I saw papers where they talked about it as a weapon, and they said, we can't use it because it kills our own personnel and people that move into the areas.
[02:24:48.707 --> 02:24:57.673]  What changed in the mindset where they wouldn't use it in the 50s, 60s, and 70s, and now it's just, we're going to use it at local shooting ranges for the military.
[02:24:57.913 --> 02:24:59.234]  We're going to use it in Hawaii.
[02:24:59.454 --> 02:25:00.815]  We're going to use it in Puerto Rico.
[02:25:01.155 --> 02:25:03.916]  We're gonna tell the troops it's okay and watch them die!
[02:25:03.956 --> 02:25:05.836]  I mean, this is psychopathic murder!
[02:25:06.596 --> 02:25:07.117]  Yes, it is.
[02:25:07.197 --> 02:25:11.638]  It's just the fact that they made the decision that human life had no value.
[02:25:12.098 --> 02:25:13.518]  That animals had no value.
[02:25:13.558 --> 02:25:14.798]  That food has no value.
[02:25:15.379 --> 02:25:20.460]  And they just made a conscious decision, and I've been fighting this since I did all the research for them.
[02:25:20.800 --> 02:25:22.540]  The Nevada Test Site wrote the directives.
[02:25:23.281 --> 02:25:24.481]  They just don't care.
[02:25:25.001 --> 02:25:28.822]  But, as you said, the health and environmental effects of all this have always been known.
[02:25:29.483 --> 02:25:33.985]  I mean, my own medical care for my depleted uranium exposures because of my assigned duties.
[02:25:34.085 --> 02:25:43.128]  One of the things I forced it with was the original 1973 report on the use of uranium munitions by Israelis against the Egyptians in the Sinai.
[02:25:43.868 --> 02:25:47.650]  And all of that stuff was known then, it was documented there in the official reports.
[02:25:47.690 --> 02:25:49.090]  Again, these are not classified.
[02:25:49.811 --> 02:25:52.092]  But they're just totally there and they're totally ignored.
[02:25:52.632 --> 02:25:55.413]  Prior to Operation Iraqi Freedom and Enduring Freedom,
[02:25:56.434 --> 02:25:59.797]  Colonel J. Edgar Wakayama, who's the Director of the U.S.
[02:25:59.817 --> 02:26:15.009]  Department of Defense Operational Test and Evaluation Command, gave a briefing to all the senior generals and everybody in the Pentagon upon depleted uranium, how it works, what it is, the fact that the munitions, as you said, go all the way down to the M-16 rifle, .50 cal, everything all the way up.
[02:26:15.790 --> 02:26:25.918]  But in this briefing, he stated very specifically, I'm going to quote very, very specifically, depleted uranium munitions, when used,
[02:26:27.981 --> 02:26:28.421]  Okay.
[02:26:29.621 --> 02:26:32.082]  They emit alpha, beta, and gamma particles in X-rays.
[02:26:33.362 --> 02:26:38.963]  The alpha particle taken inside the body in large doses is hazardous to cell damage and cancer.
[02:26:40.523 --> 02:26:42.644]  Quote, lung cancer is well documented.
[02:26:43.744 --> 02:26:44.644]  We continue on.
[02:26:44.704 --> 02:26:47.265]  Beta particle is hazardous to the skin and the length of the eye.
[02:26:47.285 --> 02:26:54.086]  Now personally, I've learned that because of all my radiation cataracts and the other problems with the eyes and everybody else is reporting it.
[02:26:55.071 --> 02:27:02.733]  It continues on, very, very, quote, I mean, very, very direct, and it says, DU is chemically toxic.
[02:27:04.173 --> 02:27:11.515]  We look at all this stuff, we have total confirmation, quote, urine samples containing uranium are mutagenic as determined by the Ames test.
[02:27:12.375 --> 02:27:18.036]  The cultured human stem bone cell line with DU also transforms the cells that become carcinogenic.
[02:27:18.516 --> 02:27:23.037]  That's the reason why we're seeing so incredible levels, I mean, incredible levels of leukemia.
[02:27:23.982 --> 02:27:32.708]  And all these young kids coming back from Desert Storm, but we're also seeing leukemia in the children, the offspring of those who were exposed during Desert Storm.
[02:27:32.728 --> 02:27:38.992]  Because just like fluoride, the particle's so small, doctor, correct me if I'm wrong, it precipitates into the bone.
[02:27:39.473 --> 02:27:40.553]  That's correct.
[02:27:40.593 --> 02:27:43.555]  There is no respiratory skin protection that'll work.
[02:27:44.216 --> 02:27:53.122]  Even though when we did all this work for the military, the Department of Energy gave us their best respirators, the Army gave us their best respirators, it went through it like an open barn door.
[02:27:53.974 --> 02:27:55.255]  It absolutely does it.
[02:27:55.615 --> 02:28:01.540]  One of the big problems, quote from the Wakayama briefing, I'm going to read this because it's astonishing, they know and they disregard it.
[02:28:02.060 --> 02:28:04.803]  The three major routes of human exposure to D.U.
[02:28:05.003 --> 02:28:18.874]  are wounding by shrapnel, inhalation, lungs and thoracic, lymph nodes, ingestions, most among children playing and eating contaminated soil and contaminated drink of water and food in the community, end quote.
[02:28:19.754 --> 02:28:21.596]  That is what we're seeing throughout Iraq.
[02:28:21.616 --> 02:28:22.657]  And that's from what year?
[02:28:23.459 --> 02:28:23.819]  Pardon me?
[02:28:24.540 --> 02:28:25.541]  What year was that report?
[02:28:25.861 --> 02:28:32.106]  This is a briefing to the senior Pentagon leadership in 2002, before the start of Operation Iraqi Freedom and Enduring Freedom.
[02:28:32.186 --> 02:28:47.799]  And again, I'm going from memory interviewing you and others and reading mainstream news, but I saw reports in the fifties, it was a secret weapon they were only going to use if the Russians flooded into Eastern Europe, but they said we still don't advise because it ruins the area for billions of years.
[02:28:48.319 --> 02:28:49.840]  I mean, they know this.
[02:28:50.401 --> 02:28:52.583]  It's just so incredible, and they know
[02:28:53.183 --> 02:29:01.025]  I mean, I see the numbers of troops coming back and dropping dead and getting cancer and getting leukemia and other blood cancers, and they know it's killing them.
[02:29:01.065 --> 02:29:09.227]  I mean, this is... We ought to make all these generals go into the Proving Grounds and snort a line of DU if it's so good.
[02:29:09.688 --> 02:29:22.191]  When I specifically talk to the generals of Washington, D.C., as I've done in the last few weeks, and ask them very specifically for help in getting medical care and environmental remediation, they just say, go to your Congressman or Senator, we're not going to help you.
[02:29:24.929 --> 02:29:31.634]  And I noticed those troops, troops have told me and I've seen the news, the generals won't stay in these bombed out buildings like they tell the troops to.
