[00:00:00.089 --> 00:00:01.330]  GCN Radio Network.
[02:49:07.738 --> 02:49:14.763]  Things that I talked about, that we had written into this film, that people thought were impossible, were unfolding before their eyes.
[02:49:15.143 --> 02:49:16.984]  And so that gave us a lot more credibility.
[02:49:18.526 --> 02:49:24.470]  Well, that's what's happened with my broadcast, is that I'm just going off the history, the research, the issues, the facts.
[02:49:25.250 --> 02:49:33.476]  Doesn't mean I'm a hundred percent right, but overall we've been going in the exact direction of society and predicting it long before.
[02:49:34.117 --> 02:49:35.678]  And so now I've got to contend
[02:49:36.238 --> 02:49:50.101]  With the fact that people really do listen to what I say and I've tried to bring the quality of my information, it's always been good, to an even higher level because of the responsibility of the effect that I have and that my listeners have with this information in my films.
[02:49:51.181 --> 02:50:01.263]  But one thing that, you know, seeing this collapse coming and now entering the first stages of it has done is it's helped me realize and focus on what's really important in my life.
[02:50:01.863 --> 02:50:06.124]  You know, petty issues, and I've never been a very worldly person, but, you know, still worldly to a certain extent.
[02:50:06.144 --> 02:50:09.945]  I'm a lot less worldly than I was even five years ago, or even a year ago, or a month ago.
[02:50:10.425 --> 02:50:23.528]  It's really a focusing of the soul, of the psyche, of the mind, especially when you have children, to realize, if you've studied history, just how dangerous things can get, and to know that we are going there.
[02:50:24.249 --> 02:50:24.989]  It's incredible.
[02:50:26.229 --> 02:50:28.450]  You know, Alex, you bring up a good point.
[02:50:30.535 --> 02:50:46.186]  On my own personal journey to get my own house in order, because prior to starting this, I said something was wrong, like I think most of your listeners, but I didn't know what was wrong and I didn't know what to do about it once I, you know, defined it.
[02:50:47.148 --> 02:50:53.914]  But I gotta say, since I've been on this journey of getting my own house in order, you know, I'm starting to feel better about myself.
[02:50:54.475 --> 02:51:00.600]  As a spiritual being, having a human experience, I mean, I feel better about... because I feel more comfortable.
[02:51:00.620 --> 02:51:00.880]  Stay there.
[02:51:00.900 --> 02:51:01.441]  This is key.
[02:51:01.501 --> 02:51:02.021]  This is key.
[02:51:04.372 --> 02:51:07.575]  So you think the massive Gulf oil leak won't affect the air you breathe?
[02:51:08.115 --> 02:51:08.736]  Think again!
[02:51:09.456 --> 02:51:16.963]  Benzene, a toxic gas emitted from crude oil and a known carcinogen, is now airborne traveling hundreds, even thousands of miles inland.
[02:51:17.103 --> 02:51:24.029]  Whether you live near the Gulf or not, benzene and other volatile organic compounds could cause adverse reactions to those living inside your home.
[02:51:24.329 --> 02:51:32.552]  NOAA, the National Oceanic and Atmospheric Administration, came to airfiltersandpurifiers.com for answers on how to clean the air on boats aiding in the Gulf cleanup.
[02:51:32.893 --> 02:51:33.813]  Do what NOAA did.
[02:51:33.993 --> 02:51:38.315]  Contact airfiltersandpurifiers.com and ask about the Health Mate Plus.
[02:51:38.595 --> 02:51:41.556]  The Health Mate Plus is capable of trapping 99.97% of all polluting particulates.
[02:51:43.877 --> 02:51:49.043]  Buy the Health Mate Plus today with no tax, free shipping, a five-year warranty, and a 30-day money-back guarantee.
[02:51:49.263 --> 02:51:51.445]  Go to airfiltersandpurifiers.com.
[02:51:51.606 --> 02:51:55.390]  GCN listeners get a 5% discount by using promo code GCN.
[02:51:55.530 --> 02:52:02.538]  Call 800-499-2418 or go to airfiltersandpurifiers.com, your trusted advisor for clean air.
[02:52:07.978 --> 02:52:08.898]  Tyranny is here.
[02:52:09.238 --> 02:52:12.980]  The grim future foretold in 1984 has become reality.
[02:52:13.020 --> 02:52:15.381]  It really says that the state is God.
[02:52:15.401 --> 02:52:20.444]  The United States is now recognized globally as one of the most oppressive police states on Earth.
[02:52:21.264 --> 02:52:27.551]  This film conclusively proves the existence of a secret network of FEMA camps, now being expanded nationwide.
[02:52:27.931 --> 02:52:33.497]  This documentary exposes how the continuity of government program has established an all-powerful shadow state.
[02:52:33.917 --> 02:52:37.621]  Police State 4 chronicles the sickening depth to which our Republic has fallen.
[02:52:38.101 --> 02:52:42.084]  Prepare to enter the secretive world of emergency dictatorship.
[02:52:42.384 --> 02:52:47.968]  Body scanners, sound cannons, citizen spies, stage terror and cameras on every street corner.
[02:52:48.329 --> 02:52:51.471]  It's only the beginning of the New World Order's hellish plan.
[02:52:51.871 --> 02:52:53.292]  The police state isn't coming.
[02:52:53.853 --> 02:52:54.373]  It's here.
[02:52:54.973 --> 02:53:01.778]  Secure your copy today at InfoWars.com or see it online in the highest quality at PrisonPlanet.tv.
[02:53:02.859 --> 02:53:03.560]  Here's a question.
[02:53:03.841 --> 02:53:09.789]  If you have a septic system, did you know that proper maintenance can save you thousands of dollars in costly and unnecessary repairs?
[02:53:10.050 --> 02:53:11.031]  The answer is simple.
[02:53:11.412 --> 02:53:15.237]  Use septic system injector treatments made specifically for your home or business.
[02:53:15.538 --> 02:53:17.841]  Available only at SimpleSepticSolutions.com.
[02:53:18.622 --> 02:53:19.523]  Made in the U.S.
[02:53:19.723 --> 02:53:32.796]  Guaranteed to reduce sludge and odor by continuously cleaning your septic system, drain pipes, and leach field, this non-hazardous patented injector system contains billions of natural active bacteria and enzymes proven to digest household waste.
[02:53:33.056 --> 02:53:38.702]  With every flush, millions of enzyme-active bacteria float through your system, breaking down organic waste.
[02:53:39.022 --> 02:53:44.886]  Only Simple Septic Solutions natural eco-friendly products keep your septic system unclogged and free-flowing.
[02:53:45.066 --> 02:53:46.807]  Claims other products can't make.
[02:53:47.227 --> 02:53:49.949]  Installation is simple and lasts for four full months.
[02:53:50.249 --> 02:53:52.370]  Visit SimpleSepticSolutions.com.
[02:53:52.590 --> 02:53:54.131]  That's SimpleSepticSolutions.com.
[02:53:54.171 --> 02:53:54.632]  Or call 508-759-0010.
[02:53:54.852 --> 02:53:55.072]  That's 508-759-0010.
[02:54:07.131 --> 02:54:09.131]  Ryan Kraft and Robert D'Anazio are our guests.
[02:54:09.151 --> 02:54:12.172]  We've got about five minutes left with them.
[02:54:12.192 --> 02:54:14.572]  He just really hit on the point.
[02:54:14.592 --> 02:54:15.952]  People talk about how they feel empty.
[02:54:15.993 --> 02:54:22.214]  They don't feel empowered by sex, by money, by earthly power.
[02:54:23.454 --> 02:54:33.156]  But they always feel empowered in history when they're helping poor children, or helping the sick, or risking their lives to run into a burning building to help others.
[02:54:34.653 --> 02:54:39.737]  People are instinctively aware of the fact that much of the world they see is a false reality.
[02:54:39.778 --> 02:54:42.040]  It's disinformation, it's propaganda, it's lies.
[02:54:42.840 --> 02:54:55.091]  And when you start tuning into the real world, and realizing that the solution is facing just how bad things are, so you can protect all the good things that are in the world, it is an enlightenment that happens.
[02:54:55.191 --> 02:54:57.233]  It is an acceleration of understanding.
[02:54:57.733 --> 02:55:00.236]  And you begin to really tune into the secrets of the world.
[02:55:01.169 --> 02:55:03.430]  And creation, the mysteries of the world.
[02:55:03.951 --> 02:55:07.293]  And I think that's what... Brian, is that what you were starting to get into?
[02:55:07.313 --> 02:55:09.314]  That's exactly where I'm going.
[02:55:10.815 --> 02:55:15.118]  Many of us realize that this isn't any way to live at all.
[02:55:15.658 --> 02:55:16.679]  This isn't fun.
[02:55:17.139 --> 02:55:28.606]  Life doesn't have to be, you know, neurotic and paranoid and we don't have to be so angry and there's something very wrong with the way in which we've been forced into unconsciousness.
[02:55:29.762 --> 02:55:34.523]  As Jim Morrison says, you know, we are unconscious.
[02:55:34.863 --> 02:55:52.428]  But when we wake up, as scary as it is, as scary as it is to wake up and embrace the moment of now and start becoming a spiritual person, having a human experience instead of the other way around, when we realize who we are,
[02:55:53.109 --> 02:56:00.596]  We do become enlightened, and without getting too esoteric, really what the film is trying to say is, this stuff can be fun.
[02:56:01.517 --> 02:56:04.900]  It's fun to take control of your life.
[02:56:05.299 --> 02:56:07.820]  Yes, exactly, to take control of your destiny.
[02:56:07.860 --> 02:56:13.762]  Folks, this is a lengthy, well-produced film that has so much great information.
[02:56:14.082 --> 02:56:23.106]  The Fall of America, thefallofamerica.net to get the 10-part DVD set, 800-655-1577.
[02:56:23.146 --> 02:56:28.128]  Similar things that are out there on issues that don't even matter cost twice as much, 800-655-1577, 800-655-1577 or
[02:56:34.229 --> 02:56:37.750]  TheFallOfAmerica.net.
[02:56:38.270 --> 02:56:40.051]  In closing comments, Robert DiNasi.
[02:56:41.131 --> 02:56:45.353]  First, I would just encourage everybody to go check out the website for two reasons.
[02:56:45.373 --> 02:56:54.256]  One, because Brian has done a great job at making a nine-minute trailer which will introduce you to all of the guests in the 9BBB series and what their perspectives are.
[02:56:54.596 --> 02:56:57.657]  You really get a sense for what the content is and how it'll help you.
[02:56:58.057 --> 02:57:03.239]  But also, which we didn't mention earlier, Doug Casey in our film was kind enough to make available to us
[02:57:03.863 --> 02:57:09.908]  Very simple 12-page report which is downloadable to anyone who visits the site as a gift.
[02:57:09.928 --> 02:57:12.710]  You don't have to sign up for anything, enter your name or anything.
[02:57:12.770 --> 02:57:15.852]  It's just the three easiest ways to buy and own gold.
[02:57:15.912 --> 02:57:18.615]  Most people still don't own gold because they're afraid, they don't know how to do it.
[02:57:19.015 --> 02:57:20.036]  This makes it very simple.
[02:57:20.076 --> 02:57:21.657]  Download it, share the link with your friends.
[02:57:22.037 --> 02:57:23.598]  Absolutely, absolutely.
[02:57:23.998 --> 02:57:33.301]  Well gentlemen, I look forward to talking to you again and I'm glad that for a lot of people your film is almost like prophecy because it was made two years ago and it's evergreen.
[02:57:33.341 --> 02:57:45.785]  It's even more important and pertinent today for everybody out there and I want to commend you for coming on the show and for making the film and I'm glad that you interviewed me for The Fall of America.
[02:57:45.805 --> 02:57:47.086]  Thefallofamerica.net or 800-655-1577.
[02:57:47.106 --> 02:57:47.666]  Gentlemen, God bless you.
[02:57:53.322 --> 02:57:56.065]  Well, that was a powerful broadcast today, ladies and gentlemen.
[02:57:56.085 --> 02:57:59.968]  You know, we do three hours now, not four, because I'm getting some time to do the TV show now.
[02:58:00.369 --> 02:58:05.113]  But earlier this week, we did do the show into the fourth hour, and we'll be doing that more in the future.
[02:58:05.133 --> 02:58:07.976]  And I'm working on a Chemtrail film and so much more right now.
[02:58:08.036 --> 02:58:10.038]  But I do believe we're going into a collapse.
[02:58:10.438 --> 02:58:12.700]  If we expose these bankers, we might be able to reverse it.
[02:58:12.720 --> 02:58:13.981]  But either way, it's going to be rough.
[02:58:15.278 --> 02:58:18.440]  If you do want to find out about gold specifically, I'd give Minus Resources a call.
[02:58:18.460 --> 02:58:19.641]  They have great literature as well.
[02:58:19.661 --> 02:58:20.141]  800-686-2237.
[02:58:20.161 --> 02:58:21.462]  800-686-2237.
[02:58:21.482 --> 02:58:25.344]  Or MinusResources.com.
[02:58:25.464 --> 02:58:28.266]  And don't forget the Genesis Network website.
[02:58:28.306 --> 02:58:31.147]  It's GCNLive.com.
[02:58:31.227 --> 02:58:34.049]  That's the letter G. C. N. Live.com.
[02:58:34.069 --> 02:58:37.051]  And of course, our websites are Infowars.com and PrisonPlanet.com.
