[00:00:07.535 --> 00:00:09.796]  ...media, government cover-ups.
[02:37:26.874 --> 02:37:30.997]  You've got news anchors from every major network 24-7 around there.
[02:37:31.057 --> 02:37:33.819]  And they just have three or four of their CIA scientists.
[02:37:33.859 --> 02:37:34.899]  The rest don't even know it.
[02:37:35.200 --> 02:37:38.001]  In a Petri dish, go, oh, look, we found the pathogen.
[02:37:38.262 --> 02:37:39.342]  We found the pathogen.
[02:37:39.402 --> 02:37:40.963]  What it really was was a chemical.
[02:37:41.003 --> 02:37:41.724]  They sprayed it.
[02:37:41.884 --> 02:37:42.725]  They planted it.
[02:37:42.805 --> 02:37:45.867]  Whatever they did to it, they know how the chemical acts.
[02:37:45.967 --> 02:37:46.907]  They know what it does.
[02:37:46.967 --> 02:37:48.328]  They know how long it lasts.
[02:37:48.408 --> 02:37:49.609]  They call it a disease.
[02:37:50.029 --> 02:37:51.190]  They say there's a germ.
[02:37:51.570 --> 02:37:53.392]  And somebody says, look, I found it.
[02:37:53.472 --> 02:37:56.674]  They do a vaccine or they do a drug or they do whatever.
[02:37:57.168 --> 02:38:03.253]  The medical people are the heroes, and they say that they have conquered it, and blah, blah, blah.
[02:38:03.273 --> 02:38:10.779]  But in the meantime, they have totally clamped down in a situation of emergency, martial law, closed down transportation.
[02:38:10.799 --> 02:38:12.361]  We're under bio-attack.
[02:38:12.401 --> 02:38:15.563]  We can't have people on the radio saying it's the government.
[02:38:15.944 --> 02:38:18.666]  And you can't have people assembling.
[02:38:19.409 --> 02:38:22.932]  In public because of the communicability of the disease.
[02:38:22.972 --> 02:38:25.433]  This is the beautiful part from their point of view.
[02:38:25.493 --> 02:38:27.755]  And riots have broken out as people are demanding food.
[02:38:27.975 --> 02:38:29.116]  The Army's got to come in.
[02:38:29.156 --> 02:38:32.939]  And after the crisis, we will never emerge from total martial law.
[02:38:33.299 --> 02:38:37.382]  And this is what the government and the Pentagon has been setting the table for for decades.
[02:38:37.402 --> 02:38:38.683]  They've been obsessed with it.
[02:38:38.903 --> 02:38:43.727]  And they say it's not a question of it, but when it happens, and when they do, they have the national draft.
[02:38:44.047 --> 02:38:45.488]  We become their total slaves.
[02:38:45.768 --> 02:38:48.130]  And the New World Order is fully born, John.
[02:38:48.450 --> 02:38:53.472]  Well, this next incident is going to be a step on the road.
[02:38:53.532 --> 02:38:54.672]  They do this in steps.
[02:38:55.252 --> 02:38:58.313]  They keep on the next step, and then the next step, and then the next step.
[02:38:58.413 --> 02:39:11.958]  And at each point, they boil the frog more and more and slowly, and they keep on taking rights away from people, and they keep on saying, we're doing this in your interest, and people keep nodding and saying, whatever you guys want to do, just keep me safe.
[02:39:12.138 --> 02:39:17.960]  What are the indicators, because I've come to the same realization as you, John, as a journalist, what are the indicators that have brought you to this point?
[02:39:19.065 --> 02:39:27.971]  Well, it started in 1987 when I wrote my first book, AIDS Inc., which is part of my website, NoMoreFakeNews.
[02:39:31.033 --> 02:39:37.036]  There I could see, okay, look, they're claiming they have found a virus that causes AIDS.
[02:39:37.237 --> 02:39:38.397]  That is total crap.
[02:39:38.457 --> 02:39:43.561]  There is no scientific evidence that some germ called HIV causes something called AIDS.
[02:39:43.721 --> 02:39:45.882]  It's a cover for a bunch of other stuff.
[02:39:45.942 --> 02:39:47.223]  Yeah, that's a whole other story.
[02:39:48.117 --> 02:39:49.580]  But what I did see was...
[02:39:50.200 --> 02:40:01.046]  Wow, what an incredible cover story because now they can go into Africa and they can say this area is off limits and that area is off limits and you can't assemble and you can't talk.
[02:40:01.086 --> 02:40:06.389]  And in some areas 45% of the country has it with people who've never even had sex.
[02:40:06.429 --> 02:40:10.832]  Now we move in and we take over all the resources which is what we're going to do anyway.
[02:40:11.372 --> 02:40:18.276]  So we move into this area and we start up all kinds of agribusiness and mining operations and we do this and that and the other thing.
[02:40:19.111 --> 02:40:28.256]  And we come in behind this preposterous scientific thesis with toxic drugs and toxic vaccines that kill people right and left.
[02:40:28.276 --> 02:40:31.658]  And when they die, we say, well, they died from the germ.
[02:40:31.878 --> 02:40:35.861]  And we can't argue with the scientists.
[02:40:36.201 --> 02:40:39.763]  Yeah, you see, this is the last gigantic taboo.
[02:40:40.143 --> 02:40:42.624]  The medical scientists are the priests of the 20th and 21st century.
[02:40:44.264 --> 02:40:49.865]  You know, everything they say, people accept, especially in a situation of great urgency and danger.
[02:40:50.305 --> 02:40:57.387]  And the test runs for this, you saw SARS, West Nile, avian flu, all of these kinds of things.
[02:40:57.427 --> 02:41:00.088]  A few months ago, Bush signed the order for mass quarantines.
[02:41:00.568 --> 02:41:01.048]  Exactly.
[02:41:01.228 --> 02:41:04.889]  And so all of these things are just test runs.
[02:41:05.369 --> 02:41:09.270]  Those germs, if they even located any, were completely harmless.
[02:41:09.310 --> 02:41:10.790]  They have nothing to do with anything.
[02:41:11.395 --> 02:41:12.975]  As far as human beings are concerned.
[02:41:13.315 --> 02:41:26.498]  But they wanted to see, in the case of SARS, for example, what will happen if we target a major western industrial city and we cut off transportation and businesses close down and so forth.
[02:41:27.098 --> 02:41:31.098]  What level, if any, of resistance are we going to see from the population?
[02:41:31.198 --> 02:41:33.679]  And so that city became Toronto.
[02:41:33.919 --> 02:41:39.160]  Also, the media uses that as a conditioning mode worldwide to teach you how to respond and behave.
[02:41:39.420 --> 02:41:39.920]  Exactly.
[02:41:40.549 --> 02:41:43.631]  And so they ran that test and they said, gee, guess what?
[02:41:44.472 --> 02:41:45.232]  We succeeded.
[02:41:45.792 --> 02:41:50.496]  Although there were all kinds of, you know, screams and yells from Canadian authorities and this and that.
[02:41:50.596 --> 02:41:54.158]  Basically, everybody in Toronto just went about their business.
[02:41:54.718 --> 02:42:00.782]  You didn't have any massive lawsuits filed afterwards by businesses that were put out of commission by SARS.
[02:42:01.303 --> 02:42:04.945]  You didn't have the tourist industry suddenly get up on their hind legs and say,
[02:42:05.478 --> 02:42:14.042]  Hey, we got some reports from journalists that say that this germ is a complete farce and a hoax, and we're going to sue the World Health Organization.
[02:42:14.062 --> 02:42:16.603]  We're going to sue everybody in sight to recover our lost money.
[02:42:16.683 --> 02:42:17.523]  None of that happened.
[02:42:17.863 --> 02:42:20.044]  So they said, hmm, this worked out very well.
[02:42:20.664 --> 02:42:21.765]  Let's try it again.
[02:42:22.425 --> 02:42:25.626]  So now they're on with the avian flu and that whole business.
[02:42:26.307 --> 02:42:27.407]  They run these tests.
[02:42:27.767 --> 02:42:28.348]  They learn.
[02:42:28.988 --> 02:42:31.569]  They do after post-mortem reports.
[02:42:31.669 --> 02:42:33.890]  They do task force reports.
[02:42:34.386 --> 02:42:36.347]  And then they say, okay, so when's the next one?
[02:42:36.767 --> 02:42:37.507]  What is it going to be?
[02:42:37.567 --> 02:42:45.389]  They have local drills all over the Western world training local police to instantly acquiesce authority to the centralized control system.
[02:42:45.609 --> 02:42:46.049]  You got it.
[02:42:46.469 --> 02:42:47.409]  And that's the way it works.
[02:42:48.750 --> 02:42:50.050]  Do you think they're going to do it, though?
[02:42:50.090 --> 02:42:51.590]  I mean, they're gearing up for it.
[02:42:51.890 --> 02:42:53.111]  Why do they want to do this, John?
[02:42:53.671 --> 02:42:56.152]  Well, they want to do it because it's all about control.
[02:42:56.912 --> 02:43:01.833]  It's like, okay, we want to find the best way to control people and get them to give up their rights
[02:43:02.518 --> 02:43:05.561]  And what's the best rubric under which we can do this?
[02:43:05.641 --> 02:43:07.622]  And somebody pipes up, medical.
[02:43:08.243 --> 02:43:09.864]  And they all go, wow.
[02:43:10.324 --> 02:43:12.346]  You know, this was like 25, 30 years ago.
[02:43:12.486 --> 02:43:13.187]  Wow.
[02:43:13.427 --> 02:43:13.987]  Wow.
[02:43:14.127 --> 02:43:14.608]  Yeah.
[02:43:15.068 --> 02:43:19.091]  Because under medical, you see, everybody stands up and salutes.
[02:43:19.712 --> 02:43:21.874]  Nobody says, you guys are crazy.
[02:43:21.954 --> 02:43:25.276]  Nobody says, this is a leftist plot or a rightist plot.
[02:43:25.837 --> 02:43:28.259]  Everybody says, wow, this is just about medical.
[02:43:28.339 --> 02:43:30.961]  And so, if we can link this to terrorism...
[02:43:32.202 --> 02:43:33.022]  Then we've got it.
[02:43:33.282 --> 02:43:40.645]  Because now we can say, you know, Al-Qaeda, knapsacks full of viruses, and everybody will go, wow, okay.
[02:43:41.225 --> 02:43:42.886]  And so we have to give up our rights.
[02:43:43.286 --> 02:43:44.926]  And let me show you how easy this is.
[02:43:45.426 --> 02:43:51.908]  They just follow some local Muslim pilot who says a doctor in Albuquerque, New Mexico.
[02:43:51.928 --> 02:43:52.889]  This is hypothetical.
[02:43:53.369 --> 02:43:54.689]  They wait for the proper time.
[02:43:54.749 --> 02:43:56.330]  He goes for his once-a-week flight.
[02:43:56.954 --> 02:44:01.618]  They tell a group of special forces that, hey, there's some terrorists in the area.
[02:44:01.638 --> 02:44:02.699]  We've got to deploy you here.
[02:44:02.999 --> 02:44:06.121]  They're waiting around in a farmhouse with a helicopter out back for a week.
[02:44:06.402 --> 02:44:07.883]  They go, okay, we've got the word.
[02:44:07.923 --> 02:44:09.104]  He's got the spray tanks.
[02:44:09.404 --> 02:44:10.085]  He's flying.
[02:44:10.325 --> 02:44:11.726]  We believe he's spraying the city.
[02:44:12.126 --> 02:44:14.268]  Helicopter goes up, missiles him down.
[02:44:14.648 --> 02:44:15.669]  They show the wreckage.
[02:44:15.989 --> 02:44:16.990]  We don't know what happened.
[02:44:17.050 --> 02:44:18.791]  Five days later, the outbreak begins.
[02:44:18.992 --> 02:44:19.772]  Oh, my gosh.
[02:44:20.333 --> 02:44:21.774]  And then there's your whole cover story.
[02:44:22.094 --> 02:44:25.497]  Sure, or I'll give you even a simpler way they can do this.
[02:44:25.857 --> 02:44:26.918]  People start dying.
[02:44:27.799 --> 02:44:28.579]  That's the first thing.
[02:44:28.619 --> 02:44:30.621]  And then all of a sudden, everybody rushes in.
[02:44:31.101 --> 02:44:35.905]  They cordon off the city with soldiers, with medical personnel, blah, blah, blah, CIA.
[02:44:36.406 --> 02:44:39.628]  And then they say, wreckage was found.
[02:44:39.769 --> 02:44:41.830]  We just found wreckage.
[02:44:41.910 --> 02:44:43.512]  This plane was crashed.
[02:44:43.592 --> 02:44:45.113]  There was a Muslim on board.
[02:44:45.473 --> 02:44:48.776]  He released these germs, blah, blah, blah, blah, blah.
[02:44:49.793 --> 02:44:54.316]  And they'll even say miraculously in the fire that the plastic ID wasn't burned.
[02:44:54.656 --> 02:44:57.799]  It was just like 9-11 or just like the London bombing.
[02:44:57.899 --> 02:45:01.241]  Yeah, we found his hand outside clutching his driver's license, you know.
[02:45:01.881 --> 02:45:02.862]  Yeah, that's it.
[02:45:03.182 --> 02:45:06.465]  And then everybody stands up and salutes, and they say, what do you want us to do?
[02:45:06.745 --> 02:45:08.226]  We're going to have a national draft.
[02:45:08.246 --> 02:45:09.226]  We're going to have lockdowns.
[02:45:09.246 --> 02:45:10.167]  We're going to have curfews.
[02:45:10.547 --> 02:45:12.629]  Sorry, it's just the way it is.
[02:45:12.849 --> 02:45:15.671]  And the major word will be quarantined.
[02:45:16.721 --> 02:45:22.084]  And Limbaugh's even warming up now, going, in World War II, we arrested you if you criticized the government at the time of the war.
