[00:00:01.533 --> 00:00:02.617]  I don't know.
[02:39:27.644 --> 02:39:29.608]  You've never seen the police drive by before?
[02:39:29.868 --> 02:39:32.634]  Oh, I've seen them before, but it was sort of a coincidence.
[02:39:33.235 --> 02:39:33.475]  Yeah.
[02:39:34.357 --> 02:39:36.040]  It was sort of a coincidence type thing.
[02:39:36.380 --> 02:39:38.685]  Yeah, you know, I don't generally go off that, Kevin.
[02:39:40.103 --> 02:39:47.547]  I tend to go off what I can prove, but if you're saying that the government intimidates and harasses people, they certainly do, but they're not omnipresent, they're not all-powerful.
[02:39:47.887 --> 02:39:48.088]  Yeah.
[02:39:48.568 --> 02:39:54.591]  And, you know, a lot of people on the inside are on our side, and so I wouldn't let that intimidate you, Kevin.
[02:39:54.611 --> 02:39:55.471]  Yeah, well, it isn't.
[02:39:55.551 --> 02:39:58.133]  They've written other things ever since, and that sort of thing.
[02:39:58.413 --> 02:40:00.774]  Okay, well, good to hear from you.
[02:40:00.794 --> 02:40:01.254]  Something else?
[02:40:01.294 --> 02:40:01.715]  Go ahead.
[02:40:02.395 --> 02:40:03.776]  A couple of brief things.
[02:40:05.237 --> 02:40:07.898]  Thank you for telling me about that Berkey, Berkey Lake.
[02:40:08.331 --> 02:40:11.793]  It does a good job, like you say, with the water.
[02:40:12.354 --> 02:40:15.416]  Well, there's a lot of poison in the water, and it's really good.
[02:40:15.896 --> 02:40:20.078]  I've noticed a difference when I got it going there.
[02:40:20.098 --> 02:40:22.020]  Other than that, I'll let you go.
[02:40:22.240 --> 02:40:25.942]  Well, Kevin, we're glad to have you out there, and keep writing letters to the editor.
[02:40:25.962 --> 02:40:26.543]  All right.
[02:40:27.203 --> 02:40:32.326]  Yeah, I mean, the minute we give in to their intimidation, which I'm not saying you're doing, but the minute we give in to it, it's over.
[02:40:32.626 --> 02:40:33.027]  They win.
[02:40:33.067 --> 02:40:35.008]  It's all about intimidation.
[02:40:36.872 --> 02:40:39.493]  And it's psychological with these people, really, at a base level.
[02:40:39.533 --> 02:40:45.414]  As soon as you're not afraid of them, as soon as you're dominant, but from a righteous position, they usually back off.
[02:40:45.954 --> 02:40:54.456]  The minute you cower, the minute you lower your head, at a primitive level, they think that means you're bad.
[02:40:55.116 --> 02:40:58.877]  They think that means that you deserve what's happening to you.
[02:40:59.717 --> 02:41:00.937]  And believe me, I've experienced it.
[02:41:01.197 --> 02:41:04.038]  The minute you're in control, the minute you're commanding the situation...
[02:41:05.025 --> 02:41:06.546]  You can't put on this type of attitude.
[02:41:06.566 --> 02:41:07.546]  You have to be in the right.
[02:41:07.606 --> 02:41:09.767]  You have to put on the armor, as they say.
[02:41:10.467 --> 02:41:13.188]  These guys are like vampires creeping back from a cross.
[02:41:14.029 --> 02:41:16.329]  You know, creeping back from the sun coming up in the morning.
[02:41:17.190 --> 02:41:18.890]  I mean, you've got to really believe it, folks.
[02:41:18.950 --> 02:41:19.411]  It's faith.
[02:41:19.451 --> 02:41:22.792]  And that doesn't mean that they're not going to belly club you right in the teeth.
[02:41:23.932 --> 02:41:27.654]  You've got to have the faith and not care, because you know you're on the side of God.
[02:41:27.974 --> 02:41:28.894]  You're doing the right thing.
[02:41:29.494 --> 02:41:30.695]  And most of these people aren't bad.
[02:41:30.735 --> 02:41:32.316]  They're just accustomed to the...
[02:41:34.008 --> 02:41:36.329]  Exercise of power and to intimidation.
[02:41:37.569 --> 02:41:38.809]  And I think it's okay to do that.
[02:41:39.169 --> 02:41:39.789]  And it's not.
[02:41:40.389 --> 02:41:45.110]  And to execute and enforce these criminal laws, that's why we're angry with you.
[02:41:46.091 --> 02:41:48.291]  You know, the police will tell you, we're not here to protect you.
[02:41:48.311 --> 02:41:50.211]  We don't have any liability to protect you.
[02:41:50.251 --> 02:41:51.792]  It's not our job to protect you.
[02:41:52.732 --> 02:41:58.813]  But then they'll get mad at us when we don't want them running our lives and snooping on us.
[02:42:00.774 --> 02:42:02.134]  You know, government never does...
[02:42:02.910 --> 02:42:03.871]  Good for a society.
[02:42:03.911 --> 02:42:05.511]  It always, in the end, goes bad.
[02:42:05.531 --> 02:42:07.993]  I mean, that's just history, folks.
[02:42:08.273 --> 02:42:11.434]  And we're headed into some dark times right now.
[02:42:12.095 --> 02:42:13.035]  And we're not out of the woods.
[02:42:13.055 --> 02:42:14.576]  We're just going into the woods right now.
[02:42:15.576 --> 02:42:17.137]  And things are going to be tough.
[02:42:17.157 --> 02:42:28.342]  But if we have the right attitude, not a yellow-bellied attitude, we have an aggressive attitude and a dynamic attitude and an engaged, offensive attitude, we're going to beat these people.
[02:42:30.243 --> 02:42:31.444]  We're going to get our country back.
[02:42:32.580 --> 02:42:34.201]  Let's go ahead and talk to Kevin in Mass.
[02:42:34.221 --> 02:42:34.901]  Kevin, go ahead.
[02:42:34.921 --> 02:42:36.242]  Hi, Alex.
[02:42:36.302 --> 02:42:40.044]  Thanks, and thanks to Aaron Zellman for fighting for our right to keep and bear arms.
[02:42:41.524 --> 02:42:55.331]  I just didn't know if anyone had mentioned a report on rents was posted regarding the entire 101st Airborne Division, around 20,000 soldiers being deployed to Iraq, which is just the fifth time in the history of the 101st Airborne Division.
[02:42:56.244 --> 02:42:58.546]  The entire division has been deployed.
[02:42:58.586 --> 02:43:01.488]  I'll talk to people in the military, family in the military.
[02:43:01.528 --> 02:43:02.889]  I'm getting intel from everybody.
[02:43:03.190 --> 02:43:07.033]  There's a giant war game drill coming up the fourth day of October.
[02:43:07.793 --> 02:43:11.817]  And I'm not saying they're going to attack Iran, but they admit they want to.
[02:43:11.917 --> 02:43:13.358]  Israel may make its move.
[02:43:14.273 --> 02:43:16.174]  And we're going to be watching all of this.
[02:43:16.455 --> 02:43:23.439]  And they've insinuated that what would preclude an attack would be some sort of an attack on us.
[02:43:23.559 --> 02:43:27.142]  And we know that there's been false flag attacks, so be aware.
[02:43:27.282 --> 02:43:29.223]  Which will actually be the pretext to invade.
[02:43:29.603 --> 02:43:30.124]  Absolutely.
[02:43:30.184 --> 02:43:31.264]  We've been hit again.
[02:43:31.405 --> 02:43:33.846]  See, we told you we needed Patriot Act.
[02:43:34.226 --> 02:43:36.568]  We told you we needed to get rid of Posse Comitatus.
[02:43:36.608 --> 02:43:38.890]  Now none of you question us again.
[02:43:38.990 --> 02:43:39.850]  Give us your guns.
[02:43:40.351 --> 02:43:43.713]  Well, I guess I better have Bush as an Al-Qaeda goddess.
[02:43:44.284 --> 02:43:47.645]  Well, you know, I sound pessimistic a lot because I do this all the time and it is frustrating.
[02:43:47.665 --> 02:43:49.026]  But people really are waking up.
[02:44:07.954 --> 02:44:11.638]  The globalist response to that is to just get even more in our face.
[02:44:11.718 --> 02:44:13.860]  I mean, they're just flaunting it right now.
[02:44:14.100 --> 02:44:21.968]  They really are, but people are really waking up and taking action and buying food and getting ready for whatever they're going to throw at us.
[02:44:23.672 --> 02:44:26.073]  Well, I'm just begging the military and the police and others.
[02:44:26.133 --> 02:44:32.374]  I mean, if suitcase nukes go off, confiscating guns and doing all this stuff has nothing to do with safety.
[02:44:33.174 --> 02:44:38.655]  It's just so a group of criminals can suck the federal coffers dry, and they don't care about the economy.
[02:44:38.675 --> 02:44:40.016]  They don't care about your happiness.
[02:44:40.596 --> 02:44:44.037]  They want a police state so they can take the pensions and so you can't complain.
[02:44:44.517 --> 02:44:47.897]  They want to ban protests so you can't protest having your pensions taken.
[02:44:48.458 --> 02:44:50.158]  I mean, it's all in the IMF plans.
[02:44:51.522 --> 02:44:52.243]  Well, that's right, and...
[02:45:10.889 --> 02:45:12.430]  Right now, the spider's creeping up.
[02:45:12.490 --> 02:45:14.412]  It's got its little front legs out.
[02:45:14.472 --> 02:45:17.434]  It's getting its face going, yeah, with its little teeth.
[02:45:17.694 --> 02:45:19.435]  Yeah, everything's all right.
[02:45:19.856 --> 02:45:20.656]  It's looking at us.
[02:45:20.997 --> 02:45:22.277]  Don't struggle.
[02:45:22.298 --> 02:45:24.119]  I'm the government.
[02:45:24.559 --> 02:45:26.981]  I'm here to help you, Kevin.
[02:45:27.381 --> 02:45:29.002]  Don't listen to Alex.
[02:45:29.303 --> 02:45:31.044]  Don't mind those things.
[02:45:31.404 --> 02:45:32.605]  These are freedom.
[02:45:32.845 --> 02:45:35.127]  You'll be safe once I do this.
[02:45:35.487 --> 02:45:37.970]  Just let me get rid of Pocky Common Thomas.
[02:45:38.150 --> 02:45:38.670]  No, no, no.
[02:45:38.831 --> 02:45:39.711]  Don't struggle.
[02:45:39.932 --> 02:45:40.592]  Don't kick.
[02:45:40.953 --> 02:45:41.994]  There.
[02:45:42.294 --> 02:45:42.614]  There.
[02:45:42.674 --> 02:45:45.057]  I'm getting closer now, Kevin.
[02:45:45.377 --> 02:45:46.078]  My teeth.
[02:45:46.338 --> 02:45:48.180]  I mean, my fangs.
[02:45:48.681 --> 02:45:49.461]  Freedom.
[02:45:49.521 --> 02:45:51.443]  Do you understand, Kevin?
[02:45:51.463 --> 02:45:54.827]  Well, we've got people like General Burns, who they made step down.
[02:45:55.468 --> 02:45:56.749]  We've got Sybil Edwards.
[02:45:57.150 --> 02:45:58.391]  We've got Ray McGovern.
[02:45:58.671 --> 02:46:02.593]  We've got people not just waking up out in the street, but other people.
[02:46:03.193 --> 02:46:04.474]  We've got Morgan Reynolds.
[02:46:04.554 --> 02:46:06.635]  We've got Paul Craig Roberts.
[02:46:06.795 --> 02:46:08.956]  All these people go in public.
[02:46:08.996 --> 02:46:10.317]  Never mind them.
[02:46:10.377 --> 02:46:11.957]  They want to hurt you.
[02:46:12.258 --> 02:46:15.519]  Never mind my black fangs and my eight eyes.
[02:46:16.199 --> 02:46:17.440]  I'm your friend.
[02:46:17.960 --> 02:46:20.141]  Look into my eyes, Kevin.
[02:46:20.522 --> 02:46:23.103]  Never mind my black uniform.
[02:46:23.423 --> 02:46:24.464]  Never mind that I...
[02:46:26.256 --> 02:46:27.196]  Don't struggle.
[02:46:27.316 --> 02:46:28.297]  Thanks for the call, Kevin.
[02:46:29.298 --> 02:46:35.022]  I'm sorry for doing the spider imitation, but... Here, I'll be the spider for the rest of the program.
[02:46:35.342 --> 02:46:37.824]  Don't listen to Alex Jones.
[02:46:38.284 --> 02:46:42.327]  You have all of your rights to me.
[02:46:42.347 --> 02:46:47.431]  I want to help you.
[02:46:47.471 --> 02:46:48.532]  You're so juicy.
[02:46:49.809 --> 02:46:51.754]  This is such a big fat country.
[02:46:52.175 --> 02:46:53.337]  It's a big prize.
[02:46:53.458 --> 02:46:55.443]  I'm about to suck it dry!
[02:46:57.468 --> 02:47:04.469]  I carried out lots of crises, and now I stampeded you little bugs into my net.
[02:47:06.190 --> 02:47:10.530]  Iraq was tasty, and so was Afghanistan and Serbia.
[02:47:11.511 --> 02:47:14.231]  But now I'm going to have the big dinner.
[02:47:14.671 --> 02:47:17.692]  I'm going to enjoy it.
[02:47:17.892 --> 02:47:20.432]  All right, Dan in New York, you're on the air.
[02:47:20.472 --> 02:47:20.912]  Go ahead.
[02:47:21.212 --> 02:47:23.933]  Alex, it's been a long time since I talked to you, but boy, you haven't.
[02:47:24.560 --> 02:47:26.961]  Mr. Thing is just as good, if not better.
[02:47:26.981 --> 02:47:29.562]  Hey, is that spider imitation good, or is it bad?
[02:47:29.622 --> 02:47:32.202]  Well, you know, I'll tell you what, I've got something to confront that.
[02:47:33.123 --> 02:47:40.585]  First of all, one thing, when you talk about the gentleman who was blind, about disabled, you write on about the government's responsibility to take care of people like that.
[02:47:41.125 --> 02:47:48.208]  You know, we're based on, the Republican government is based on the Bible, and King David had Jonathan's son who was disabled, he took care of him.
[02:47:48.328 --> 02:47:52.249]  So Alex, you surprise me, you amaze me every day how well you, what you know,
[02:47:52.731 --> 02:47:54.552]  And I think it's great to have people like you on the air.
[02:47:56.053 --> 02:47:57.394]  You're an imitation of a spider.
[02:47:58.015 --> 02:47:58.815]  Well, I'll tell you what.
[02:47:58.835 --> 02:48:00.696]  Do I have permission just to read something?
[02:48:00.717 --> 02:48:04.059]  There might be a minute or so about Mary Molly Pitcher.
[02:48:04.079 --> 02:48:04.699]  Did you ever hear of her?
[02:48:05.260 --> 02:48:06.220]  Settle down.
[02:48:06.300 --> 02:48:07.461]  Don't get angry.
[02:48:07.541 --> 02:48:07.841]  All right.
[02:48:07.901 --> 02:48:08.742]  Do I have your permission?
[02:48:08.922 --> 02:48:09.102]  Sure.
[02:48:09.122 --> 02:48:09.703]  Go ahead and read it.
[02:48:09.723 --> 02:48:09.943]  Okay.
[02:48:10.343 --> 02:48:11.484]  I think this lady...
[02:48:12.359 --> 02:48:19.405]  Is the epitome of the American spirit, and if people, your listeners, could get aflame like this, and this country could turn around... Stay there, Dan!
[02:48:19.685 --> 02:48:20.065]  I will.
[02:48:20.266 --> 02:48:21.887]  And settle down!
