[00:00:07.023 --> 00:00:08.104]  Mainstream media.
[02:45:39.140 --> 02:45:40.421]  Well, they declared it.
[02:45:40.642 --> 02:45:41.463]  How is that a rumor?
[02:45:43.300 --> 02:45:43.720]  That's pretty funny.
[02:45:43.740 --> 02:45:46.022]  And I think that's because that term scared people.
[02:45:46.222 --> 02:45:46.542]  Yeah.
[02:45:46.702 --> 02:45:48.283]  They were trying to test that term.
[02:45:48.623 --> 02:45:50.564]  So what does martial law exactly mean?
[02:45:50.604 --> 02:46:00.710]  I mean, you lose basically all your... Martial law means the military is in executive control and local government is removed and basically troops on the streets shooting whoever they want.
[02:46:00.730 --> 02:46:01.811]  And, uh...
[02:46:04.989 --> 02:46:06.410]  Again, there's a science to this.
[02:46:06.470 --> 02:46:13.233]  If the police would have been rolled in instantly, if they would have dealt harshly with looters immediately, I mean, they have handbooks on this.
[02:46:13.294 --> 02:46:14.174]  They know what they're doing.
[02:46:14.634 --> 02:46:15.615]  None of this would have happened.
[02:46:15.635 --> 02:46:26.661]  But instead, they held back, they drew back, they let the looters do what they want, and now it is spiraling out of control, which is good for the globalists, problem-reaction solution, they get to bring in even more firepower.
[02:46:26.681 --> 02:46:30.483]  Yeah, I mean, common sense is they should have had people in there right away.
[02:46:31.603 --> 02:46:32.684]  But they didn't do that.
[02:46:33.624 --> 02:46:43.728]  Well, my experience is when there's a crisis, the firefighters run out to face it, and the police all get called into briefing rooms and cower in fear with their knees knocking.
[02:46:44.348 --> 02:46:46.949]  And I'm sorry, I mean, I'm talking over and over again.
[02:46:47.469 --> 02:46:49.170]  We saw that, and we've seen that.
[02:46:49.290 --> 02:46:53.491]  I mean, you know, the riots, you know, the riots going back into the 60s.
[02:46:54.352 --> 02:46:57.653]  We've seen that with, remember Columbine?
[02:46:57.733 --> 02:47:01.795]  Four hours, 15 minutes, sitting outside, so afraid.
[02:47:04.662 --> 02:47:07.423]  Because now the whole culture is about protecting themselves.
[02:47:07.463 --> 02:47:09.264]  See, they're numero uno.
[02:47:10.884 --> 02:47:12.205]  And I'm not bashing the police.
[02:47:12.325 --> 02:47:22.528]  It shifted from, they're protectors of life, they are the real men, they're macho, they're tough, to they're hiding in black masks and black helmets shaking in the corner.
[02:47:22.568 --> 02:47:23.189]  Thanks for the call.
[02:47:23.429 --> 02:47:23.569]  Yep.
[02:47:23.929 --> 02:47:26.290]  I mean, it's just all about, you know, protecting themselves.
[02:47:26.770 --> 02:47:27.670]  Ron in Missouri.
[02:47:27.710 --> 02:47:28.671]  Go ahead, you're on the air.
[02:47:28.731 --> 02:47:29.051]  Welcome.
[02:47:31.612 --> 02:47:32.172]  Ron hung up?
[02:47:33.749 --> 02:47:34.529]  Who's up next then?
[02:47:38.590 --> 02:47:40.391]  Rick in Texas, you're on the air, go ahead.
[02:47:41.051 --> 02:47:42.131]  This is Rick from Texas.
[02:47:42.371 --> 02:47:42.992]  Uh-huh, go ahead.
[02:47:44.032 --> 02:47:47.793]  Did you see the picture of Bush playing a guitar in the paper?
[02:47:49.233 --> 02:47:51.614]  He was playing an acoustic guitar.
[02:47:51.814 --> 02:47:54.515]  Yeah, he said, why should I let this get in the way of my life?
[02:47:54.535 --> 02:47:57.135]  That's what he said to Sonny Sheehan.
[02:47:57.155 --> 02:48:02.257]  The guy literally just dilly-dallies and works out all day so his boyfriends think he's handsome.
[02:48:03.533 --> 02:48:12.137]  Doesn't that remind you of someone that... a Roman dictator named Nero who played... You know, I didn't put the two and two together.
[02:48:12.157 --> 02:48:14.478]  And we've got to put a blurb up there.
[02:48:14.598 --> 02:48:16.779]  Is Nero fiddled while Rome flooded?
[02:48:18.039 --> 02:48:18.680]  Yeah, you should.
[02:48:18.700 --> 02:48:21.601]  Anything else, that's a good point you just made.
[02:48:21.621 --> 02:48:23.542]  This is just judgment, I'm telling you.
[02:48:24.482 --> 02:48:30.745]  That we have such a stupid man, such an evil man that the church grovels over while God himself is punishing us.
[02:48:30.765 --> 02:48:32.926]  But aren't people who have boyfriends of the Lord?
[02:48:34.466 --> 02:48:35.267]  Uh, not if they're men.
[02:48:36.047 --> 02:48:36.207]  Oh.
[02:48:38.188 --> 02:48:38.309]  Oh.
[02:48:39.109 --> 02:48:41.170]  What's wrong with male porn stars in the White House?
[02:48:41.270 --> 02:48:43.452]  Anyway, stay there, I'll let you finish up.
[02:48:46.934 --> 02:48:49.816]  There is a secret that holds the world's destiny in its grasp.
[02:48:50.056 --> 02:48:51.637]  Hello, my friends, Alex Jones here.
[02:48:51.977 --> 02:48:56.660]  Learn that secret with my new film, Martial Law 9-11 Rise of the Police State.
[02:48:57.001 --> 02:49:03.705]  Martial Law plumbs the depths of the New World Order's ideology, their philosophy, out of the ashes of the September 11th tragedy.
[02:49:04.045 --> 02:49:06.027]  A dark empire of war and tyranny has arisen.
[02:49:06.227 --> 02:49:09.070]  The Constitution has been shredded, and America is now a police state.
[02:49:09.170 --> 02:49:13.814]  This film exposes not just who was behind the 9-11 attacks, but the roots and history of its orchestrators.
[02:49:14.034 --> 02:49:18.458]  Martial Law is a blazing spotlight piercing the electronic Berlin Wall of controlled corporate media.
[02:49:18.678 --> 02:49:25.905]  Plumb the depths of the elite's minds, their ideology, their driving philosophy, and uncover the power-mad cult of death that has sworn to turn the Earth into a prison planet.
[02:49:26.165 --> 02:49:28.587]  Discover the document of truth for yourself before it's too late.
[02:49:28.747 --> 02:49:30.489]  Call toll-free to get a copy of Martial Law.
[02:49:30.589 --> 02:49:33.954]  1-888-253-3139 or visit InfoWars.com and the secure shopping cart.
[02:49:33.994 --> 02:49:37.239]  That's InfoWars.com or 888-253-3139 or watch the film right now online at PrisonPlanet.tv
[02:49:46.244 --> 02:49:51.467]  Nuclear reactors provide economical energy, but would you be prepared during an accident?
[02:49:51.627 --> 02:49:59.712]  During nuclear disasters, great amounts of radioactive iodine are released into the atmosphere, which are then readily absorbed into the body.
[02:49:59.973 --> 02:50:08.478]  Medical course potassium iodate gives you virtually complete protection from the most feared consequence of a nuclear accident, radioactive poisoning.
[02:50:08.558 --> 02:50:14.460]  Potassium Iodate can protect against radioactive poisoning by filling the thyroid with good iodine.
[02:50:14.640 --> 02:50:19.722]  This shields the thyroid and prevents it from absorbing the harmful radioactive iodine.
[02:50:19.842 --> 02:50:28.725]  Potassium Iodate is better than the iodide form because it is not as likely to cause upset stomachs in children, the elderly, the sick, and pets.
[02:50:28.985 --> 02:50:35.848]  Order the official Potassium Iodate for only $24 and save $5 by calling New Millennium at
[02:50:39.250 --> 02:50:41.312]  Call now and get free shipping.
[02:50:41.392 --> 02:50:43.814]  That's 888-803-4438.
[02:50:44.015 --> 02:50:53.243]  Herbal Healer Academy is a global supplier of the finest natural medicine that you may need in these troubled times.
[02:50:53.464 --> 02:50:55.726]  We specialize in keeping you alive and healthy.
[02:50:55.906 --> 02:51:02.272]  We provide outstanding products like ECAC, colloidal silver 500 parts per million, olive leaf extract,
[02:51:02.632 --> 02:51:03.012]  I think so.
[02:51:22.927 --> 02:51:23.307]  I think so.
[02:51:49.472 --> 02:52:02.221]  Alright, we'll take a few final calls here, let Rick and James have their say.
[02:52:04.723 --> 02:52:15.651]  And we'll continue here on the network, on the GCN Radio Network, and of course on our other fine affiliates out there, to cover what's happening with the aftermath of Hurricane Katrina.
[02:52:16.502 --> 02:52:23.864]  But remember, we've got to also keep our eyes out for all the other things that are happening while we're busy being distracted by this event.
[02:52:25.525 --> 02:52:35.688]  Because, what, four days after 9-11, Bush moved to let the Communist Chinese join permanent member status in the World Trade Organization.
[02:52:36.348 --> 02:52:37.749]  Just a bunch of other stuff happened.
[02:52:38.489 --> 02:52:42.910]  And there is a lot going on right now that we need to be aware of.
[02:52:43.530 --> 02:52:45.551]  Rick in Texas, finish up what you were saying, my friend.
[02:52:46.658 --> 02:52:56.003]  Well, I think this hurricane, I understand the government could do probably some weather modification, but I think something like this hurricane was a judgment from the Lord.
[02:52:57.083 --> 02:52:57.704]  You know what I think?
[02:52:57.764 --> 02:53:08.589]  I think we've got to stick to what we know, and we know that big hurricanes have hit there before, and that's why I'm saying that I don't have evidence that it's some group.
[02:53:09.070 --> 02:53:11.411]  Is there weather modification and weather control?
[02:53:11.491 --> 02:53:11.811]  Yes.
[02:53:12.475 --> 02:53:15.997]  Is it as powerful as the meteorologist says that we had on earlier?
[02:53:16.117 --> 02:53:16.577]  I don't know.
[02:53:16.677 --> 02:53:17.117]  I doubt it.
[02:53:17.598 --> 02:53:19.218]  But again, I'm not a meteorologist.
[02:53:20.859 --> 02:53:22.120]  I think we're under judgment.
[02:53:22.180 --> 02:53:23.941]  I think the church is asleep and dead.
[02:53:24.281 --> 02:53:27.282]  I think God is trying to wake people up.
[02:53:27.402 --> 02:53:29.023]  You've got to find Jesus personally.
[02:53:29.383 --> 02:53:30.364]  No, I agree with you.
[02:53:30.764 --> 02:53:32.925]  I mean, certainly we are a corrupt, evil country.
[02:53:33.385 --> 02:53:36.387]  That doesn't mean we're all bad and the country is bad itself.
[02:53:36.427 --> 02:53:39.548]  It's just that we have become very, very evil predominantly.
[02:53:40.329 --> 02:53:40.449]  Yeah.
[02:53:41.207 --> 02:53:42.168]  Okay, well, thanks a lot.
[02:53:42.608 --> 02:53:43.709]  I appreciate your call.
[02:53:43.749 --> 02:53:45.871]  I mean, really, folks, we do a lot of evil stuff.
[02:53:47.252 --> 02:53:49.313]  We're very decadent, very self-centered.
[02:53:50.294 --> 02:53:51.615]  I mean, look at this looting.
[02:53:51.655 --> 02:53:53.457]  You wouldn't have seen that back in the 20s.
[02:53:55.358 --> 02:53:55.658]  No.
[02:53:55.839 --> 02:53:57.460]  I mean, people just didn't behave like that.
[02:53:57.500 --> 02:53:58.080]  Thanks for the call.
[02:53:58.701 --> 02:53:59.602]  Let's talk to James.
[02:53:59.682 --> 02:54:00.803]  James, where are you calling us from?
[02:54:00.823 --> 02:54:03.805]  Hey, I'm here in Virginia.
[02:54:04.611 --> 02:54:05.211]  Welcome, sir.
[02:54:05.271 --> 02:54:06.071]  What's on your mind?
[02:54:06.472 --> 02:54:08.652]  Well, I'm just very suspicious, too.
[02:54:08.712 --> 02:54:14.034]  You've been... I noticed you put a couple articles from my website, Total411.info, up on your site.
[02:54:14.494 --> 02:54:15.354]  Yeah, you got a good sign.
[02:54:15.514 --> 02:54:16.074]  Yeah, thanks.
[02:54:16.114 --> 02:54:16.594]  Thank you for that.
[02:54:16.694 --> 02:54:22.796]  And I just want to lay out the timeline and why I'm so suspicious about this, because... Well, first we know... You've got about a minute and a half.
[02:54:22.836 --> 02:54:23.016]  Tell us.
[02:54:23.036 --> 02:54:23.516]  Okay, great.
[02:54:23.856 --> 02:54:33.219]  Came off as a tropical storm out of Florida, and it went to Category 5 very quickly, and then headed for New Orleans, and by some miracle it got
[02:54:34.265 --> 02:54:36.027]  Diverted to the east slightly.
[02:54:36.047 --> 02:54:42.592]  And it was only Category 3 when it hit New Orleans, which is what the levees were designed for.
[02:54:43.093 --> 02:54:48.517]  But then at about 10.30 at night on Monday, apparently, these levees, this levee broke.
[02:54:49.197 --> 02:54:52.380]  That's what I think is suspicious, is how those levees broke.
[02:54:52.860 --> 02:54:55.202]  Yeah, you look at the pictures, it's a clean break.
[02:54:55.242 --> 02:55:01.968]  You had Begich on yesterday, and the Philadelphia News said some contractor
[02:55:02.492 --> 02:55:06.494]  I don't know who yet had just finished reinforcing that part of the levee.
[02:55:06.534 --> 02:55:09.736]  Just like the Pentagon's having repairs done on the plane that's there.
[02:55:09.936 --> 02:55:10.397]  Exactly.
[02:55:10.437 --> 02:55:12.718]  I'm trying to find out who this contractor was.
[02:55:13.198 --> 02:55:16.460]  I wonder if it'll be Marvin Bush like it was on 9-11.
[02:55:16.660 --> 02:55:17.100]  I don't know.
[02:55:17.140 --> 02:55:19.702]  The company that reinforced the Pentagon called Amec.
[02:55:20.302 --> 02:55:21.123]  It's a British firm.
[02:55:21.183 --> 02:55:25.385]  It's heavily into doing levees and hydraulics and stuff like that.
[02:55:25.465 --> 02:55:27.707]  But, yeah, I don't know if it was ever someone else.
[02:55:27.747 --> 02:55:28.627]  Well, I just can't believe that.
[02:55:28.687 --> 02:55:31.689]  And then they waited hours and hours to plug the levees.
[02:55:33.018 --> 02:55:34.179]  And the mayor is going crazy.
[02:55:34.239 --> 02:55:35.119]  Ask him what's going on.
[02:55:35.159 --> 02:55:36.040]  Where are the helicopters?
